seas_id,season,player_id,player,birth_year,pos,age,experience,lg,tm,g,mp,per,ts_percent,x3p_ar,f_tr,orb_percent,drb_percent,trb_percent,ast_percent,stl_percent,blk_percent,tov_percent,usg_percent,ows,dws,ws,ws_48,obpm,dbpm,bpm,vorp
6494,1976,1338,Artis Gilmore,1949,C,26,5,ABA,KEN,84,3286,23.5,0.595,0,0.545,12,25.8,19,9.4,0.8,3.3,14.5,23.6,9.2,5.8,15.1,0.22,3.9,0.8,4.7,5.5
6495,1976,1339,Austin Carr,NA,SG,27,5,NBA,CLE,65,1282,15.2,0.481,NA,0.214,5.2,5.4,5.3,14.3,1.4,0.1,NA,NA,1.7,0.9,2.6,0.097,0.9,-1.1,-0.2,0.6
6496,1976,840,Barry Clemens,NA,SF,32,11,NBA,POR,49,443,13.8,0.54,NA,0.245,6.4,9.7,8.1,10.5,2.7,0.8,NA,NA,0.6,0.5,1.1,0.116,-0.6,1.2,0.6,0.3
6497,1976,1487,Barry Parkhill,NA,SG,24,3,ABA,SSL,35,377,5.3,0.386,0.11,0.08,0.5,6.2,3.3,20.5,1.1,1,21.9,13.4,-0.4,0.2,-0.3,-0.034,-4.7,-1,-5.6,-0.4
6498,1976,905,Bill Bradley,1943,SF,32,9,NBA,NYK,82,2709,10.2,0.471,NA,0.163,1.8,7.2,4.4,12.6,1.2,0.4,NA,NA,1,1.5,2.5,0.044,-1.8,-0.4,-2.2,-0.1
6499,1976,1163,Bill Keller,NA,SG,28,7,ABA,INA,78,2311,13.6,0.507,0.345,0.181,3,6.1,4.5,17.9,1.1,0.1,11.9,19.9,3,1,4.1,0.084,1.1,-1.5,-0.4,1
6500,1976,864,Bill Melchionni,1944,PG,31,9,ABA,NYA,67,1191,12.6,0.484,0.064,0.26,1,6.1,3.5,28.1,2,0.4,19.2,15.8,0.7,1.1,1.8,0.074,-0.5,-0.6,-1.1,0.3
6501,1976,1625,Bill Robinzine,NA,PF,23,1,NBA,KCK,75,1327,14.6,0.514,NA,0.397,9.7,17.7,13.7,6.7,2.7,0.3,NA,NA,0.8,1.6,2.4,0.087,-2.8,0,-2.9,-0.3
6502,1976,1556,Bill Walton,NA,C,23,2,NBA,POR,51,1687,19.5,0.494,NA,0.311,8.2,32.4,20.6,19.7,1.3,2.5,NA,NA,0.7,3.1,3.8,0.109,1.6,1.5,3.1,2.2
6503,1976,1626,Bill Willoughby,NA,SF,18,1,NBA,ATL,62,870,13.8,0.445,NA,0.352,11.9,22.6,17.1,5.1,2,1.8,NA,NA,0.1,1,1.1,0.063,-1,-0.8,-1.7,0.1
6504,1976,842,Billy Cunningham,1943,SF,32,11,NBA,PHI,20,640,16.4,0.473,NA,0.351,4.4,17.8,11.1,23.5,1.7,0.8,NA,NA,0.4,0.8,1.2,0.093,0.7,0.5,1.2,0.5
6505,1976,1558,Billy Knight,1952,SF,23,2,ABA,INA,70,2775,21.1,0.551,0.01,0.32,9.1,14.3,11.6,14.6,1.5,0.4,14.3,27.9,5.7,2.6,8.3,0.143,3.8,-1,2.8,3.4
6506,1976,1243,Billy Paultz,1948,C,27,6,ABA,SAA,83,2958,18.6,0.541,0.002,0.288,7.3,21.1,14.5,15,0.9,4.5,15.4,19.5,4.3,4.4,8.7,0.141,2,1.7,3.7,4.3
6507,1976,1491,Billy Schaeffer,NA,SF,24,3,ABA,TOT,51,637,12.2,0.486,0.039,0.244,5.8,11.7,8.6,8.5,1.3,0.7,10.9,19,0.5,0.3,0.8,0.06,-1.5,-0.8,-2.3,0
6508,1976,1491,Billy Schaeffer,NA,SF,24,3,ABA,NYA,20,119,15.9,0.445,0.117,0.117,7.9,9.8,8.8,11.5,2.3,0.9,8,28.2,0.1,0.1,0.2,0.084,-1.9,-0.3,-2.3,0
6509,1976,1491,Billy Schaeffer,NA,SF,24,3,ABA,VIR,31,518,11.3,0.503,0.006,0.298,5.3,12.1,8.6,7.8,1.1,0.7,12,16.9,0.4,0.2,0.6,0.054,-1.4,-1,-2.3,0
6510,1976,1165,Bingo Smith,NA,SG,29,7,NBA,CLE,81,2338,13.1,0.466,NA,0.121,3.5,11.7,7.5,9.9,1.2,0.8,NA,NA,1.5,2.3,3.7,0.077,-0.7,-0.5,-1.2,0.5
6511,1976,1492,Bird Averitt,1952,SG,23,3,ABA,KEN,78,2272,15.3,0.49,0.1,0.272,2.4,6.5,4.5,19.3,2.1,0.5,13.4,27.7,1.4,2.2,3.7,0.077,0.2,-0.4,-0.2,1
6512,1976,1493,Bo Lamar,1951,SG-PG,24,3,ABA,TOT,41,1130,14.9,0.46,0.129,0.159,3.6,6,4.7,23.2,1.7,0.1,11.7,26.9,0.3,0.7,1,0.042,0.6,-1.5,-0.9,0.3
6513,1976,1493,Bo Lamar,1951,PG,24,3,ABA,SDS,6,222,13.6,0.462,0.071,0.124,3.8,4.1,3.9,26.9,1.3,0.2,14.4,24.7,0,0.1,0.2,0.037,0.2,-1.1,-0.9,0.1
6514,1976,1493,Bo Lamar,1951,SG,24,3,ABA,INA,35,908,15.2,0.459,0.141,0.166,3.5,6.4,4.9,22.3,1.8,0.1,11.2,27.4,0.3,0.6,0.8,0.043,0.7,-1.6,-0.9,0.3
6515,1976,1627,Bob Bigelow,NA,SF,22,1,NBA,KCK,31,163,9.9,0.455,NA,0.702,5.6,12.7,9.1,7.4,1.1,0.3,NA,NA,0,0.1,0,0.014,-3.4,-1,-4.4,-0.1
6516,1976,1168,Bob Dandridge,NA,SF,28,7,NBA,MIL,73,2735,19.1,0.545,NA,0.254,6.7,13.7,10.3,11.9,1.9,0.7,NA,NA,6.4,2.6,9,0.158,2.6,-0.2,2.4,3
6517,1976,1628,Bob Gross,NA,SF,22,1,NBA,POR,76,1474,15.6,0.557,NA,0.355,9.8,11.4,10.6,15.3,2.8,1.5,NA,NA,1.8,1.9,3.8,0.123,0.9,1.6,2.5,1.7
6518,1976,1244,Bob Lanier,NA,C,27,6,NBA,DET,64,2363,22.7,0.579,NA,0.364,9.3,23.5,16.3,13.9,1.5,1.9,NA,NA,7.3,2.8,10.1,0.205,4.7,0.5,5.1,4.3
6519,1976,866,Bob Love,NA,SF,33,10,NBA,CHI,76,2823,14.1,0.455,NA,0.325,6.4,12.2,9.1,8.7,1.1,0.2,NA,NA,2.2,2.3,4.5,0.076,0,-1.5,-1.6,0.3
6520,1976,1424,Bob McAdoo,NA,C,24,4,NBA,BUF,78,3328,23.3,0.542,NA,0.383,7.8,22,15.1,15.7,1.2,2.5,NA,NA,7.7,4.6,12.3,0.178,3.6,0.2,3.8,4.9
6521,1976,914,Bob Netolicky,NA,PF,33,9,ABA,INA,4,53,7.1,0.426,0,0.143,11.4,9,10.3,0,0,1,18.3,19.1,-0.1,0,0,-0.044,-3.6,-1.2,-4.8,-0.1
6522,1976,1077,Bob Warren,NA,SG,29,8,ABA,SDS,10,265,13.6,0.531,0.037,0.395,9.6,12.2,10.8,12.7,1.6,1.2,19.5,17.6,0.2,0.3,0.6,0.102,-0.9,0.8,-0.1,0.1
6523,1976,844,Bob Weiss,NA,PG,33,11,NBA,BUF,66,995,10,0.522,NA,0.262,1.4,5.4,3.5,19,2.1,0.7,NA,NA,0.6,0.8,1.4,0.066,-1.7,1,-0.7,0.3
6524,1976,1559,Bobby Jones,1951,PF,24,2,ABA,DNA,83,2845,18.9,0.609,0,0.351,8.8,17.7,13.6,14.2,2.6,3.2,18.6,16.2,5.4,4.8,10.2,0.172,2.7,2.6,5.3,5.2
6525,1976,1560,Bobby Wilson,1951,SG,25,2,NBA,CHI,58,856,11.5,0.425,NA,0.119,3.5,7.8,5.5,10.9,1.4,0.1,NA,NA,-0.4,0.6,0.2,0.013,-2.4,-1.4,-3.8,-0.4
6526,1976,1427,Brian Taylor,1951,PG,24,4,ABA,NYA,54,1733,17.2,0.555,0.105,0.286,3.8,5.2,4.5,16.4,3.3,0.7,15.8,21.3,2.7,2.1,4.8,0.133,1.3,1.3,2.6,2
6527,1976,1561,Brian Winters,NA,SG,23,2,NBA,MIL,78,2795,16.1,0.496,NA,0.163,2.5,6.6,4.6,20.1,2.1,0.5,NA,NA,3.1,1.9,5,0.085,0.3,-0.5,-0.1,1.3
6528,1976,1494,Bruce Seals,1953,SF,22,3,NBA,SEA,81,2435,11.5,0.475,NA,0.3,6.5,15.2,10.7,6.6,1.2,1,NA,NA,0.8,2.1,2.9,0.057,-2,-0.9,-2.9,-0.5
6529,1976,1629,Bubbles Hawkins,NA,SG,21,1,NBA,GSW,32,153,25,0.536,NA,0.298,10.2,8.6,9.4,17.9,2.9,2.7,NA,NA,0.4,0.3,0.6,0.196,0.9,1.1,2,0.3
6530,1976,1428,Bud Stallworth,NA,SF,26,4,NBA,NOJ,56,1051,12.2,0.472,NA,0.257,3.9,9.8,6.9,7.9,1.3,0.9,NA,NA,0.1,0.9,1.1,0.049,-1.9,-0.9,-2.9,-0.2
6531,1976,1175,Butch Beard,NA,PG,28,6,NBA,TOT,75,1704,14.5,0.517,NA,0.387,6.1,12.7,9.4,17.3,2.2,0.3,NA,NA,1.9,1.8,3.7,0.105,-0.5,1,0.5,1.1
6532,1976,1175,Butch Beard,NA,PG,28,6,NBA,CLE,15,255,14.5,0.456,NA,0.411,5.5,12.1,8.7,23.7,1.9,0.4,NA,NA,0.1,0.3,0.4,0.073,-1.6,0.3,-1.3,0.1
6533,1976,1175,Butch Beard,NA,PG,28,6,NBA,NYK,60,1449,14.5,0.53,NA,0.382,6.2,12.8,9.5,16.2,2.3,0.2,NA,NA,1.8,1.5,3.3,0.11,-0.3,1.1,0.9,1
6534,1976,925,Byron Beck,1945,PF,31,9,ABA,DNA,80,1586,14.9,0.552,0.017,0.18,8.1,13.3,10.9,9.3,1.3,0.6,11.5,18.4,2.9,1.5,4.4,0.133,0.5,-0.7,-0.2,0.7
6535,1976,1630,C.J. Kupec,NA,SF,23,1,NBA,LAL,16,55,9.7,0.301,NA,0.275,7.2,32,20,12.7,2.4,0,NA,NA,-0.3,0.1,-0.2,-0.198,-5.8,-0.9,-6.7,-0.1
6536,1976,1495,Caldwell Jones,1950,C,25,3,ABA,TOT,76,2674,15.3,0.502,0.008,0.207,8.9,22.1,15.4,7.3,1.4,4.4,14.5,16.5,1.9,4.3,6.2,0.11,-0.9,1.4,0.5,1.7
6537,1976,1495,Caldwell Jones,1950,C,25,3,ABA,SDS,10,407,16.6,0.456,0,0.206,9.7,23.3,16.2,8.3,1.5,5,11.6,19.1,0.1,0.8,1,0.112,-0.5,2.1,1.6,0.4
6538,1976,1495,Caldwell Jones,1950,C,25,3,ABA,KEN,15,457,13.5,0.497,0,0.216,12.6,20.4,16.6,3.8,1.7,1.8,16.1,18.6,0.2,0.8,0.9,0.097,-2,-0.1,-2.1,0
6539,1976,1495,Caldwell Jones,1950,C,25,3,ABA,SSL,51,1810,15.5,0.517,0.012,0.204,7.8,22.2,15,8,1.3,4.9,14.7,15.3,1.6,2.7,4.3,0.114,-0.7,1.6,0.9,1.3
6540,1976,1247,Calvin Murphy,NA,PG,27,6,NBA,HOU,82,2995,19.9,0.556,NA,0.299,1.9,5.5,3.8,29.6,2.3,0.1,NA,NA,7.7,1.1,8.8,0.141,2.4,-1.1,1.3,2.5
6541,1976,1562,Campy Russell,NA,SF,24,2,NBA,CLE,82,1961,19,0.534,NA,0.343,6.8,11.5,9,8.6,1.7,0.3,NA,NA,4.7,2,6.7,0.164,2.2,-0.5,1.6,1.8
6542,1976,867,Cazzie Russell,NA,SF,31,10,NBA,LAL,74,1625,14.7,0.504,NA,0.185,3.1,7.6,5.4,11.2,1.4,0.1,NA,NA,2.2,0.9,3,0.09,-0.1,-1.3,-1.4,0.2
6543,1976,1429,Charles Dudley,NA,PG,25,3,NBA,GSW,82,1456,16.1,0.575,NA,0.71,7.5,10.2,8.9,20.4,2.3,0.1,NA,NA,2.6,2,4.6,0.151,0.7,1.1,1.8,1.4
6544,1976,1430,Charles Johnson,NA,PG,26,4,NBA,GSW,81,1549,14.2,0.485,NA,0.108,4.8,7.6,6.2,11.1,2.9,0.2,NA,NA,1.6,2.1,3.7,0.116,-0.8,0.9,0.1,0.8
6545,1976,1631,Charles Jordan,NA,SF,22,1,ABA,INA,71,855,9.7,0.456,0.027,0.193,9.5,13.7,11.5,8.5,1.7,0.8,17.2,21.2,-0.6,0.9,0.3,0.014,-4.6,-0.8,-5.4,-0.7
6546,1976,1250,Charlie Scott,1948,SG,27,6,NBA,BOS,82,2913,14.5,0.495,NA,0.256,3.6,8.5,6,16.9,1.6,0.4,NA,NA,3.3,3.1,6.4,0.106,-0.6,0.3,-0.3,1.3
6547,1976,1431,Chris Ford,NA,SG,27,4,NBA,DET,82,2198,13,0.452,NA,0.163,3.7,10.1,6.8,16.4,3.7,0.6,NA,NA,0.3,2.4,2.7,0.058,-1.5,2,0.5,1.4
6548,1976,1432,Chuck Terry,1950,SF,25,4,ABA,NYA,66,970,7,0.425,0.085,0.118,4.4,9.9,7.1,4.8,1.7,0.3,7.5,11,0.2,1,1.2,0.06,-3.4,0.6,-2.8,-0.2
6549,1976,1252,Chuck Williams,1946,PG,29,6,ABA,DNA,79,2529,11.4,0.569,0.006,0.35,1.7,6.1,4.1,17.1,2,0.1,19.1,13.8,2.9,1.8,4.7,0.089,-1.1,0.1,-1,0.6
6550,1976,1433,Claude Terry,1950,SG,26,4,ABA,DNA,79,1349,10.9,0.517,0.11,0.178,3.3,7.5,5.5,13.1,1.3,0.2,15.1,17.4,1,0.8,1.8,0.065,-1.3,-1.1,-2.3,-0.1
6551,1976,932,Clem Haskins,NA,SG,32,9,NBA,WSB,55,737,15.5,0.588,NA,0.242,1.7,5.7,3.8,15.1,1.4,0.6,NA,NA,1.6,0.7,2.3,0.148,0.5,0.3,0.8,0.5
6552,1976,1347,Cliff Meely,NA,PF,28,5,NBA,TOT,34,313,13.1,0.447,NA,0.364,7.5,23.8,15.9,8.3,2,1.3,NA,NA,-0.2,0.4,0.2,0.026,-3.9,-0.2,-4.1,-0.2
6553,1976,1347,Cliff Meely,NA,PF,28,5,NBA,HOU,14,174,12,0.415,NA,0.198,7.7,24.2,16.2,8.1,2.4,1.2,NA,NA,-0.2,0.2,0,-0.01,-4,-0.4,-4.4,-0.1
6554,1976,1347,Cliff Meely,NA,PF,28,5,NBA,LAL,20,139,14.5,0.492,NA,0.627,7.1,23.3,15.5,8.6,1.6,1.4,NA,NA,0,0.2,0.2,0.071,-3.9,0.1,-3.8,-0.1
6555,1976,1632,Cliff Pondexter,NA,PF,21,1,NBA,CHI,75,1326,13.1,0.472,NA,0.479,8.1,21.9,14.5,10.2,1,1.1,NA,NA,0.6,1.6,2.2,0.081,-1.1,0.2,-0.9,0.4
6556,1976,1348,Clifford Ray,NA,C,27,5,NBA,GSW,82,2184,14.1,0.558,NA,0.569,12,21.9,17,8.2,1.6,1.9,NA,NA,3,4,7,0.154,0.4,1.2,1.6,2
6557,1976,868,Clyde Lee,NA,C,31,10,NBA,PHI,79,1421,9.9,0.477,NA,0.337,11.2,19.6,15.4,5.3,0.7,1,NA,NA,0.7,1.6,2.2,0.076,-1.8,-0.5,-2.2,-0.1
6558,1976,1633,Clyde Mayes,NA,PF,22,1,NBA,MIL,65,948,11.1,0.489,NA,0.391,11,17.7,14.4,5.2,0.4,2.3,NA,NA,0.2,0.9,1,0.053,-3,-0.6,-3.6,-0.4
6559,1976,1255,Coby Dietrick,1948,C,27,6,ABA,SAA,81,1467,12.1,0.534,0.017,0.203,7.7,15.7,11.8,13.2,2.1,1.5,20.3,14.5,1.1,1.9,3,0.098,-1.4,1.3,-0.1,0.7
6560,1976,934,Connie Hawkins,1942,PF,33,9,NBA,ATL,74,1907,14.3,0.497,NA,0.36,5.4,19.1,12,15.7,1.9,1.3,NA,NA,1.7,1.8,3.5,0.087,0.4,0.9,1.3,1.6
6561,1976,1565,Connie Norman,NA,SG,22,2,NBA,PHI,65,818,12.7,0.446,NA,0.057,6,5.9,6,12.4,1.5,0.4,NA,NA,0.3,0.5,0.8,0.046,-1,-1.2,-2.2,0
6562,1976,1435,Corky Calhoun,NA,SF,25,4,NBA,LAL,76,1816,9,0.506,NA,0.226,6.4,11.4,9,5.8,1.5,1,NA,NA,1,1.5,2.5,0.066,-1.9,0.3,-1.6,0.2
6563,1976,1256,Cornell Warner,NA,PF,27,6,NBA,LAL,81,2512,10.2,0.509,NA,0.244,8.8,18.4,13.8,5.3,1,0.9,NA,NA,1.8,2.6,4.3,0.083,-1.4,-0.3,-1.7,0.2
6564,1976,1257,Curtis Perry,NA,PF,27,6,NBA,PHO,71,2353,15.8,0.537,NA,0.308,9.2,22.2,15.8,11.1,1.6,1.5,NA,NA,2.8,3.2,6,0.122,0.2,0.2,0.5,1.5
6565,1976,1350,Curtis Rowe,NA,PF,26,5,NBA,DET,80,2998,14.7,0.513,NA,0.311,7.8,16.3,12,8.5,0.7,0.8,NA,NA,4.5,1.7,6.2,0.099,1.1,-1.4,-0.3,1.3
6566,1976,1085,Dale Schlueter,NA,C,30,8,NBA,BUF,71,773,10.7,0.558,NA,0.664,8.1,21.7,15.1,12.9,0.7,1.1,NA,NA,0.3,0.9,1.2,0.076,-2.5,0.9,-1.6,0.1
6567,1976,1566,Dan Anderson,1951,PG,25,2,NBA,POR,52,614,13.1,0.546,NA,0.337,2.6,7.6,5.2,19.2,1.5,0.2,NA,NA,0.7,0.4,1.1,0.086,-1,-0.4,-1.4,0.1
6568,1976,1259,Dan Issel,1948,C,27,6,ABA,DNA,84,2856,21.8,0.567,0.003,0.354,11.1,19.9,15.8,9.6,1.5,1,10.5,24.7,8.6,3.8,12.5,0.209,3.3,-0.9,2.4,3.2
6569,1976,1634,Dan Roundfield,1953,PF,22,1,ABA,INA,67,767,13.8,0.467,0.006,0.395,14.7,16,15.3,6.1,1.8,2.9,15,20.6,0.3,1,1.3,0.08,-3,-0.5,-3.4,-0.3
6570,1976,1352,Darnell Hillman,1949,PF,26,5,ABA,INA,74,2166,14.9,0.509,0.005,0.406,9.9,18.7,14,9.1,1.6,1.9,16.7,20.1,1.4,2.8,4.2,0.094,-1.2,0.1,-1.1,0.5
6571,1976,1635,Darryl Dawkins,NA,C,19,1,NBA,PHI,37,165,14.3,0.486,NA,0.293,8.8,19.9,14.3,2.9,0.5,2.8,NA,NA,-0.1,0.2,0.1,0.041,-4.1,-0.6,-4.7,-0.1
6572,1976,869,Dave Bing,NA,PG,32,10,NBA,WSB,82,2945,16,0.511,NA,0.379,3.4,4.9,4.2,24.2,1.8,0.4,NA,NA,3.4,2.9,6.3,0.102,0.4,-0.5,-0.1,1.4
6573,1976,1260,Dave Cowens,NA,C,27,6,NBA,BOS,78,3101,18.9,0.508,NA,0.261,10.6,29,19.8,15.1,1.4,1.2,NA,NA,5,5.6,10.7,0.165,2.2,1.3,3.4,4.3
6574,1976,1636,Dave Meyers,NA,PF,22,1,NBA,MIL,72,1589,13.4,0.47,NA,0.445,8.2,20.6,14.6,8.4,2.1,0.8,NA,NA,0.3,2.1,2.4,0.072,-1.1,0.3,-0.7,0.5
6575,1976,1353,Dave Robisch,1949,C-PF,26,5,ABA,TOT,87,2789,15.8,0.498,0.003,0.369,8.8,17.8,13.1,8,1.1,1.1,8.6,17.6,4.8,3,7.8,0.134,0.8,-0.4,0.3,1.7
6576,1976,1353,Dave Robisch,1949,PF,26,5,ABA,SDS,11,374,20.7,0.549,0.007,0.522,12.8,19.1,15.9,8.5,0.8,1.6,9.4,19.2,1.1,0.5,1.6,0.208,3.8,0,3.7,0.6
6577,1976,1353,Dave Robisch,1949,C,26,5,ABA,INA,76,2415,15,0.49,0.002,0.346,8.2,17.6,12.6,7.9,1.2,1,8.5,17.4,3.6,2.5,6.1,0.122,0.3,-0.5,-0.2,1.1
6578,1976,1436,Dave Twardzik,1950,PG,25,4,ABA,VIR,43,871,12.2,0.57,0.074,0.644,3.1,7.3,5.1,19.5,3.2,0.2,25.1,16,0.5,0.5,1.1,0.059,-2.2,0.8,-1.4,0.1
6579,1976,1354,Dave Wohl,NA,PG,26,5,NBA,HOU,50,700,8.8,0.461,NA,0.301,1.4,7.1,4.3,19.9,1.7,0.1,NA,NA,-0.2,0.2,0,-0.003,-4.1,-0.6,-4.7,-0.5
6580,1976,1637,David Thompson,1954,SF,21,1,ABA,DNA,83,3101,21.1,0.578,0.012,0.435,7.7,8.8,8.3,13.4,1.9,1.6,11.8,25.3,9.5,3,12.4,0.193,3.9,-0.2,3.7,4.4
6581,1976,1568,David Vaughn,1952,C,23,2,ABA,VIR,10,86,6,0.397,0,0.242,8.9,13.3,11,4.9,0,1.2,12,18.1,-0.1,0,-0.1,-0.034,-4.3,-1.1,-5.4,-0.1
6582,1976,1355,Dean Meminger,NA,SG,27,5,NBA,ATL,68,1418,12.1,0.46,NA,0.401,4.6,6.4,5.5,21.6,1.8,0.3,NA,NA,0.5,0.4,1,0.033,-0.9,-0.9,-1.8,0.1
6583,1976,1262,Dennis Awtrey,NA,C,27,6,NBA,PHO,74,1376,11.2,0.51,NA,0.359,7.4,15.6,11.6,15.3,0.7,0.9,NA,NA,0.7,1.1,1.8,0.062,-1.1,-0.3,-1.3,0.2
6584,1976,1497,Dennis Bell,NA,SF,24,3,NBA,NYK,10,76,8.8,0.395,NA,0.333,5.3,13.7,9.5,5.2,3.6,0.7,NA,NA,-0.1,0.1,0,0.009,-3.9,0.8,-3.1,0
6585,1976,1570,Dennis DuVal,NA,PG,23,2,NBA,ATL,13,130,9.1,0.383,NA,0.209,0.8,5.7,3.2,21.4,2.1,0.8,NA,NA,-0.2,0.1,-0.1,-0.039,-3.7,-0.3,-4,-0.1
6586,1976,1638,Dennis Van Zant,NA,PF,23,1,ABA,SAA,1,2,39.3,1.136,NA,NA,0,48,24.9,0,0,0,0,16.9,0,0,0,0.856,-4.5,0.1,-4.4,0
6587,1976,1498,Derrek Dickey,NA,PF,24,3,NBA,GSW,79,1207,13.9,0.494,NA,0.167,9.2,18.4,13.9,9.2,1,0.5,NA,NA,1.4,1.7,3.1,0.122,-0.3,-0.6,-0.9,0.3
6588,1976,1356,Dick Gibbs,NA,SF,27,5,NBA,BUF,72,866,9.8,0.49,NA,0.309,5.2,7.5,6.4,7.7,0.8,0.8,NA,NA,0.2,0.5,0.7,0.039,-2.9,-1.4,-4.3,-0.5
6589,1976,872,Dick Snyder,NA,SG,31,10,NBA,CLE,82,2274,14.7,0.538,NA,0.213,2.2,6.9,4.5,14,1.2,0.8,NA,NA,4.4,1.8,6.2,0.131,0.7,0.1,0.7,1.6
6590,1976,846,Dick Van Arsdale,NA,SG,32,11,NBA,PHO,58,1870,12.4,0.555,NA,0.412,2.3,5.6,4,10.5,1.3,0.3,NA,NA,3.1,0.9,4,0.102,-0.4,-1,-1.3,0.3
6591,1976,1265,Don Adams,1947,SF,28,6,NBA,BUF,56,704,9.1,0.446,NA,0.335,5.8,15.4,10.8,13.2,1.9,0.5,NA,NA,-0.5,0.8,0.3,0.023,-3.8,0.7,-3.1,-0.2
6592,1976,1265,Don Adams,1947,SF,28,6,ABA,SSL,20,725,11.6,0.454,0.008,0.331,5.9,9.6,7.8,15.4,2.4,0.5,15.3,17.9,0.1,0.6,0.8,0.05,-2,0.1,-1.9,0
6593,1976,1439,Don Buse,1950,PG,25,4,ABA,INA,84,3380,16.7,0.534,0.234,0.248,2.3,6.6,4.3,25.5,4.6,0.5,13.9,12.5,6,4.6,10.6,0.15,0.9,3.4,4.4,5.4
6594,1976,1092,Don Chaney,1946,SG,29,8,ABA,SSL,48,1475,10,0.453,0.009,0.179,7.4,8,7.7,14.4,2,1.3,19.4,15.8,-0.3,1.1,0.8,0.027,-2,0,-2,0
6595,1976,1639,Don Ford,NA,SF,23,1,NBA,LAL,76,1838,11.6,0.471,NA,0.196,6.4,10.8,8.7,8.3,1.2,0.4,NA,NA,0.7,1.2,2,0.051,-1.5,-1.3,-2.8,-0.4
6596,1976,770,Don Nelson,NA,SF,35,14,NBA,BOS,75,943,15.1,0.53,NA,0.425,5.8,13.2,9.5,11.5,0.7,0.4,NA,NA,1.7,0.9,2.6,0.134,0.4,-0.4,0,0.5
6597,1976,1572,Donald Washington,NA,PF,23,2,ABA,UTS,6,58,12.2,0.667,0,0,7.2,15.6,11.5,7.3,0.8,0.9,14.3,14.2,0.1,0,0.2,0.126,-3.3,0.1,-3.2,0
6598,1976,947,Donnie Freeman,1944,SG,31,9,NBA,LAL,64,1480,14.5,0.497,NA,0.328,4.8,6.8,5.8,16,1.7,0.4,NA,NA,1.5,0.9,2.4,0.078,-0.6,-0.9,-1.5,0.2
6599,1976,1499,Doug Collins,NA,SG,24,3,NBA,PHI,77,2995,16.7,0.575,NA,0.372,4.1,5.8,5,9.6,1.6,0.4,NA,NA,8.2,1.9,10,0.161,1.7,-0.3,1.5,2.6
6600,1976,1640,Dwaine Dillard,NA,SF,26,1,ABA,UTS,3,19,7.2,0.515,0,0.667,11,37.1,24.4,12.2,4.9,5.7,56.3,18.3,-0.1,0.1,0,-0.081,-4.9,0.7,-4.2,0
6601,1976,1440,Dwight Davis,NA,PF,26,4,NBA,GSW,72,866,11.5,0.471,NA,0.42,9.7,15.2,12.4,6.6,1,1.7,NA,NA,0.3,1.2,1.5,0.084,-2.7,-0.1,-2.8,-0.2
6602,1976,1500,Dwight Jones,NA,C,23,3,NBA,ATL,66,1762,15,0.521,NA,0.404,9.7,21.3,15.3,6.8,1.4,1.9,NA,NA,2.2,1.7,3.8,0.104,-0.3,-0.4,-0.7,0.6
6603,1976,1501,E.C. Coleman,NA,PF,25,3,NBA,NOJ,67,1850,9.7,0.474,NA,0.186,6.6,16,11.3,6.5,1.4,0.9,NA,NA,0.4,2.1,2.5,0.065,-2.1,0.4,-1.7,0.1
6604,1976,949,Earl Monroe,NA,SG,31,9,NBA,NYK,76,2889,17.1,0.521,NA,0.263,1.7,8.1,4.9,16.3,1.8,0.4,NA,NA,5.1,2.1,7.2,0.119,1.6,-0.1,1.5,2.5
6605,1976,1573,Earl Williams,NA,C,24,2,NBA,DET,46,562,15.2,0.49,NA,0.289,18.6,27.7,23.1,4.2,1.8,1.9,NA,NA,0.5,0.8,1.3,0.114,0.1,-0.8,-0.7,0.2
6606,1976,950,Ed Manning,1944,SF,32,9,ABA,INA,12,134,14.2,0.445,0,0.283,9.7,15.7,12.5,14.1,1.3,0.8,9.4,20.6,0.1,0.1,0.2,0.087,-1.8,-0.3,-2.1,0
6607,1976,1502,Ed Ratleff,NA,SF,25,3,NBA,HOU,72,2401,13.5,0.54,NA,0.318,5,11.9,8.6,14.1,2.2,0.8,NA,NA,3,1.5,4.5,0.09,0.1,0.6,0.7,1.6
6608,1976,1641,Ed Searcy,NA,SF,23,1,NBA,BOS,4,12,5.6,0.436,NA,0.333,0,0,0,11.5,0,0,NA,NA,0,0,0,-0.086,-4.9,-0.2,-5,0
6609,1976,1357,Elmore Smith,NA,C,26,5,NBA,MIL,78,2809,17.7,0.545,NA,0.365,7.7,24.9,16.6,5,1.3,4.4,NA,NA,4.1,4.7,8.7,0.149,0.8,1.3,2.1,2.9
6610,1976,1101,Elvin Hayes,NA,PF,30,8,NBA,WSB,80,2975,18.4,0.501,NA,0.331,7.6,22.6,15.3,6.4,1.6,3.5,NA,NA,2.2,5.9,8.1,0.131,0.4,1,1.3,2.5
6611,1976,1642,Eric Fernsten,NA,C,22,1,NBA,TOT,37,268,14.3,0.45,NA,0.43,8.8,18.2,13.2,10.8,1.3,3,NA,NA,0.1,0.4,0.5,0.089,-0.8,0.8,-0.1,0.2
6612,1976,1642,Eric Fernsten,NA,C,22,1,NBA,CLE,4,9,-6.5,0,NA,0,0,11.8,5.7,0,0,0,NA,NA,0,0,0,-0.176,-4.9,-0.2,-5.1,0
