PLAYER_NAME,MIN,CHARGES_DRAWN,CONTESTED_SHOTS_2PT,CONTESTED_SHOTS_3PT,DEFLECTIONS,DEF_BOXOUTS,DEF_LOOSE_BALLS_RECOVERED,sum
Jonathan Kuminga,24.3,0.7323529411764705,0.5676470588235294,0.4264705882352941,0.5,0.6088235294117647,0.49411764705882355,3.3294117647058825
Jonathan Mogbo,20.7,0,0.7264705882352941,0.7352941176470589,0.9529411764705882,0.7470588235294118,0.2529411764705882,3.4147058823529415
Jordan Hawkins,23.8,0.5794117647058824,0.3764705882352941,0.7764705882352941,0.1264705882352941,0.08823529411764706,0.3,2.2470588235294118
Jordan McLaughlin,8.2,0.9588235294117647,0.2676470588235294,0.23823529411764705,0.9088235294117647,0.3058823529411765,1,3.6794117647058826
Jordan Poole,29.8,0,0.03823529411764706,0.5264705882352941,0.4088235294117647,0.03529411764705882,0.5205882352941177,1.5294117647058822
Jordan Walsh,9.5,0.8470588235294118,0.7,0.6352941176470588,0.29411764705882354,0.7911764705882353,0.7029411764705882,3.970588235294117
Jose Alvarado,24.3,0.7735294117647059,0.0029411764705882353,0.07647058823529412,0.9411764705882353,0.31470588235294117,0.8588235294117647,2.9676470588235295
Josh Giddey,30.3,0,0.5264705882352941,0.8205882352941176,0.6147058823529412,0.06764705882352941,0.7,2.7294117647058824
Josh Green,27.9,0,0.23823529411764705,0.1411764705882353,0.5764705882352941,0.09411764705882353,0.7176470588235294,1.7676470588235293
Josh Hart,37.6,0.5617647058823529,0.2323529411764706,0.6941176470588235,0.6735294117647059,0.4147058823529412,0.9735294117647059,3.5500000000000003
Josh Minott,7.4,0,0.6882352941176471,0.9823529411764705,0.9588235294117647,0.38235294117647056,0.9,3.911764705882353
Jrue Holiday,30.6,0.538235294117647,0.21176470588235294,0.40588235294117647,0.5794117647058824,0.6147058823529412,0.7411764705882353,3.0911764705882354
Julian Champagnie,23.6,0,0.5,0.6823529411764706,0.4264705882352941,0.5294117647058824,0.25,2.388235294117647
Julian Phillips,14.8,0,0.5205882352941177,0.5764705882352941,0.5529411764705883,0.6705882352941176,0.8794117647058823,3.2
Julian Strawther,21.3,0,0.6088235294117647,0.6764705882352942,0.4411764705882353,0.5735294117647058,0.75,3.05
Julius Randle,32.6,0,0.6205882352941177,0.5294117647058824,0.17941176470588235,0.7352941176470589,0.3323529411764706,2.3970588235294117
Justin Champagnie,23.2,0,0.6970588235294117,0.7323529411764705,0.7088235294117647,0.2647058823529412,0.6735294117647059,3.076470588235294
Justin Edwards,26.8,0.5529411764705883,0.3,0.29705882352941176,0.788235294117647,0.29411764705882354,0.5176470588235295,2.75
Jusuf Nurkić,20.8,0,0.888235294117647,0.7617647058823529,0.8382352941176471,0.9735294117647059,0.9029411764705882,4.364705882352942
KJ Martin,22.1,0,0.6705882352941176,0.8352941176470589,0.12941176470588237,0.5911764705882353,0.5470588235294118,2.773529411764706
Karl-Anthony Towns,35,0,0.8058823529411765,0.2088235294117647,0.4176470588235294,0.9823529411764705,0.48823529411764705,2.902941176470588
