player,tm,experience,age,salary,vorp,vorp_per_million,percent_of_cap
Keon Johnson,BRK,4,22,2162606,-0.6,-0.2774430478783468,0.01538257888297721
Jalen Wilson,BRK,2,24,1891857,-1,-0.5285811771185666,0.013456745952712892
Maxwell Lewis,BRK,2,22,1891857,-0.1,-0.05285811771185666,0.013456745952712892
Ben Simmons,BRK,7,28,39256083,0.2,0.005094751812094956,0.27922783594616896
Lonzo Ball,CHI,6,27,21395348,0.4,0.01869565290548207,0.1521847383844994
Nikola Vučević,CHI,14,34,20000000,2.7,0.135,0.14225965231740972
Patrick Williams,CHI,5,23,18000000,-0.7,-0.03888888888888888,0.12803368708566876
Kevin Huerter,CHI,7,26,16830357,0.1,0.0059416446127672756,0.11971403675989416
Zach Collins,CHI,7,27,16741200,0.3,0.017919862375456955,0.11907986456881099
Coby White,CHI,6,24,12000000,0.7,0.058333333333333334,0.08535579139044584
Tre Jones,CHI,5,25,9104167,0.6,0.06590388774722608,0.06475778160298176
Jalen Smith,CHI,5,24,8571429,0.7,0.08166666258333354,0.060968425470168154
Josh Giddey,CHI,4,22,8352367,2.7,0.3232616574439318,0.05941024127237033
Ayo Dosunmu,CHI,4,25,7000000,0.1,0.014285714285714285,0.049790878311093405
Jevon Carter,CHI,7,29,6500000,0,0,0.04623438700315816
Matas Buzelis,CHI,1,20,5195520,-0.2,-0.03849470312884947,0.03695564344040743
Dalen Terry,CHI,3,22,3510480,-0.5,-0.14243066475239852,0.024969983213361028
Talen Horton-Tucker,CHI,6,24,2087519,-0.1,-0.0479037556065358,0.014848486357299342
Julian Phillips,CHI,2,21,1891857,-0.3,-0.15857435313556997,0.013456745952712892
Chris Duarte,CHI,4,27,5893768,0.1,0.016967074374152496,0.04192226932597377
Torrey Craig,CHI,8,34,2845342,0.1,0.0351451600545734,0.020238868182206163
LaMelo Ball,CHO,5,23,35147000,2,0.056903860926963895,0.25
Miles Bridges,CHO,6,26,27173913,2,0.07360000011776,0.19328757077417702
Jusuf Nurkić,CHO,11,30,18125000,0.4,0.02206896551724138,0.12892280991265256
Grant Williams,CHO,6,26,13025250,0.1,0.007677395827335368,0.09264837681736705
Josh Green,CHO,5,24,12654321,-1.1,-0.08692682918348603,0.09000996528864484
Brandon Miller,CHO,2,22,11424600,0.4,0.03501216672793796,0.08126298119327396
Josh Okogie,CHO,7,26,8250000,0.4,0.048484848484848485,0.058682106580931516
Tidjane Salaün,CHO,1,19,7488720,-1,-0.13353416872309287,0.05326713517512163
Tre Mann,CHO,4,23,4908373,0,0,0.03491317182120807
Mark Williams,CHO,3,23,4094280,1.6,0.3907891008919761,0.029122542464506216
Nick Smith Jr.,CHO,2,20,2587200,-1.3,-0.5024737167594311,0.018402708623780125
DaQuan Jeffries,CHO,5,27,2425404,-0.7,-0.2886117116983397,0.017251856488462742
Taj Gibson,CHO,16,39,2087519,-0.3,-0.14371126681960739,0.014848486357299342
Seth Curry,CHO,11,34,2087519,0.1,0.0479037556065358,0.014848486357299342
Moussa Diabaté,CHO,3,23,957763,0,0,0.006812551569123965
Elfrid Payton,CHO,9,30,239944,-0.2,-0.8335278231587371,0.001706717500782428
Darius Garland,CLE,6,25,36725670,3,0.08168673301263121,0.26122905226619625
Donovan Mitchell,CLE,8,28,35410310,3.2,0.09036916084609257,0.25187291945258483
De'Andre Hunter,CLE,6,27,21696429,0.6,0.027654320441396138,0.1543263223034683
Jarrett Allen,CLE,8,26,20000000,3.6,0.18,0.14225965231740972
Max Strus,CLE,6,28,15212068,1.1,0.07231100991660043,0.10820317523543972
Evan Mobley,CLE,4,23,11227657,3.6,0.32063679893320574,0.07986212905795659
Isaac Okoro,CLE,5,24,10185186,0.4,0.03927272413090935,0.07244705095740746
Dean Wade,CLE,6,28,6166667,0.7,0.11351350737764825,0.04386339516886221
Jaylon Tyson,CLE,1,22,3326160,-0.1,-0.030064699232748876,0.02365891825760378
Ty Jerome,CLE,6,27,2560975,2.2,0.8590478235828152,0.01821617065467892
Sam Merrill,CLE,5,28,2164993,0.8,0.36951620628796494,0.015399557572481293
Tristan Thompson,CLE,13,33,2087519,-0.2,-0.0958075112130716,0.014848486357299342
Craig Porter Jr.,CLE,2,24,1891857,0.4,0.21143247084742664,0.013456745952712892
Anthony Davis,DAL,13,31,43219440,0.3,0.006941320850061917,0.30741912538765753
Kyrie Irving,DAL,14,32,41000000,2.5,0.06097560975609755,0.29163228725068996
Klay Thompson,DAL,12,34,15873016,0.5,0.031499999748,0.11290448686943409
P.J. Washington,DAL,6,26,15500000,0.5,0.03225806451612904,0.11025123054599255
Daniel Gafford,DAL,6,26,13394160,1.8,0.13438692683975703,0.09527242723418784
Caleb Martin,DAL,6,29,9186594,-0.2,-0.02177085435581457,0.06534408342106011
Naji Marshall,DAL,5,27,8571429,0.6,0.06999999650000018,0.060968425470168154
Max Christie,DAL,3,21,7142857,-0.3,-0.04200000084000002,0.05080701766864882
Dereck Lively II,DAL,2,20,5014560,1.1,0.21936122012699022,0.03566847810623951
Dwight Powell,DAL,11,33,4000000,0.3,0.075,0.028451930463481948
Dante Exum,DAL,8,29,3150000,0,0,0.022405895239992032
Olivier-Maxence Prosper,DAL,2,22,2870400,0,0,0.020417105300594644
Spencer Dinwiddie,DAL,11,31,2087519,0.2,0.0958075112130716,0.014848486357299342
Jaden Hardy,DAL,3,22,2019699,-0.6,-0.2970739699331435,0.014366083876291007
Nikola Jokić,DEN,10,29,51415938,9.8,0.19060237702947286,0.36572067317267476
Jamal Murray,DEN,8,27,36016200,1.7,0.04720098178042103,0.25618260448971464
Michael Porter Jr.,DEN,6,26,35859950,1.2,0.033463515704846215,0.25507120095598484
Aaron Gordon,DEN,11,29,22841455,1.2,0.05253605779491718,0.162470872336188
Zeke Nnaji,DEN,5,24,8888889,0.1,0.011249999859375002,0.0632265129314024
Dario Šarić,DEN,8,30,5168000,-0.1,-0.01934984520123839,0.036759894158818675
Russell Westbrook,DEN,17,36,3303771,0.5,0.15134220864581716,0.023499665689817054
Christian Braun,DEN,3,23,3089640,1.6,0.5178596859181005,0.02197655560929809
Julian Strawther,DEN,2,22,2552520,-0.9,-0.3525927318884867,0.018156030386661734
Peyton Watson,DEN,3,22,2413560,0.1,0.041432572631299826,0.01716761032236037
DeAndre Jordan,DEN,17,36,2087519,0.2,0.0958075112130716,0.014848486357299342
Vlatko Čančar,DEN,5,27,2087519,-0.2,-0.0958075112130716,0.014848486357299342
Jalen Pickett,DEN,2,25,1891857,0.1,0.05285811771185666,0.013456745952712892
Hunter Tyson,DEN,2,24,1891857,-0.3,-0.15857435313556997,0.013456745952712892
Tobias Harris,DET,14,32,25365854,1.2,0.04730769167085799,0.18042687853870884
Tim Hardaway Jr.,DET,12,32,16193183,0,0,0.11518182917460949
Isaiah Stewart,DET,5,23,15000000,0.9,0.060000000000000005,0.1066947392380573
Cade Cunningham,DET,4,23,13940809,3.7,0.26540783967415377,0.09916073206817083
Dennis Schröder,DET,12,31,13025250,0,0,0.09264837681736705
Ausar Thompson,DET,2,22,8376000,1.2,0.14326647564469913,0.0595783423905312
Ron Holland,DET,1,19,8245320,-0.3,-0.03638427617120985,0.05864881782228924
Jaden Ivey,DET,3,22,7977240,0.5,0.06267831981988758,0.05674196944262668
Simone Fontecchio,DET,3,29,7692308,-0.3,-0.038999998440000065,0.05471525307992147
Malik Beasley,DET,9,28,6000000,1.6,0.26666666666666666,0.04267789569522292
Jalen Duren,DET,3,21,4536840,2.7,0.5951278863702489,0.03227046405098586
Paul Reed,DET,5,25,3913234,0.5,0.12777155672264937,0.02783476541383333
Marcus Sasser,DET,2,24,2755080,0.3,0.10888976000696894,0.01959683614533246
Lindy Waters III,DET,4,27,2196970,0,0,0.015627009417588985
Bobi Klintman,DET,1,21,1257153,0,0,0.00894210743448943
Wendell Moore Jr.,DET,3,23,2537040,0.1,0.03941601236086148,0.01804592141576806
Stephen Curry,GSW,16,36,55761216,4.8,0.08608133653326354,0.39662856004779923
Jimmy Butler,GSW,14,35,48798677,1.7,0.03483701002795629,0.347104141178479
Draymond Green,GSW,13,34,24107143,1.3,0.05392592560636489,0.1714736890773039
Gary Payton II,GSW,9,32,9130000,0.8,0.08762322015334065,0.06494153128289755
Buddy Hield,GSW,9,32,8780488,0.5,0.05694444317901238,0.06245545850285942
Kevon Looney,GSW,10,28,8000000,0.7,0.0875,0.056903860926963895
Jonathan Kuminga,GSW,4,22,7636307,0.4,0.052381340875897214,0.05431691894045011
Moses Moody,GSW,4,22,5803269,0.5,0.08615833593100716,0.0412785515122201
Brandin Podziemski,GSW,2,21,3519960,1.2,0.34091296492005585,0.02503741428855948
Trayce Jackson-Davis,GSW,2,24,1891857,0.8,0.4228649416948533,0.013456745952712892
Gui Santos,GSW,2,22,1891857,0.1,0.05285811771185666,0.013456745952712892
Quinten Post,GSW,1,24,438920,0.4,0.9113278046113187,0.0031220303297578742
Fred VanVleet,HOU,9,30,42846615,1.5,0.035008599862556236,0.30476722764389563
Dillon Brooks,HOU,8,29,22255493,0.4,0.017973090957814325,0.1583029348166273
Steven Adams,HOU,11,31,12600000,0.5,0.03968253968253969,0.08962358095996813
Jalen Green,HOU,4,22,12483048,1.7,0.13618468822678564,0.08879170341707684
Reed Sheppard,HOU,1,20,10098960,0.1,0.009902009711891126,0.07183372691837141
Jabari Smith Jr.,HOU,3,21,9770880,0.6,0.061406956179996065,0.06950009958175662
Amen Thompson,HOU,2,22,9249960,3.4,0.3675691570558143,0.06579480467749736
Jeff Green,HOU,17,38,8000000,0.2,0.025,0.056903860926963895
Jock Landale,HOU,4,29,8000000,0.3,0.0375,0.056903860926963895
Jae'Sean Tate,HOU,5,29,7565217,0.2,0.026436782976615215,0.053811257006287874
Alperen Şengün,HOU,4,22,5424654,3.9,0.7189398623396073,0.0385854695991123
Aaron Holiday,HOU,7,28,4668000,0.3,0.06426735218508997,0.03320340285088343
Tari Eason,HOU,3,23,3695160,2,0.5412485521601229,0.026283608842859987
Cam Whitmore,HOU,2,20,3379080,0.5,0.14796926974205996,0.024035337297635646
Pascal Siakam,IND,9,30,42176400,2.4,0.056903860926963895,0.3
Tyrese Haliburton,IND,5,24,42176400,4.9,0.11617871605921797,0.3
Myles Turner,IND,10,28,19928500,1.3,0.06523320872117822,0.141751074060375
Obi Toppin,IND,5,26,12975000,1.4,0.10789980732177264,0.09229094944091956
Aaron Nesmith,IND,5,25,11000000,0.4,0.03636363636363636,0.07824280877457536
T.J. McConnell,IND,10,32,9300000,1.2,0.12903225806451613,0.06615073832759552
Bennedict Mathurin,IND,3,22,7245720,-0.5,-0.06900625472692845,0.0515386803994651
Jarace Walker,IND,2,21,6362520,0.3,0.04715112879802342,0.04525649415312829
Isaiah Jackson,IND,4,23,4435381,0.1,0.022545977448160597,0.03154878794776225
Ben Sheppard,IND,2,23,2663880,0,0,0.018948132130765072
James Johnson,IND,16,37,2087519,-0.1,-0.0479037556065358,0.014848486357299342
Thomas Bryant,IND,8,27,2087519,0.6,0.28742253363921477,0.014848486357299342
Andrew Nembhard,IND,3,25,2019699,-0.1,-0.04951232832219059,0.014366083876291007
Johnny Furphy,IND,1,20,1850842,0,0,0.013165006970722964
Moses Brown,IND,6,25,306660,0,0,0.0021812672489828436
Jahlil Okafor,IND,7,29,119972,0,0,8.53358750391214e-4
Kawhi Leonard,LAC,13,33,49205800,1.5,0.030484211210873514,0.35
James Harden,LAC,16,35,33653846,4.4,0.1307428577405388,0.23937922155518251
Norman Powell,LAC,10,31,19241379,1.8,0.09354838860561918,0.13686359433237544
Bogdan Bogdanović,LAC,8,32,17260000,0.4,0.023174971031286212,0.1227700799499246
Ivica Zubac,LAC,9,27,11743210,3.4,0.28952901293598593,0.08352924858451646
Derrick Jones Jr.,LAC,9,27,9523810,0.8,0.08399999580000021,0.0677426949668535
Kris Dunn,LAC,9,30,5168000,1.2,0.23219814241486067,0.036759894158818675
Drew Eubanks,LAC,7,27,5000000,0,0,0.03556491307935243
Nicolas Batum,LAC,17,36,4668000,1,0.21422450728363326,0.03320340285088343
Amir Coffey,LAC,6,27,3938271,0.1,0.02539185343009661,0.02801285315958688
Kobe Brown,LAC,2,25,2533920,0,0,0.018023728910006545
Patty Mills,LAC,16,36,2087519,0.1,0.0479037556065358,0.014848486357299342
Cam Christie,LAC,1,19,1157153,0,0,0.008230809172902382
Ben Simmons,LAC,7,28,755826,0.2,0.26461116712047483,0.0053761771986229265
MarJon Beauchamp,LAC,3,24,2733720,0,0,0.019444902836657466
LeBron James,LAL,22,40,48728845,4.7,0.0964521116804636,0.3466074273764475
Luka Dončić,LAL,7,25,43031940,2.1,0.04880096040290073,0.30608544114718184
Rui Hachimura,LAL,6,26,17000000,0.6,0.03529411764705882,0.12092070446979827
Dorian Finney-Smith,LAL,9,31,14924167,0.2,0.01340108295491467,0.10615534042734799
Austin Reaves,LAL,4,26,12976362,2.6,0.20036432399157791,0.09230063732324238
Gabe Vincent,LAL,6,28,11000000,-0.8,-0.07272727272727272,0.07824280877457536
Jarred Vanderbilt,LAL,7,25,10714286,0.2,0.018666666168888905,0.07621053005946453
Dalton Knecht,LAL,1,23,3819120,0.1,0.02618404239720145,0.027165334167923293
Shake Milton,LAL,7,28,2875000,-0.2,-0.06956521739130435,0.02044982502062765
Jaxson Hayes,LAL,6,24,2463946,0.5,0.20292652517547058,0.01752600506444362
Markieff Morris,LAL,14,35,2087519,-0.1,-0.0479037556065358,0.014848486357299342
Bronny James,LAL,1,20,1157153,-0.2,-0.1728379911731638,0.008230809172902382
Alex Len,LAL,12,31,743829,-0.2,-0.26887900310420815,0.005290842746180328
Cam Reddish,LAL,6,25,2463946,-0.1,-0.04058530503509412,0.01752600506444362
Ja Morant,MEM,6,25,36725670,1.7,0.04628914870715769,0.26122905226619625
Desmond Bane,MEM,5,26,34005250,2.9,0.08528094926518699,0.24187875209832987
Jaren Jackson Jr.,MEM,7,25,25257798,2.4,0.09502015971463545,0.17965827808916834
Marvin Bagley III,MEM,7,25,12500000,0,0,0.08891228269838108
Brandon Clarke,MEM,6,28,12500000,0.9,0.072,0.08891228269838108
Luke Kennard,MEM,8,28,9250000,1.2,0.1297297297297297,0.065795089196802
John Konchar,MEM,6,28,6165000,0.5,0.08110300081103,0.04385153782684155
Zach Edey,MEM,1,22,5756880,0.7,0.1215936409999861,0.04094858736165249
Santi Aldama,MEM,4,24,3960531,2.2,0.5554810705938169,0.028171188152616156
Vince Williams Jr.,MEM,3,24,2120693,-0.1,-0.0471543971711134,0.01508445244259823
Jay Huff,MEM,4,26,2088033,1.1,0.5268115973262875,0.0148521424303639
Scotty Pippen Jr.,MEM,3,24,2087519,1.7,0.8143638453111085,0.014848486357299342
GG Jackson II,MEM,2,20,1891857,-0.4,-0.21143247084742664,0.013456745952712892
Jaylen Wells,MEM,1,21,1157153,-0.1,-0.0864189955865819,0.008230809172902382
Bam Adebayo,MIA,8,27,34848340,2.7,0.07747858291097941,0.24787563661194412
Tyler Herro,MIA,6,25,29000000,3.5,0.12068965517241378,0.20627649586024413
Andrew Wiggins,MIA,11,29,26276786,0.4,0.015222561846033987,0.186906322018949
Terry Rozier,MIA,10,30,24924126,-0.7,-0.02808523757262341,0.1772848749537656
Duncan Robinson,MIA,7,30,19406000,0.1,0.0051530454498608675,0.13803454064358267
Kyle Anderson,MIA,11,31,8780488,0.3,0.034166665907407426,0.06245545850285942
Davion Mitchell,MIA,4,26,6451077,0.3,0.046503862843367084,0.04588639855464193
Haywood Highsmith,MIA,5,28,5200000,0.1,0.019230769230769232,0.03698750960252653
Kel'el Ware,MIA,1,20,4231800,0.7,0.16541424452951461,0.030100719833840727
Kevin Love,MIA,17,36,3850000,0.2,0.05194805194805195,0.027384983071101373
Jaime Jaquez Jr.,MIA,2,23,3685800,0.4,0.10852460795485377,0.02621703132557544
Nikola Jović,MIA,3,21,2464200,0.7,0.2840678516354192,0.017527811762028053
Alec Burks,MIA,14,33,2087519,0.5,0.239518778032679,0.014848486357299342
Pelle Larsson,MIA,1,23,1157153,-0.2,-0.1728379911731638,0.008230809172902382
Keshad Johnson,MIA,1,23,724883,0,0,0.005156080177540046
Damian Lillard,MIL,13,34,48787676,3.2,0.06559033473945347,0.3470258912567218
Giannis Antetokounmpo,MIL,12,30,48787676,6.6,0.13528006540012275,0.3470258912567218
Kyle Kuzma,MIL,8,29,24456061,-0.7,-0.028622761449605478,0.1739555367456682
Brook Lopez,MIL,17,36,23000000,1.8,0.0782608695652174,0.1635986001650212
Bobby Portis,MIL,10,29,12578286,0.7,0.05565146157433532,0.08946912965544712
Pat Connaughton,MIL,10,32,9423869,0,0,0.06703181637124078
Kevin Porter Jr.,MIL,5,24,2237691,0.6,0.2681335358635307,0.015916657182689847
A.J. Green,MIL,3,25,2120693,-0.1,-0.0471543971711134,0.01508445244259823
Jericho Sims,MIL,4,26,2092344,0,0,0.014882806498420918
Taurean Prince,MIL,9,30,2087519,0.1,0.0479037556065358,0.014848486357299342
Gary Trent Jr.,MIL,7,26,2087519,0.2,0.0958075112130716,0.014848486357299342
Andre Jackson Jr.,MIL,2,23,1891857,-0.3,-0.15857435313556997,0.013456745952712892
Chris Livingston,MIL,2,21,1891857,-0.1,-0.05285811771185666,0.013456745952712892
Tyler Smith,MIL,1,20,1157153,0,0,0.008230809172902382
Rudy Gobert,MIN,12,32,43827586,2.4,0.05476003172978772,0.3117448573135687
Anthony Edwards,MIN,5,23,42176400,4.6,0.10906573344334745,0.3
Julius Randle,MIN,11,30,33073920,1.8,0.05442354580285615,0.2352542179986912
Jaden McDaniels,MIN,5,24,23017242,1.4,0.060823968397256276,0.16372124221128403
Naz Reid,MIN,6,25,13986432,2,0.142995726143737,0.09948524767405469
Donte DiVincenzo,MIN,7,28,11445000,1.6,0.1397990388816077,0.08140808603863772
Mike Conley,MIN,18,37,9975962,1.4,0.14033734290487473,0.07095884428258457
Rob Dillingham,MIN,1,20,6262920,-0.3,-0.04790097909601272,0.04454804108458759
Nickeil Alexander-Walker,MIN,6,26,4312500,0.8,0.1855072463768116,0.030674737530941475
Terrence Shannon Jr.,MIN,1,24,2546640,0,0,0.018114206048880418
Luka Garza,MIN,4,26,2162606,0,0,0.01538257888297721
Joe Ingles,MIN,11,37,2087519,-0.1,-0.0479037556065358,0.014848486357299342
Josh Minott,MIN,3,22,2019699,0.3,0.14853698496657175,0.014366083876291007
Leonard Miller,MIN,2,21,1891857,0,0,0.013456745952712892
PJ Dozier,MIN,7,28,1051255,0,0,0.007477558539846929
Zion Williamson,NOP,5,24,36725670,1.9,0.05173493090799977,0.26122905226619625
CJ McCollum,NOP,12,33,33333333,0.3,0.009000000090000002,0.23709941815802202
Dejounte Murray,NOP,8,28,29517135,0.1,0.003387862677051821,0.2099548681253023
Bruce Brown,NOP,7,28,23000000,-0.4,-0.017391304347826087,0.1635986001650212
Herbert Jones,NOP,4,26,12976362,-0.3,-0.023118960460566683,0.09230063732324238
Kelly Olynyk,NOP,12,33,12804878,0.1,0.007809523839274377,0.09108087461234245
Trey Murphy III,NOP,4,24,5159854,1.3,0.25194511317568286,0.03670195180242979
Jordan Hawkins,NOP,2,22,4525680,-1.2,-0.26515352389033253,0.032191083164992744
Yves Missi,NOP,1,20,3193200,-0.5,-0.15658273831892772,0.022713176088997637
Jeremiah Robinson-Earl,NOP,4,24,2196970,-0.2,-0.09103447020214205,0.015627009417588985
Jose Alvarado,NOP,4,26,1988598,0.2,0.1005733687753885,0.014144863003954818
Karlo Matković,NOP,1,23,1407153,0,0,0.010009054826870003
Antonio Reeves,NOP,1,24,1157153,-0.2,-0.1728379911731638,0.008230809172902382
Elfrid Payton,NOP,9,30,274809,-0.3,-1.0916673034725937,0.0019547116396847527
Javonte Green,NOP,6,31,1728488,0,0,0.012294705095740746
Jaylen Nowell,NOP,6,25,278782,-0.2,-0.7174064322660717,0.001982971519617606
Karl-Anthony Towns,NYK,10,29,49205800,3.5,0.07112982615870486,0.35
OG Anunoby,NYK,8,27,36637932,1.9,0.051858822162779275,0.26060497339744504
Jalen Brunson,NYK,7,28,24960001,3.1,0.12419871297280798,0.17754005320510996
Mikal Bridges,NYK,7,28,23300000,1.2,0.051502145922746774,0.16573249494978234
Josh Hart,NYK,8,29,18144000,3.6,0.1984126984126984,0.1290579565823541
Mitchell Robinson,NYK,7,26,14318182,0.4,0.027936507581758634,0.10184497965686971
Precious Achiuwa,NYK,5,25,6000000,0,0,0.04267789569522292
Miles McBride,NYK,4,24,4710144,0.8,0.16984618729278766,0.03350317239024668
Delon Wright,NYK,10,32,2087519,0.1,0.0479037556065358,0.014848486357299342
Cameron Payne,NYK,10,30,2087519,0.5,0.239518778032679,0.014848486357299342
Tyler Kolek,NYK,1,23,2087519,-0.1,-0.0479037556065358,0.014848486357299342
Pacome Dadiet,NYK,1,19,1808080,-0.1,-0.05530728728817309,0.012860841608103109
Landry Shamet,NYK,7,27,1343690,-0.1,-0.07442192767677068,0.009557643611119014
Ariel Hukporti,NYK,1,22,1064049,-0.2,-0.1879612687009715,0.007568562039434376
Matt Ryan,NYK,4,27,621439,-0.1,-0.1609168397863668,0.00442028480382394
Shai Gilgeous-Alexander,OKC,7,26,35859950,8.9,0.24818774147760944,0.25507120095598484
Isaiah Hartenstein,OKC,7,26,30000000,2.1,0.07,0.2133894784761146
Luguentz Dort,OKC,6,25,16500000,1.2,0.07272727272727272,0.11736421316186303
Isaiah Joe,OKC,5,25,12991650,1.4,0.10776152374794579,0.09240938060147381
Chet Holmgren,OKC,2,22,10880640,1,0.09190635844950297,0.07739380316954506
Aaron Wiggins,OKC,4,26,10514017,1.4,0.1331555769788084,0.07478602014396676
Alex Caruso,OKC,8,30,9890000,1.6,0.16177957532861478,0.07034739807095912
Kenrich Williams,OKC,7,30,6669000,0.7,0.10496326285799969,0.047436481065240274
Cason Wallace,OKC,2,21,5555880,1.5,0.26998423292079743,0.03951887785586252
Ousmane Dieng,OKC,3,21,5027040,0.1,0.01989242178299755,0.035757248129285574
Jalen Williams,OKC,3,23,4775760,3.4,0.71192857262509,0.03396989785756964
Ajay Mitchell,OKC,1,22,3000000,0.1,0.03333333333333333,0.02133894784761146
Dillon Jones,OKC,1,23,2622360,-0.3,-0.11440076877316616,0.01865280109255413
Jaylin Williams,OKC,3,22,2019699,1.2,0.594147939866287,0.014366083876291007
Branden Carlson,OKC,1,25,496519,0.2,0.4028043237016106,0.003531731015449398
Malevy Leons,OKC,1,25,126356,-0.1,-0.7914147329766692,8.987680314109312e-4
Jonathan Isaac,ORL,6,27,25000000,0.7,0.028,0.17782456539676217
Kentavious Caldwell-Pope,ORL,12,31,22757000,0.3,0.013182756953904293,0.16187014538936467
Cole Anthony,ORL,5,24,12900000,0.7,0.05426356589147287,0.09175747574472928
Paolo Banchero,ORL,3,22,12160800,2.2,0.18090915071376884,0.08649955899507782
Wendell Carter Jr.,ORL,7,25,11950000,0.3,0.02510460251046025,0.08500014225965231
Moritz Wagner,ORL,7,27,11000000,0.9,0.08181818181818182,0.07824280877457536
Jalen Suggs,ORL,4,23,9188385,0.6,0.06529983234268046,0.06535682277292515
Goga Bitadze,ORL,6,25,9057971,1.6,0.176640000282624,0.06442919025805902
Anthony Black,ORL,2,21,7607760,0,0,0.05411386462571485
Gary Harris,ORL,11,30,7500000,-0.1,-0.013333333333333334,0.05334736961902865
Franz Wagner,ORL,4,23,7007092,2.6,0.3710526420946093,0.049841323583805164
Jett Howard,ORL,2,21,5278320,-0.6,-0.1136725321693266,0.03754459840100151
Tristan Da Silva,ORL,1,23,3628440,-0.3,-0.08268016006878989,0.02580903064272911
Cory Joseph,ORL,14,33,3303771,0.2,0.06053688345832686,0.023499665689817054
Caleb Houstan,ORL,3,22,2019699,0,0,0.014366083876291007
Joel Embiid,PHI,9,30,51415938,0.8,0.015559377716691662,0.36572067317267476
Paul George,PHI,15,34,49205800,0.5,0.010161403736957838,0.35
Tyrese Maxey,PHI,5,24,35147000,2,0.056903860926963895,0.25
Kelly Oubre Jr.,PHI,10,29,7983000,-0.1,-0.012526619065514218,0.0567829402224941
Andre Drummond,PHI,13,31,5000000,-0.2,-0.04,0.03556491307935243
Quentin Grimes,PHI,4,24,4296682,0.8,0.18619018116770103,0.030562224371923637
Jared McCain,PHI,1,20,4020360,0.3,0.0746201832671701,0.028596750789541072
Eric Gordon,PHI,17,36,3303771,0.1,0.03026844172916343,0.023499665689817054
Guerschon Yabusele,PHI,3,29,2087519,0.5,0.239518778032679,0.014848486357299342
