seas_id,season,player_id,player,birth_year,pos,age,experience,lg,tm,g,mp,pg_percent,sg_percent,sf_percent,pf_percent,c_percent,on_court_plus_minus_per_100_poss,net_plus_minus_per_100_poss,bad_pass_turnover,lost_ball_turnover,shooting_foul_committed,offensive_foul_committed,shooting_foul_drawn,offensive_foul_drawn,points_generated_by_assists,and1,fga_blocked
16332,1999,2416,Dan Majerle,NA,SG,33,11,NBA,MIA,48,1624,NA,58,42,NA,NA,9.4,6.2,36,11,30,4,17,NA,340,3,8
16333,1999,2493,Dana Barros,NA,PG,31,10,NBA,BOS,50,1156,100,NA,NA,NA,NA,-0.7,4,50,23,35,3,19,NA,460,1,10
16334,1999,2576,Danny Ferry,NA,PF,32,9,NBA,CLE,50,1058,NA,NA,NA,78,23,-1.7,7.3,22,5,54,8,3,NA,114,1,5
16335,1999,3052,Danny Fortson,NA,PF,22,2,NBA,DEN,50,1417,NA,NA,1,88,11,-6.6,-0.4,19,12,83,24,105,NA,78,17,62
16336,1999,2417,Danny Manning,NA,PF,32,11,NBA,PHO,50,1184,NA,NA,10,60,30,-0.1,-1.4,39,7,58,12,44,NA,242,8,13
16337,1999,1988,Danny Schayes,NA,C,39,18,NBA,ORL,19,143,NA,NA,NA,5,95,9.2,8.2,1,3,11,4,1,NA,10,0,2
16338,1999,2846,Darrell Armstrong,NA,PG,30,5,NBA,ORL,50,1502,100,NA,NA,NA,NA,3.7,6.2,97,31,26,7,44,NA,719,10,27
16339,1999,2847,Darrick Martin,NA,PG,27,5,NBA,LAC,37,941,100,NA,NA,NA,NA,-10,-0.9,39,7,30,5,28,NA,315,8,12
16340,1999,2494,David Robinson,NA,C,33,10,NBA,SAS,49,1554,NA,NA,NA,NA,100,11.4,4.4,53,16,76,11,154,NA,226,29,26
16341,1999,2913,David Vaughn,1973,PF,25,4,NBA,NJN,10,103,NA,NA,NA,54,46,3.1,7.1,3,3,15,3,6,NA,2,0,1
16342,1999,2786,David Wesley,NA,PG,28,6,NBA,CHH,50,1848,100,NA,NA,NA,NA,2.4,4.8,91,33,54,7,64,NA,711,10,18
16343,1999,2298,David Wingate,NA,SG,35,13,NBA,NYK,20,92,1,74,25,NA,NA,14.9,12.8,2,1,1,1,0,NA,11,0,0
16346,1999,3053,DeJuan Wheat,NA,PG,25,2,NBA,VAN,46,590,100,NA,NA,NA,NA,-9.5,-0.2,26,13,20,1,21,NA,218,2,8
16344,1999,2978,Dean Garrett,NA,C,32,3,NBA,MIN,49,1054,NA,NA,NA,NA,100,-3.9,-6.6,11,9,70,2,26,NA,56,7,20
16345,1999,2578,Dee Brown,1968,PG,30,9,NBA,TOR,49,1377,100,NA,NA,NA,NA,-0.3,2.8,51,13,30,3,12,NA,300,2,7
16347,1999,2299,Dell Curry,NA,SG,34,13,NBA,MIL,42,864,5,91,4,NA,NA,2.3,-2.5,25,16,22,0,8,NA,101,0,9
16348,1999,2301,Dennis Rodman,NA,PF,37,13,NBA,LAL,23,657,NA,NA,10,90,NA,-1.9,-7.2,22,1,25,2,6,NA,65,1,4
16349,1999,2579,Dennis Scott,NA,SF,30,9,NBA,TOT,36,738,NA,12,82,6,NA,-0.7,-1.2,11,3,26,2,9,NA,86,1,4
16350,1999,2579,Dennis Scott,NA,SF,30,9,NBA,NYK,15,206,NA,NA,95,5,NA,-7.1,-10.6,5,0,12,0,1,NA,18,0,3
16351,1999,2579,Dennis Scott,NA,SF,30,9,NBA,MIN,21,532,NA,17,76,6,NA,1.8,2.5,6,3,14,2,8,NA,68,1,1
16352,1999,3054,Derek Anderson,NA,SG,24,2,NBA,CLE,38,978,32,68,NA,NA,NA,-3.7,3.7,39,18,21,7,56,NA,302,10,11
16353,1999,2979,Derek Fisher,NA,PG,24,3,NBA,LAL,50,1131,100,NA,NA,NA,NA,8.1,8.8,52,9,23,8,24,NA,420,5,22
16354,1999,2117,Derek Harper,NA,PG,37,16,NBA,LAL,45,1120,96,4,NA,NA,NA,-1.7,-9.5,37,5,12,2,6,NA,400,1,6
16355,1999,2647,Derek Strong,NA,PF,30,8,NBA,ORL,44,695,NA,NA,3,91,6,2.6,1.6,11,7,22,5,44,NA,38,7,25
16356,1999,2580,Derrick Coleman,NA,PF,31,9,NBA,CHH,37,1178,NA,NA,NA,54,46,-3.9,-9.9,32,29,41,8,89,NA,171,14,47
16357,1999,2356,Derrick McKey,NA,SF,32,12,NBA,IND,13,244,NA,NA,64,36,NA,10.6,6.7,6,6,13,0,8,NA,30,1,5
16358,1999,2236,Detlef Schrempf,NA,SF,36,14,NBA,SEA,50,1765,NA,NA,55,43,1,3.4,13.5,61,16,70,7,74,NA,407,10,21
16359,1999,2851,Dickey Simpkins,NA,C,26,5,NBA,CHI,50,1448,NA,NA,NA,15,85,-10.9,0.8,30,22,64,7,105,NA,137,14,46
16360,1999,2648,Dikembe Mutombo,NA,C,32,8,NBA,ATL,50,1829,NA,NA,NA,NA,100,7,13,15,25,69,23,102,NA,129,19,24
16361,1999,3116,Dirk Nowitzki,NA,PF,20,1,NBA,DAL,47,958,NA,NA,4,70,25,-1.5,2.6,38,6,53,10,56,NA,108,13,22
16362,1999,2058,Dominique Wilkins,NA,SF,39,15,NBA,ORL,27,252,NA,NA,90,10,NA,1.6,0.1,10,8,6,2,21,NA,35,6,16
16363,1999,2711,Don MacLean,NA,PF,29,7,NBA,SEA,17,365,NA,NA,16,79,5,-9.1,-10.3,5,12,22,2,36,NA,33,6,13
16364,1999,2914,Don Reid,NA,PF,25,4,NBA,DET,47,935,NA,NA,NA,71,29,4.9,3.8,18,8,90,5,40,NA,74,7,22
16365,1999,2853,Donyell Marshall,NA,SF,25,5,NBA,GSW,48,1250,NA,NA,38,62,NA,-0.5,4.4,27,25,67,8,48,NA,142,9,32
16366,1999,2712,Doug Christie,NA,SG,28,7,NBA,TOR,50,1768,9,85,5,NA,NA,-3,-5.5,61,24,41,8,86,NA,399,13,66
16367,1999,2713,Doug Overton,NA,PG,29,7,NBA,TOT,24,244,81,19,NA,NA,NA,-5.6,-3.6,13,4,7,0,8,NA,50,1,8
16368,1999,2713,Doug Overton,NA,PG,29,7,NBA,ORL,6,33,99,1,NA,NA,NA,-2.1,-3.6,2,1,1,0,1,NA,6,0,0
16369,1999,2713,Doug Overton,NA,PG,29,7,NBA,NJN,8,174,78,22,NA,NA,NA,-5.5,-1.9,10,3,6,0,7,NA,36,1,6
16370,1999,2713,Doug Overton,NA,PG,29,7,NBA,PHI,10,37,81,19,NA,NA,NA,-9.1,-11.9,1,0,0,0,0,NA,8,0,2
16371,1999,2500,Doug West,NA,SG,31,10,NBA,VAN,14,294,NA,87,13,NA,NA,-4.6,5.4,5,3,20,3,9,NA,40,3,5
16372,1999,3057,Drew Barry,NA,SG,25,2,NBA,SEA,17,183,13,85,1,NA,NA,1.7,2.2,7,2,12,0,2,NA,61,0,3
16373,1999,2581,Duane Causwell,NA,C,30,9,NBA,MIA,19,137,NA,NA,NA,NA,100,-20.3,-29.6,3,4,19,4,7,NA,4,2,2
16374,1999,2423,Duane Ferrell,NA,SF,33,11,NBA,GSW,8,46,NA,44,53,3,NA,19.6,22.6,1,0,2,0,2,NA,0,0,3
16375,1999,2582,Dwayne Schintzius,NA,C,30,8,NBA,BOS,16,67,NA,NA,NA,NA,100,-27.7,-25.6,4,2,15,1,1,NA,18,0,1
16376,1999,3117,Earl Boykins,NA,PG,22,1,NBA,TOT,22,221,100,NA,NA,NA,NA,-11.9,-7,9,7,6,0,1,NA,68,1,2
16377,1999,3117,Earl Boykins,NA,PG,22,1,NBA,NJN,5,51,100,NA,NA,NA,NA,-8.2,-4.6,3,3,0,0,0,NA,12,0,1
16378,1999,3117,Earl Boykins,NA,PG,22,1,NBA,CLE,17,170,100,NA,NA,NA,NA,-13,-7.7,6,4,6,0,1,NA,56,1,1
16379,1999,3058,Ed Gray,NA,SG,23,2,NBA,ATL,30,337,2,90,9,NA,NA,-12.5,-19,15,4,10,5,15,NA,24,5,13
16380,1999,1993,Eddie Johnson,1959,SF,39,17,NBA,HOU,3,18,NA,NA,45,55,NA,-23.5,-26.4,2,0,2,0,0,NA,2,0,1
16381,1999,2855,Eddie Jones,NA,SF-SG,27,5,NBA,TOT,50,1881,NA,50,50,1,NA,6.3,7.3,51,15,49,8,109,NA,399,18,37
16382,1999,2855,Eddie Jones,NA,SG,27,5,NBA,LAL,20,724,NA,100,NA,NA,NA,7.4,5.8,10,2,14,4,34,NA,129,7,13
16383,1999,2855,Eddie Jones,NA,SF,27,5,NBA,CHH,30,1157,NA,19,81,1,NA,5.6,8.3,41,13,35,4,75,NA,270,11,24
16384,1999,2583,Elden Campbell,NA,C,30,9,NBA,TOT,49,1459,NA,NA,NA,15,85,1.2,0.2,29,22,95,11,118,NA,170,11,37
16385,1999,2583,Elden Campbell,NA,C,30,9,NBA,LAL,17,325,NA,NA,NA,55,45,-3.7,-8.2,3,9,26,4,27,NA,21,4,9
16386,1999,2583,Elden Campbell,NA,C,30,9,NBA,CHH,32,1134,NA,NA,NA,4,96,2.6,2.6,26,13,69,7,91,NA,149,7,28
16387,1999,2856,Eldridge Recasner,NA,PG,31,5,NBA,CHH,44,708,44,56,NA,NA,NA,-3.1,-6,29,7,22,7,12,NA,198,3,10
16388,1999,2652,Elliot Perry,NA,PG,29,7,NBA,TOT,35,290,100,NA,NA,NA,NA,-9.5,-8,19,9,6,1,4,NA,109,2,10
16389,1999,2652,Elliot Perry,NA,PG,29,7,NBA,MIL,5,47,100,NA,NA,NA,NA,14.7,11,2,0,0,0,0,NA,30,0,3
16390,1999,2652,Elliot Perry,NA,PG,29,7,NBA,NJN,30,243,100,NA,NA,NA,NA,-14.2,-11.7,17,9,6,1,4,NA,79,2,7
16391,1999,2859,Eric Montross,NA,C,27,5,NBA,DET,46,577,NA,NA,NA,NA,100,1.9,-0.9,4,3,55,6,11,NA,30,3,5
16392,1999,2653,Eric Murdock,NA,PG,30,8,NBA,NJN,15,401,100,NA,NA,NA,NA,-2.9,1,18,5,5,0,9,NA,141,2,6
16393,1999,2860,Eric Piatkowski,NA,SG,28,5,NBA,LAC,49,1242,NA,98,2,NA,NA,-8.3,2.4,33,8,50,3,34,NA,111,5,19
16394,1999,2790,Eric Riley,NA,C,28,5,NBA,BOS,35,337,NA,NA,NA,NA,100,2.5,6.1,7,10,32,3,14,NA,31,3,4
16395,1999,2919,Eric Snow,NA,PG,25,4,NBA,PHI,48,1716,100,NA,NA,NA,NA,4.2,5.5,76,17,73,8,57,NA,636,8,25
16396,1999,3060,Eric Washington,NA,SG,24,2,NBA,DEN,38,761,NA,65,35,NA,NA,-5.6,1.3,18,0,43,3,13,NA,66,4,12
16397,1999,2920,Eric Williams,NA,SF,26,4,NBA,DEN,38,780,NA,1,92,8,NA,-10,-5.2,14,15,39,9,64,NA,77,8,23
16398,1999,2984,Erick Dampier,NA,C,23,3,NBA,GSW,50,1414,NA,NA,NA,NA,100,-2.9,-0.7,16,23,83,19,92,NA,123,8,63
16399,1999,2985,Erick Strickland,NA,SG,25,3,NBA,DAL,33,567,68,31,1,NA,NA,-3.5,-0.6,19,5,9,0,25,NA,142,6,15
16400,1999,2791,Ervin Johnson,NA,C,31,6,NBA,MIL,50,1027,NA,NA,NA,NA,100,0,-6.9,13,12,86,7,52,NA,40,13,15
16401,1999,3061,Etdrick Bohannon,NA,SF,25,2,NBA,WAS,2,4,NA,NA,89,11,NA,-22.2,-19.6,0,0,0,0,0,NA,0,0,0
16402,1999,3118,Felipe López,NA,SG,24,1,NBA,VAN,47,1218,NA,99,1,NA,NA,-8.7,1.2,37,19,49,6,63,NA,128,11,37
16403,1999,2584,Felton Spencer,NA,C,31,9,NBA,GSW,26,159,NA,NA,NA,NA,100,-0.1,2.8,3,2,17,3,12,NA,0,2,4
16404,1999,2922,Fred Hoiberg,NA,SG,26,4,NBA,IND,12,87,6,94,NA,NA,NA,-3.3,-8.1,2,1,8,0,0,NA,8,0,3
16405,1999,2427,Gary Grant,NA,PG,33,11,NBA,POR,2,7,70,30,NA,NA,NA,61.5,55.3,0,0,0,0,0,NA,8,0,0
16406,1999,2585,Gary Payton,NA,PG,30,9,NBA,SEA,50,2008,90,10,NA,NA,NA,1.1,8.5,76,28,30,21,94,NA,1004,27,43
16407,1999,2923,Gary Trent,NA,PF,24,4,NBA,DAL,45,1362,NA,NA,34,63,3,-0.8,5.1,24,13,74,9,108,NA,173,25,47
16408,1999,2795,George Lynch,NA,SF,28,6,NBA,PHI,43,1315,NA,NA,83,17,NA,6,7.4,43,13,61,13,37,NA,157,8,30
16409,1999,2508,George McCloud,NA,SF,31,9,NBA,PHO,48,1245,NA,58,41,NA,NA,-1.2,-3.9,33,7,53,5,31,NA,167,4,11
16410,1999,3119,Gerald Brown,NA,SG,23,1,NBA,PHO,33,236,68,32,NA,NA,NA,-15,-17.4,10,7,10,2,1,NA,68,0,8
16411,1999,2242,Gerald Wilkins,NA,SG,35,13,NBA,ORL,3,28,11,89,NA,NA,NA,-5,-6.5,3,0,2,0,1,NA,2,0,2
16412,1999,3120,Gerard King,NA,SF,26,1,NBA,SAS,19,63,NA,NA,1,97,2,7.4,-2.5,1,2,5,1,6,NA,12,1,1
16413,1999,2797,Gheorghe Mureșan,NA,C,27,5,NBA,NJN,1,1,NA,NA,NA,NA,100,-200,-196.4,1,0,0,0,0,NA,0,0,0
16414,1999,2509,Glen Rice,NA,SF,31,10,NBA,LAL,27,985,NA,21,79,NA,NA,3.9,0.9,23,8,40,7,28,NA,144,8,15
16415,1999,2862,Glenn Robinson,NA,SF,26,5,NBA,MIL,47,1579,NA,NA,58,40,2,7.7,10.8,52,24,59,10,61,NA,223,12,38
16416,1999,2863,Grant Hill,NA,SF,26,5,NBA,DET,50,1852,NA,NA,92,8,NA,3.8,5.3,88,48,48,18,164,NA,705,38,53
16417,1999,2428,Grant Long,NA,PF,32,11,NBA,ATL,50,1380,NA,NA,39,57,4,8.9,11.8,24,13,55,21,81,NA,115,11,25
16418,1999,2654,Greg Anthony,NA,PG,31,8,NBA,POR,50,806,91,9,NA,NA,NA,11.9,8.2,35,6,17,6,22,NA,211,3,10
16419,1999,2588,Greg Foster,NA,PF,30,9,NBA,UTA,42,458,NA,NA,NA,29,71,-7.6,-18.1,5,4,30,7,8,NA,52,1,9
16420,1999,2864,Greg Minor,NA,SG,27,5,NBA,BOS,44,765,NA,93,7,NA,NA,5.5,12.2,19,11,39,1,15,NA,106,2,20
16421,1999,2925,Greg Ostertag,NA,C,25,4,NBA,UTA,48,1340,NA,NA,NA,NA,100,12.7,12,12,13,97,4,51,NA,50,7,37
16422,1999,2176,Hakeem Olajuwon,NA,C,36,15,NBA,HOU,50,1784,NA,NA,NA,NA,100,2.1,-2.1,46,42,87,8,103,NA,219,17,32
16423,1999,2430,Harvey Grant,NA,PF,33,11,NBA,PHI,47,798,NA,1,39,57,3,3.7,1.6,10,3,36,2,9,NA,51,2,2
16424,1999,2511,Haywoode Workman,NA,PG,33,7,NBA,MIL,29,815,100,NA,NA,NA,NA,6.8,4.3,39,15,23,2,13,NA,371,3,7
16425,1999,2001,Herb Williams,NA,C,40,18,NBA,NYK,6,34,NA,NA,NA,40,60,1.4,-1.2,0,1,1,1,1,NA,0,0,0
16426,1999,2431,Hersey Hawkins,NA,SG,32,11,NBA,SEA,50,1644,4,93,3,NA,NA,2.7,9.6,45,22,40,4,51,NA,268,7,17
16427,1999,2361,Horace Grant,NA,PF,33,12,NBA,ORL,50,1660,NA,NA,NA,88,12,0.4,-3.4,22,9,54,5,24,NA,204,4,17
16428,1999,2308,Hot Rod Williams,NA,C,36,13,NBA,DAL,25,403,NA,NA,1,14,86,-12.2,-11.1,5,0,21,4,4,NA,35,0,5
16429,1999,2865,Howard Eisley,NA,PG,26,5,NBA,UTA,50,1038,94,6,NA,NA,NA,2.1,-8.9,76,12,48,11,15,NA,387,2,17
16430,1999,2719,Hubert Davis,NA,SG,28,7,NBA,DAL,50,1378,27,69,5,NA,NA,-2.1,2.2,33,9,28,7,20,NA,191,3,11
16431,1999,2656,Isaac Austin,NA,C,29,6,NBA,ORL,49,1259,NA,NA,NA,1,99,-1.5,-6,54,13,52,17,70,NA,197,9,29
16432,1999,2800,Isaiah Rider,NA,SG,27,6,NBA,POR,47,1385,NA,98,2,NA,NA,0.5,-13.7,44,22,30,12,57,NA,218,15,30
16433,1999,3121,J.R. Henderson,NA,SF,22,1,NBA,VAN,30,331,NA,29,70,NA,NA,-9.9,-0.7,5,3,12,2,20,NA,51,1,15
16434,1999,2513,J.R. Reid,NA,PF,30,9,NBA,TOT,41,1029,NA,NA,1,81,18,-0.3,-3.2,23,6,72,11,36,NA,117,3,10
16435,1999,2513,J.R. Reid,NA,PF,30,9,NBA,CHH,16,556,NA,NA,1,97,2,-2.2,-4.4,12,5,35,6,22,NA,61,2,5
16436,1999,2513,J.R. Reid,NA,PF,30,9,NBA,LAL,25,473,NA,NA,NA,63,37,1.9,-1.9,11,1,37,5,14,NA,56,1,5
16437,1999,3063,Jacque Vaughn,NA,PG,23,2,NBA,UTA,19,87,59,41,NA,NA,NA,-21.7,-30.1,7,3,4,2,2,NA,24,0,1
16438,1999,3122,Jahidi White,NA,PF,22,1,NBA,WAS,20,191,NA,NA,NA,49,51,-3,-0.4,3,1,18,2,16,NA,2,5,0
16439,1999,2867,Jalen Rose,NA,SF,26,5,NBA,IND,49,1238,NA,33,67,NA,NA,3.9,-1.4,35,16,52,12,58,NA,208,8,27
16440,1999,2801,Jamal Mashburn,NA,SF,26,6,NBA,MIA,24,855,NA,NA,56,44,NA,10.5,4.8,29,14,26,8,43,NA,172,10,19
16441,1999,3065,James Cotton,NA,SG,23,2,NBA,SEA,10,59,23,77,1,NA,NA,-35.8,-36.5,1,2,4,0,6,NA,0,0,3
16442,1999,2802,James Robinson,NA,PG,28,6,NBA,TOT,31,506,33,64,3,NA,NA,-9.3,-4.5,30,8,25,2,13,NA,123,5,9
16443,1999,2802,James Robinson,NA,PG,28,6,NBA,LAC,14,280,2,93,5,NA,NA,-11.4,-2.3,10,3,11,0,11,NA,38,5,4
16444,1999,2802,James Robinson,NA,PG,28,6,NBA,MIN,17,226,72,28,NA,NA,NA,-6.7,-7.2,20,5,14,2,2,NA,85,0,5
16445,1999,2990,Jamie Feick,NA,PF-C,24,3,NBA,TOT,28,852,NA,NA,NA,14,86,0.4,6.5,15,6,36,4,28,NA,55,6,13
16446,1999,2990,Jamie Feick,NA,C,24,3,NBA,MIL,2,3,NA,NA,NA,100,NA,-69.1,-73.2,0,0,0,0,0,NA,0,0,0
16447,1999,2990,Jamie Feick,NA,PF,24,3,NBA,NJN,26,849,NA,NA,NA,14,86,0.7,6.7,15,6,36,4,28,NA,55,6,13
16448,1999,2869,Jamie Watson,NA,SF,26,4,NBA,MIA,3,18,NA,22,78,NA,NA,38.3,31.1,1,0,0,0,0,NA,3,0,0
16449,1999,2514,Jaren Jackson,NA,SG,31,9,NBA,SAS,47,861,NA,93,7,NA,NA,13.2,5.3,25,6,30,1,11,NA,104,1,11
16450,1999,2927,Jason Caffey,NA,PF,25,4,NBA,GSW,35,876,NA,NA,NA,75,25,-3.8,-1.8,16,25,36,11,49,NA,39,10,41
16451,1999,2870,Jason Kidd,NA,PG,25,5,NBA,PHO,50,2060,100,NA,NA,NA,NA,3.9,23,99,32,44,4,78,NA,1188,26,25
16452,1999,2991,Jason Sasser,NA,SF,25,2,NBA,VAN,6,39,NA,NA,100,NA,NA,-8.4,1,2,0,2,0,1,NA,5,0,3
16453,1999,3123,Jason Williams,NA,PG,23,1,NBA,SAC,50,1805,99,1,NA,NA,NA,-1.9,-6.7,96,23,34,6,26,NA,634,4,11
16454,1999,2593,Jayson Williams,NA,C,30,9,NBA,NJN,30,1020,NA,NA,NA,17,83,-4.7,-1.7,18,11,51,7,31,NA,71,5,12
16455,1999,2309,Jeff Hornacek,NA,SG,35,13,NBA,UTA,48,1435,NA,100,NA,NA,NA,11.8,11.4,49,19,37,6,36,NA,395,7,23
16456,1999,2992,Jeff McInnis,NA,PG,24,2,NBA,WAS,35,427,89,12,NA,NA,NA,-8.2,-6.7,18,7,7,2,8,NA,156,0,6
16457,1999,3124,Jeff Sheppard,NA,SG,24,1,NBA,ATL,18,185,10,89,NA,NA,NA,0.9,-3.1,4,1,6,1,2,NA,37,1,4
16458,1999,3125,Jelani McCoy,NA,C,21,1,NBA,SEA,26,331,NA,NA,NA,34,66,-6.1,-6.7,4,3,22,2,19,NA,8,4,8
16459,1999,3068,Jerald Honeycutt,NA,PF,24,2,NBA,TOT,16,102,NA,NA,45,48,7,-12.6,-16.1,4,3,8,1,3,NA,6,0,4
16460,1999,3068,Jerald Honeycutt,NA,PF,24,2,NBA,MIL,3,12,NA,NA,43,57,NA,43.8,40.1,0,0,3,1,1,NA,0,0,0
16461,1999,3068,Jerald Honeycutt,NA,PF,24,2,NBA,PHI,13,90,NA,NA,46,47,8,-20.1,-23.6,4,3,5,0,2,NA,6,0,4
16462,1999,2993,Jermaine O'Neal,NA,PF,20,3,NBA,POR,36,311,NA,NA,NA,59,42,-6.2,-14.5,3,2,21,4,17,NA,30,1,11
16463,1999,3126,Jerome James,NA,C,23,1,NBA,SAC,16,42,NA,NA,NA,NA,100,-13.8,-13.8,1,3,4,5,5,NA,3,2,4
16464,1999,2180,Jerome Kersey,NA,SF,36,15,NBA,SAS,45,699,NA,3,85,12,NA,8.4,-2,15,6,42,3,4,NA,88,0,10
16465,1999,2994,Jerome Williams,NA,PF,25,3,NBA,DET,50,1154,NA,NA,1,97,2,2.2,-0.7,12,8,29,9,60,NA,49,16,27
16466,1999,2930,Jerry Stackhouse,NA,SG,24,4,NBA,DET,42,1188,11,84,5,NA,NA,-0.7,-6.7,43,40,23,11,80,NA,269,12,40
16467,1999,2722,Jim Jackson,NA,SG,28,7,NBA,POR,49,1175,NA,80,20,NA,NA,9.5,6.1,49,12,27,6,36,NA,282,8,19
16468,1999,2872,Jim McIlvaine,NA,C,26,5,NBA,NJN,22,269,NA,NA,NA,NA,100,-3,0.8,4,3,30,4,4,NA,5,3,4
16469,1999,2657,Jimmy Oliver,NA,SG,29,5,NBA,PHO,2,11,NA,100,NA,NA,NA,-19,-19.8,0,0,1,0,0,NA,0,0,0
16470,1999,2248,Joe Dumars,NA,SG,35,14,NBA,DET,38,1116,28,72,NA,NA,NA,3.7,2,36,10,26,2,16,NA,276,2,6
16471,1999,2249,Joe Kleine,NA,C,37,14,NBA,PHO,31,374,NA,NA,NA,2,98,-9,-11.4,7,3,27,0,5,NA,26,0,6
16472,1999,2932,Joe Smith,NA,C,23,4,NBA,MIN,43,1418,NA,NA,NA,50,50,0.8,2.4,23,18,79,6,84,NA,144,18,60
16473,1999,2365,Joe Wolf,NA,PF,34,11,NBA,CHH,3,12,NA,NA,NA,41,59,-54.6,-56.1,0,0,3,0,0,NA,0,0,0
16474,1999,2934,John Coker,NA,C,27,2,NBA,WAS,14,98,NA,NA,NA,NA,100,-25.1,-23.5,1,1,12,0,3,NA,0,2,4
16475,1999,2725,John Crotty,NA,PG,29,7,NBA,TOT,27,382,100,NA,NA,NA,NA,-5.9,-7.1,22,5,9,3,12,NA,138,2,11
16476,1999,2725,John Crotty,NA,PG,29,7,NBA,POR,3,19,100,NA,NA,NA,NA,25.6,19.3,0,0,0,0,1,NA,11,1,0
16477,1999,2725,John Crotty,NA,PG,29,7,NBA,SEA,24,363,100,NA,NA,NA,NA,-7.5,-8.5,22,5,9,3,11,NA,127,1,11
16478,1999,2438,John Starks,NA,SG,33,10,NBA,GSW,50,1686,NA,99,1,NA,NA,-2.3,1.1,45,20,53,6,27,NA,489,3,25
16479,1999,2183,John Stockton,NA,PG,36,15,NBA,UTA,50,1410,100,NA,NA,NA,NA,11.6,10.5,71,20,31,13,30,NA,785,9,23
16480,1999,3069,John Thomas,NA,C,23,2,NBA,TOR,39,593,NA,NA,NA,17,84,5.4,9.1,10,5,40,1,17,NA,31,4,11
16481,1999,2997,John Wallace,NA,SF,24,3,NBA,TOR,48,812,NA,NA,24,74,2,-4.6,-4.7,24,19,42,10,73,NA,107,12,39
16482,1999,2315,Johnny Newman,NA,SF,35,13,NBA,CLE,50,949,NA,3,94,4,NA,-3.1,4.4,18,9,43,7,36,NA,89,7,19
16483,1999,3070,Johnny Taylor,NA,SF,24,2,NBA,DEN,36,724,NA,NA,62,38,NA,-3.6,4.1,20,3,50,2,13,NA,51,7,12
16484,1999,2726,Jon Barry,NA,SG,29,7,NBA,SAC,43,736,1,77,22,NA,NA,5.8,8.7,25,11,28,4,18,NA,252,3,1
16485,1999,3127,Jonathan Kerner,NA,C,24,1,NBA,ORL,1,5,NA,NA,NA,100,NA,-2.5,-4,0,0,2,0,0,NA,0,0,0
16486,1999,2596,Jud Buechler,NA,SF,30,9,NBA,DET,50,1056,NA,43,57,1,NA,0.9,-3.1,13,3,38,2,1,NA,124,1,4
16487,1999,2874,Juwan Howard,NA,SF,25,5,NBA,WAS,36,1430,NA,NA,40,59,1,-2.6,0,38,20,55,17,61,NA,232,17,28
16488,1999,2252,Karl Malone,NA,PF,35,14,NBA,UTA,49,1832,NA,NA,NA,93,7,10.4,13,86,21,54,30,194,NA,427,52,44
16489,1999,2597,Keith Askins,NA,SF,31,9,NBA,MIA,33,415,NA,7,92,1,NA,10.4,3.6,9,2,31,1,3,NA,24,0,3
16490,1999,3072,Keith Booth,NA,SF,24,2,NBA,CHI,39,432,NA,15,80,5,NA,-19,-9.5,18,5,23,10,17,NA,82,2,25
16491,1999,3073,Keith Closs,NA,C,22,2,NBA,LAC,15,87,NA,NA,NA,NA,100,-5.9,3.6,3,2,8,1,4,NA,0,0,0
16492,1999,3074,Keith Van Horn,NA,PF,23,2,NBA,NJN,42,1576,NA,NA,5,89,7,-3.6,0.3,29,51,58,10,112,NA,144,15,89
16493,1999,3128,Kelly McCarty,NA,SG,23,1,NBA,DEN,2,4,NA,50,50,NA,NA,4.4,10.9,0,0,0,0,0,NA,0,0,0
16494,1999,3075,Kelvin Cato,NA,C,24,2,NBA,POR,43,545,NA,NA,NA,6,95,10.2,4.9,8,11,51,4,28,NA,43,3,9
16495,1999,2598,Kendall Gill,NA,SF,30,9,NBA,NJN,50,1606,2,20,76,3,NA,-4.2,-1.3,29,12,66,13,69,NA,271,11,52
16496,1999,2661,Kenny Anderson,NA,PG,28,8,NBA,BOS,34,1010,99,1,NA,NA,NA,-6.8,-6.9,40,22,33,6,34,NA,422,10,26
16497,1999,3129,Keon Clark,NA,C,23,1,NBA,DEN,28,409,NA,NA,NA,16,84,-3.5,3.5,8,5,34,3,15,NA,25,3,9
16498,1999,2998,Kerry Kittles,NA,SG,24,3,NBA,NJN,46,1570,7,91,2,NA,NA,-7.9,-12.3,29,19,34,7,51,NA,253,15,41
16499,1999,2936,Kevin Garnett,NA,PF,22,4,NBA,MIN,47,1780,NA,NA,32,42,27,2.1,8.6,62,19,66,21,89,NA,419,12,29
16500,1999,3076,Kevin Ollie,NA,PG,26,2,NBA,TOT,8,72,82,18,NA,NA,NA,-6.7,-6.7,1,1,3,1,3,NA,6,1,2
16501,1999,3076,Kevin Ollie,NA,PG,26,2,NBA,SAC,7,68,81,20,NA,NA,NA,-7,-6.8,1,1,2,1,2,NA,6,1,1
16502,1999,3076,Kevin Ollie,NA,PG,26,2,NBA,ORL,1,4,100,NA,NA,NA,NA,-2.5,-4,0,0,1,0,1,NA,0,0,1
16503,1999,2187,Kevin Willis,NA,C,36,14,NBA,TOR,42,1216,NA,NA,NA,NA,100,-2.7,-2.3,26,20,47,16,61,NA,158,7,25
16504,1999,2875,Khalid Reeves,NA,PG,26,5,NBA,DET,11,112,87,13,NA,NA,NA,-0.9,-3.7,5,1,4,0,4,NA,23,0,2
