,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_ABBREVIATION,AGE,G,MIN,CONTESTED_SHOTS,CONTESTED_SHOTS_2PT,CONTESTED_SHOTS_3PT,DEFLECTIONS,CHARGES_DRAWN,SCREEN_ASSISTS,SCREEN_AST_PTS,OFF_LOOSE_BALLS_RECOVERED,DEF_LOOSE_BALLS_RECOVERED,LOOSE_BALLS_RECOVERED,PCT_LOOSE_BALLS_RECOVERED_OFF,PCT_LOOSE_BALLS_RECOVERED_DEF,OFF_BOXOUTS,DEF_BOXOUTS,BOX_OUTS,BOX_OUT_PLAYER_TEAM_REBS,BOX_OUT_PLAYER_REBS,PCT_BOX_OUTS_OFF,PCT_BOX_OUTS_DEF,PCT_BOX_OUTS_TEAM_REB,PCT_BOX_OUTS_REB,TeamID,TeamName,WINS,LOSSES,TeamGP,G_PERCENT,CHARGES_DRAWN_pct_rank,CONTESTED_SHOTS_2PT_pct_rank,CONTESTED_SHOTS_3PT_pct_rank,DEFLECTIONS_pct_rank,DEF_BOXOUTS_pct_rank,DEF_LOOSE_BALLS_RECOVERED_pct_rank,sum
326,1626162,Kelly Oubre Jr.,1610612755,PHI,28.0,61,29.8,3.25,1.8,1.44,2.38,0.08,0.08,0.2,0.43,0.28,0.7,0.605,0.395,0.03,0.26,0.3,0.3,0.1,0.111,0.889,1.0,0.333,1610612755,76ers,40,35,75,0.8133333333333334,0.7719298245614035,0.23976608187134502,0.14327485380116958,0.8362573099415205,0.19883040935672514,0.3567251461988304,2.546783625730994
329,1629026,Kenrich Williams,1610612760,OKC,29.0,61,14.4,2.2,1.34,0.85,1.08,0.2,0.7,1.59,0.1,0.25,0.34,0.286,0.714,0.15,0.49,0.64,0.64,0.31,0.231,0.769,1.0,0.487,1610612760,Thunder,52,22,74,0.8243243243243243,0.9766081871345029,0.5614035087719298,0.3538011695906433,0.7953216374269005,0.7660818713450293,0.9093567251461988,4.362573099415204
330,203484,Kentavious Caldwell-Pope,1610612743,DEN,31.0,69,31.8,2.33,1.45,0.88,2.43,0.0,0.49,1.12,0.35,0.42,0.77,0.453,0.547,0.03,0.17,0.2,0.17,0.1,0.143,0.857,0.923,0.538,1610612743,Nuggets,52,23,75,0.92,0.19883040935672514,0.10818713450292397,0.0029239766081871343,0.8128654970760234,0.07894736842105263,0.7397660818713451,1.9415204678362574
331,1631165,Keon Ellis,1610612758,SAC,24.0,49,15.8,2.2,1.24,0.96,1.63,0.0,0.2,0.55,0.27,0.24,0.51,0.52,0.48,0.0,0.24,0.24,0.24,0.02,0.0,1.0,1.0,0.083,1610612758,Kings,43,31,74,0.6621621621621622,0.19883040935672514,0.43859649122807015,0.38011695906432746,0.9590643274853801,0.4415204678362573,0.8187134502923976,3.2368421052631575
333,1630556,Kessler Edwards,1610612758,SAC,23.0,48,5.1,1.19,0.81,0.38,0.21,0.02,0.08,0.21,0.04,0.04,0.08,0.5,0.5,0.0,0.1,0.1,0.1,0.04,0.0,1.0,1.0,0.4,1610612758,Kings,43,31,74,0.6486486486486487,0.8552631578947368,0.7865497076023392,0.652046783625731,0.20906432748538012,0.6140350877192983,0.2046783625730994,3.321637426900585
334,201142,Kevin Durant,1610612756,PHX,35.0,67,37.1,6.06,3.37,2.69,1.58,0.06,0.46,1.06,0.37,0.43,0.81,0.463,0.537,0.0,0.63,0.63,0.57,0.28,0.0,1.0,0.927,0.463,1610612756,Suns,43,31,74,0.9054054054054054,0.6754385964912281,0.5409356725146199,0.6023391812865497,0.22807017543859648,0.5321637426900585,0.5994152046783626,3.1783625730994154
335,1628989,Kevin Huerter,1610612758,SAC,25.0,64,24.4,4.11,2.2,1.91,1.73,0.0,0.38,0.88,0.16,0.17,0.33,0.476,0.524,0.08,0.33,0.41,0.39,0.19,0.192,0.808,1.0,0.48,1610612758,Kings,43,31,74,0.8648648648648649,0.19883040935672514,0.5350877192982456,0.7192982456140351,0.7573099415204678,0.3713450292397661,0.13450292397660818,2.7163742690058474
337,201567,Kevin Love,1610612748,MIA,35.0,47,17.5,2.43,1.68,0.74,0.77,0.21,0.87,1.96,0.19,0.11,0.3,0.643,0.357,0.38,1.19,1.57,1.47,1.0,0.243,0.757,0.932,0.635,1610612748,Heat,41,33,74,0.6351351351351351,0.9736842105263158,0.5935672514619883,0.07894736842105263,0.2573099415204678,0.9619883040935673,0.0935672514619883,2.9590643274853803
339,1626172,Kevon Looney,1610612744,GSW,28.0,67,16.5,5.75,3.93,1.82,0.54,0.0,2.72,6.84,0.25,0.12,0.37,0.68,0.32,0.42,0.9,1.31,1.21,0.72,0.318,0.682,0.942,0.558,1610612744,Warriors,40,34,74,0.9054054054054054,0.19883040935672514,0.9152046783625731,0.97953216374269,0.08771929824561403,0.8991228070175439,0.15935672514619884,3.2397660818713447
341,1641718,Keyonte George,1610612762,UTA,20.0,68,26.8,2.65,0.74,1.91,0.75,0.09,0.22,0.49,0.13,0.26,0.4,0.333,0.667,0.0,0.12,0.12,0.12,0.0,0.0,1.0,1.0,0.0,1610612762,Jazz,29,46,75,0.9066666666666666,0.8201754385964912,0.02631578947368421,0.5818713450292398,0.043859649122807015,0.04093567251461988,0.391812865497076,1.904970760233918
342,203114,Khris Middleton,1610612749,MIL,32.0,49,27.0,3.27,1.55,1.71,1.76,0.06,0.27,0.65,0.39,0.31,0.69,0.559,0.441,0.06,0.51,0.57,0.55,0.24,0.107,0.893,1.0,0.444,1610612749,Bucks,47,27,74,0.6621621621621622,0.7543859649122807,0.21052631578947367,0.4298245614035088,0.6666666666666666,0.5964912280701754,0.5818713450292398,3.239766081871345
343,1630165,Killian Hayes,1610612765,DET,22.0,42,24.0,3.5,2.1,1.4,1.74,0.02,0.1,0.21,0.29,0.24,0.52,0.545,0.455,0.0,0.38,0.38,0.38,0.21,0.0,1.0,1.0,0.563,1610612765,Pistons,13,61,74,0.5675675675675675,0.5233918128654971,0.5116959064327485,0.3347953216374269,0.7748538011695907,0.4766081871345029,0.4342105263157895,3.0555555555555554
345,202691,Klay Thompson,1610612744,GSW,34.0,70,29.6,3.63,2.07,1.56,1.07,0.0,0.54,1.23,0.29,0.19,0.47,0.606,0.394,0.01,0.26,0.27,0.27,0.07,0.053,0.947,1.0,0.263,1610612744,Warriors,40,34,74,0.9459459459459459,0.19883040935672514,0.34210526315789475,0.21052631578947367,0.12573099415204678,0.20760233918128654,0.1023391812865497,1.1871345029239766
346,1641738,Kobe Brown,1610612746,LAC,24.0,38,7.9,0.95,0.45,0.5,0.29,0.0,0.32,0.76,0.03,0.11,0.13,0.2,0.8,0.03,0.26,0.29,0.26,0.13,0.091,0.909,0.909,0.455,1610612746,Clippers,47,27,74,0.5135135135135135,0.19883040935672514,0.2046783625730994,0.4269005847953216,0.13450292397660818,0.7514619883040936,0.7690058479532164,2.4853801169590644
349,1627739,Kris Dunn,1610612762,UTA,30.0,64,18.8,2.89,1.53,1.36,2.17,0.0,0.22,0.53,0.23,0.36,0.59,0.395,0.605,0.02,0.06,0.08,0.08,0.06,0.2,0.8,1.0,0.8,1610612762,Jazz,29,46,75,0.8533333333333334,0.19883040935672514,0.47076023391812866,0.5994152046783626,0.9824561403508771,0.02046783625730994,0.9590643274853801,3.230994152046784
350,1631200,Kris Murray,1610612757,POR,23.0,54,19.7,2.76,1.8,0.96,1.56,0.02,0.3,0.74,0.13,0.19,0.31,0.412,0.588,0.07,0.31,0.39,0.37,0.09,0.19,0.81,0.952,0.238,1610612757,Trail Blazers,19,55,74,0.7297297297297297,0.5614035087719298,0.543859649122807,0.15204678362573099,0.8333333333333334,0.4649122807017544,0.3830409356725146,2.93859649122807
351,204001,Kristaps Porzingis,1610612738,BOS,28.0,52,29.8,11.65,8.65,3.0,1.15,0.0,2.44,5.6,0.17,0.23,0.4,0.429,0.571,0.33,1.71,2.04,2.0,0.85,0.16,0.84,0.99,0.419,1610612738,Celtics,58,16,74,0.7027027027027027,0.19883040935672514,0.9707602339181286,0.9298245614035088,0.15789473684210525,0.9181286549707602,0.19883040935672514,3.374269005847953
352,203937,Kyle Anderson,1610612750,MIN,30.0,71,22.9,3.63,2.03,1.61,2.03,0.0,0.75,1.79,0.15,0.15,0.31,0.5,0.5,0.06,0.3,0.35,0.34,0.15,0.16,0.84,0.96,0.44,1610612750,Timberwolves,51,23,74,0.9594594594594594,0.19883040935672514,0.52046783625731,0.5701754385964912,0.9181286549707602,0.35964912280701755,0.1111111111111111,2.6783625730994154
353,1628398,Kyle Kuzma,1610612764,WAS,28.0,69,32.5,5.32,3.25,2.07,0.8,0.07,0.45,1.01,0.17,0.2,0.38,0.462,0.538,0.03,0.38,0.41,0.39,0.2,0.071,0.929,0.964,0.5,1610612764,Wizards,14,61,75,0.92,0.7456140350877193,0.6111111111111112,0.4415204678362573,0.029239766081871343,0.30409356725146197,0.0847953216374269,2.2163742690058483
354,200768,Kyle Lowry,1610612755,PHI,38.0,55,28.4,3.04,1.25,1.78,1.98,0.33,0.58,1.31,0.22,0.35,0.56,0.387,0.613,0.02,0.33,0.35,0.35,0.07,0.053,0.947,1.0,0.211,1610612755,76ers,40,35,75,0.7333333333333333,0.9678362573099415,0.09941520467836257,0.4093567251461988,0.7368421052631579,0.30116959064327486,0.6666666666666666,3.181286549707602
355,202681,Kyrie Irving,1610612742,DAL,32.0,52,34.5,2.98,1.63,1.35,2.44,0.1,0.62,1.42,0.46,0.71,1.17,0.393,0.607,0.0,0.23,0.23,0.21,0.1,0.0,1.0,0.917,0.417,1610612742,Mavericks,45,29,74,0.7027027027027027,0.7850877192982456,0.12573099415204678,0.06725146198830409,0.7456140350877193,0.1023391812865497,0.9766081871345029,2.8026315789473686
358,1629013,Landry Shamet,1610612764,WAS,27.0,46,15.8,2.74,1.72,1.02,1.09,0.0,0.28,0.76,0.11,0.15,0.26,0.417,0.583,0.0,0.26,0.26,0.24,0.02,0.0,1.0,0.917,0.083,1610612764,Wizards,14,61,75,0.6133333333333333,0.19883040935672514,0.6491228070175439,0.4649122807017544,0.716374269005848,0.5116959064327485,0.3654970760233918,2.9064327485380117
359,1626204,Larry Nance Jr.,1610612740,NOP,31.0,55,19.7,2.98,2.18,0.8,1.69,0.18,2.09,4.67,0.16,0.22,0.38,0.429,0.571,0.29,1.53,1.82,1.69,0.71,0.16,0.84,0.939,0.394,1610612740,Pelicans,45,29,74,0.7432432432432432,0.956140350877193,0.6666666666666666,0.07017543859649122,0.8830409356725146,0.9883040935672515,0.5511695906432749,4.1154970760233915
360,1628374,Lauri Markkanen,1610612762,UTA,26.0,55,33.1,7.76,5.36,2.4,1.4,0.0,1.56,3.64,0.29,0.38,0.67,0.432,0.568,0.15,0.84,0.98,0.98,0.55,0.148,0.852,1.0,0.556,1610612762,Jazz,29,46,75,0.7333333333333333,0.19883040935672514,0.7923976608187134,0.6052631578947368,0.21929824561403508,0.6988304093567251,0.5789473684210527,3.0935672514619883
361,2544,LeBron James,1610612747,LAL,39.0,65,35.2,3.88,1.91,1.97,1.72,0.11,0.58,1.29,0.31,0.25,0.55,0.556,0.444,0.15,0.69,0.85,0.83,0.49,0.182,0.818,0.982,0.582,1610612747,Lakers,42,33,75,0.8666666666666667,0.8128654970760234,0.17543859649122806,0.28654970760233917,0.3888888888888889,0.6111111111111112,0.14327485380116958,2.41812865497076
367,1629022,Lonnie Walker IV,1610612751,BKN,25.0,53,16.8,1.91,0.92,0.98,0.89,0.0,0.08,0.19,0.02,0.25,0.26,0.071,0.929,0.0,0.08,0.08,0.08,0.02,0.0,1.0,1.0,0.25,1610612751,Nets,29,46,75,0.7066666666666667,0.19883040935672514,0.18128654970760233,0.3347953216374269,0.45614035087719296,0.05263157894736842,0.8099415204678363,2.033625730994152
368,1629652,Luguentz Dort,1610612760,OKC,24.0,72,28.5,4.35,1.76,2.58,1.61,0.06,0.76,1.67,0.28,0.53,0.81,0.345,0.655,0.18,0.39,0.57,0.5,0.22,0.317,0.683,0.923,0.41,1610612760,Thunder,52,22,74,0.972972972972973,0.7368421052631579,0.25146198830409355,0.8713450292397661,0.5,0.38596491228070173,0.9473684210526315,3.6929824561403506
369,1629029,Luka Doncic,1610612742,DAL,25.0,65,37.4,4.82,1.97,2.85,2.71,0.11,0.2,0.48,0.52,0.62,1.14,0.459,0.541,0.0,0.54,0.54,0.54,0.31,0.0,1.0,1.0,0.571,1610612742,Mavericks,45,29,74,0.8783783783783784,0.7923976608187134,0.16666666666666666,0.6900584795321637,0.7719298245614035,0.42105263157894735,0.8947368421052632,3.7368421052631575
372,1628379,Luke Kennard,1610612763,MEM,27.0,37,25.3,2.03,0.92,1.11,0.84,0.0,0.41,0.97,0.32,0.41,0.73,0.444,0.556,0.03,0.54,0.57,0.51,0.14,0.048,0.952,0.905,0.238,1610612763,Grizzlies,24,50,74,0.5,0.19883040935672514,0.05847953216374269,0.0847953216374269,0.09941520467836257,0.6432748538011696,0.8742690058479532,1.95906432748538
373,1628436,Luke Kornet,1610612738,BOS,28.0,55,15.5,6.44,4.78,1.65,0.53,0.0,1.95,4.82,0.07,0.2,0.27,0.267,0.733,0.53,0.96,1.49,1.45,0.84,0.354,0.646,0.988,0.568,1610612738,Celtics,58,16,74,0.7432432432432432,0.19883040935672514,0.9853801169590644,0.9649122807017544,0.10818713450292397,0.9444444444444444,0.7119883040935673,3.913742690058479
374,1630201,Malachi Flynn,1610612765,DET,25.0,61,11.8,1.49,0.84,0.66,0.67,0.0,0.1,0.23,0.25,0.28,0.52,0.469,0.531,0.0,0.11,0.11,0.11,0.05,0.0,1.0,1.0,0.429,1610612765,Pistons,13,61,74,0.8243243243243243,0.19883040935672514,0.35964912280701755,0.28362573099415206,0.5146198830409356,0.2222222222222222,0.9853801169590644,2.564327485380117
375,1631103,Malaki Branham,1610612759,SAS,20.0,70,20.4,2.04,1.04,1.0,0.51,0.0,0.16,0.36,0.26,0.21,0.47,0.545,0.455,0.0,0.1,0.1,0.09,0.0,0.0,1.0,0.857,0.0,1610612759,Spurs,18,57,75,0.9333333333333333,0.19883040935672514,0.14912280701754385,0.15789473684210525,0.03216374269005848,0.06432748538011696,0.47368421052631576,1.0760233918128654
376,1627763,Malcolm Brogdon,1610612757,POR,31.0,39,28.7,2.72,1.1,1.62,1.15,0.0,0.1,0.26,0.41,0.21,0.62,0.667,0.333,0.08,0.21,0.28,0.26,0.08,0.273,0.727,0.909,0.273,1610612757,Trail Blazers,19,55,74,0.527027027027027,0.19883040935672514,0.06725146198830409,0.2953216374269006,0.17251461988304093,0.13157894736842105,0.16374269005847952,1.0292397660818713
378,1627736,Malik Beasley,1610612749,MIL,27.0,71,29.9,2.79,1.42,1.37,1.44,0.01,0.27,0.65,0.13,0.27,0.39,0.321,0.679,0.01,0.23,0.24,0.23,0.06,0.059,0.941,0.941,0.235,1610612749,Bucks,47,27,74,0.9594594594594594,0.41812865497076024,0.13157894736842105,0.10818713450292397,0.3567251461988304,0.15204678362573099,0.30701754385964913,1.4736842105263157
379,1628370,Malik Monk,1610612758,SAC,26.0,72,26.0,3.51,1.9,1.61,1.33,0.03,0.32,0.76,0.24,0.26,0.5,0.472,0.528,0.0,0.13,0.13,0.13,0.01,0.0,1.0,1.0,0.111,1610612758,Kings,43,31,74,0.972972972972973,0.5935672514619883,0.38011695906432746,0.40058479532163743,0.42105263157894735,0.07017543859649122,0.4342105263157895,2.2997076023391814
382,1630699,MarJon Beauchamp,1610612749,MIL,23.0,46,12.9,1.61,0.74,0.87,0.78,0.02,0.04,0.09,0.13,0.13,0.26,0.5,0.5,0.02,0.2,0.22,0.22,0.07,0.1,0.9,1.0,0.3,1610612749,Bucks,47,27,74,0.6216216216216216,0.6710526315789473,0.20760233918128654,0.5146198830409356,0.5760233918128655,0.45321637426900585,0.4473684210526316,2.8698830409356724
383,202694,Marcus Morris Sr.,1610612739,CLE,34.0,44,17.2,1.66,1.0,0.66,0.59,0.0,0.52,1.23,0.09,0.11,0.2,0.444,0.556,0.14,0.5,0.64,0.55,0.2,0.214,0.786,0.889,0.333,1610612739,Cavaliers,45,30,75,0.5866666666666667,0.19883040935672514,0.2222222222222222,0.05847953216374269,0.1111111111111111,0.7280701754385965,0.09941520467836257,1.4181286549707601
384,1631204,Marcus Sasser,1610612765,DET,23.0,64,17.8,2.34,1.25,1.09,1.05,0.02,0.13,0.27,0.16,0.23,0.39,0.4,0.6,0.0,0.08,0.08,0.08,0.02,0.0,1.0,1.0,0.2,1610612765,Pistons,13,61,74,0.8648648648648649,0.5833333333333334,0.3508771929824561,0.391812865497076,0.5555555555555556,0.04678362573099415,0.7192982456140351,2.64766081871345
391,1628963,Marvin Bagley III,1610612764,WAS,25.0,49,21.3,7.06,4.76,2.31,0.86,0.18,2.8,6.31,0.35,0.16,0.51,0.68,0.32,0.41,1.16,1.57,1.51,0.78,0.26,0.74,0.974,0.5,1610612764,Wizards,14,61,75,0.6533333333333333,0.9532163742690059,0.8888888888888888,0.9766081871345029,0.1783625730994152,0.8947368421052632,0.18421052631578946,4.076023391812866
393,203486,Mason Plumlee,1610612746,LAC,34.0,39,14.3,3.15,2.51,0.64,0.85,0.08,1.95,4.51,0.18,0.21,0.38,0.467,0.533,0.28,0.54,0.82,0.82,0.64,0.344,0.656,1.0,0.781,1610612746,Clippers,47,27,74,0.527027027027027,0.9210526315789473,0.8099415204678363,0.09649122807017543,0.564327485380117,0.7865497076023392,0.8011695906432749,3.9795321637426904
394,1629680,Matisse Thybulle,1610612757,POR,27.0,65,22.9,2.48,1.2,1.28,3.38,0.02,0.45,1.18,0.12,0.32,0.45,0.276,0.724,0.0,0.15,0.15,0.15,0.03,0.0,1.0,1.0,0.2,1610612757,Trail Blazers,19,55,74,0.8783783783783784,0.5321637426900585,0.16374269005847952,0.2807017543859649,1.0,0.09941520467836257,0.7777777777777778,2.853801169590643
397,1631108,Max Christie,1610612747,LAL,21.0,61,14.9,3.49,1.95,1.54,0.44,0.0,0.2,0.48,0.16,0.1,0.26,0.625,0.375,0.0,0.1,0.1,0.08,0.02,0.0,1.0,1.0,0.2,1610612747,Lakers,42,33,75,0.8133333333333334,0.19883040935672514,0.7251461988304093,0.9444444444444444,0.04678362573099415,0.10526315789473684,0.11988304093567251,2.140350877192982
398,1629622,Max Strus,1610612739,CLE,28.0,63,31.9,4.98,2.6,2.38,1.63,0.08,0.76,1.7,0.21,0.33,0.54,0.382,0.618,0.08,0.37,0.44,0.44,0.22,0.179,0.821,1.0,0.5,1610612739,Cavaliers,45,30,75,0.84,0.7660818713450293,0.47368421052631576,0.6549707602339181,0.41812865497076024,0.2982456140350877,0.4824561403508772,3.0935672514619883
399,1628467,Maxi Kleber,1610612742,DAL,32.0,37,20.3,6.38,4.46,1.92,0.62,0.08,1.57,3.7,0.19,0.19,0.38,0.5,0.5,0.22,0.97,1.19,1.08,0.3,0.182,0.818,0.93,0.256,1610612742,Mavericks,45,29,74,0.5,0.8640350877192983,0.8801169590643275,0.8888888888888888,0.06140350877192982,0.8450292397660819,0.3508771929824561,3.890350877192983
402,1629008,Michael Porter Jr.,1610612743,DEN,25.0,74,31.7,3.92,2.42,1.5,1.03,0.0,0.36,0.86,0.3,0.11,0.41,0.733,0.267,0.16,0.27,0.43,0.41,0.34,0.375,0.625,0.968,0.806,1610612743,Nuggets,52,23,75,0.9866666666666667,0.19883040935672514,0.42105263157894735,0.12573099415204678,0.08187134502923976,0.19005847953216373,0.023391812865497075,1.04093567251462
403,1628969,Mikal Bridges,1610612751,BKN,27.0,75,35.5,4.23,2.19,2.04,1.57,0.0,0.17,0.39,0.32,0.29,0.61,0.522,0.478,0.01,0.4,0.41,0.4,0.11,0.032,0.968,0.968,0.258,1610612751,Nets,29,46,75,1.0,0.19883040935672514,0.24853801169590642,0.3157894736842105,0.26608187134502925,0.28654970760233917,0.2309941520467836,1.546783625730994
404,201144,Mike Conley,1610612750,MIN,36.0,69,28.9,2.58,1.23,1.35,2.28,0.01,0.29,0.7,0.3,0.3,0.61,0.5,0.5,0.0,0.12,0.12,0.1,0.03,0.0,1.0,1.0,0.286,1610612750,Timberwolves,51,23,74,0.9324324324324325,0.4269005847953216,0.0847953216374269,0.11403508771929824,0.8304093567251462,0.029239766081871343,0.4853801169590643,1.9707602339181287
405,203488,Mike Muscala,1610612760,OKC,32.0,46,11.8,4.2,3.17,1.02,0.46,0.0,1.22,2.98,0.13,0.02,0.15,0.857,0.143,0.17,0.67,0.85,0.78,0.33,0.205,0.795,0.923,0.385,1610612760,Thunder,52,22,74,0.6216216216216216,0.19883040935672514,0.9473684210526315,0.8421052631578947,0.1695906432748538,0.9064327485380117,0.008771929824561403,3.073099415204678
406,1628970,Miles Bridges,1610612766,CHA,26.0,63,37.7,6.76,3.83,2.94,1.63,0.03,0.49,1.17,0.27,0.33,0.6,0.447,0.553,0.14,0.67,0.81,0.79,0.51,0.176,0.824,1.0,0.64,1610612766,Hornets,18,56,74,0.8513513513513513,0.5146198830409356,0.6198830409356725,0.7134502923976608,0.24561403508771928,0.5614035087719298,0.2807017543859649,2.9356725146198825
407,1630540,Miles McBride,1610612752,NYK,23.0,61,18.5,2.69,1.52,1.16,1.66,0.15,0.26,0.66,0.1,0.15,0.25,0.4,0.6,0.0,0.21,0.21,0.21,0.07,0.0,1.0,1.0,0.308,1610612752,Knicks,44,30,74,0.8243243243243243,0.9502923976608187,0.47953216374269003,0.41228070175438597,0.9269005847953217,0.29239766081871343,0.2222222222222222,3.283625730994152
409,1628964,Mo Bamba,1610612755,PHI,25.0,53,13.3,3.72,2.94,0.77,0.43,0.0,1.51,3.55,0.11,0.09,0.21,0.545,0.455,0.38,0.79,1.17,1.13,0.75,0.323,0.677,0.968,0.645,1610612755,76ers,40,35,75,0.7066666666666667,0.19883040935672514,0.8859649122807017,0.31871345029239767,0.07894736842105263,0.9298245614035088,0.1286549707602339,2.54093567251462
411,1629021,Moritz Wagner,1610612753,ORL,26.0,72,17.9,4.13,2.89,1.24,1.18,0.32,1.81,3.94,0.24,0.21,0.44,0.531,0.469,0.56,1.24,1.79,1.75,1.01,0.31,0.69,0.977,0.566,1610612753,Magic,43,31,74,0.972972972972973,0.9941520467836257,0.7894736842105263,0.564327485380117,0.6842105263157895,0.9736842105263158,0.6140350877192983,4.619883040935672
413,1630541,Moses Moody,1610612744,GSW,21.0,58,17.2,2.76,1.38,1.38,1.19,0.16,0.19,0.43,0.29,0.41,0.71,0.415,0.585,0.12,0.29,0.41,0.4,0.14,0.292,0.708,0.958,0.333,1610612744,Warriors,40,34,74,0.7837837837837838,0.9590643274853801,0.45321637426900585,0.7426900584795322,0.7192982456140351,0.5233918128654971,0.9883040935672515,4.385964912280701
417,1626167,Myles Turner,1610612754,IND,28.0,71,27.3,8.99,6.96,2.03,1.46,0.04,3.18,7.28,0.18,0.13,0.31,0.591,0.409,0.45,1.46,1.92,1.86,1.13,0.235,0.765,0.978,0.593,1610612754,Pacers,42,33,75,0.9466666666666667,0.652046783625731,0.9385964912280702,0.6491228070175439,0.4678362573099415,0.8830409356725146,0.043859649122807015,3.634502923976608
418,1630230,Naji Marshall,1610612740,NOP,26.0,62,19.3,3.0,1.45,1.55,1.5,0.02,0.27,0.61,0.23,0.18,0.4,0.56,0.44,0.02,0.47,0.48,0.42,0.19,0.033,0.967,0.867,0.4,1610612740,Pelicans,45,29,74,0.8378378378378378,0.5672514619883041,0.4093567251461988,0.7456140350877193,0.827485380116959,0.6842105263157895,0.34502923976608185,3.5789473684210527
419,1629642,Nassir Little,1610612756,PHX,24.0,40,11.1,2.23,1.33,0.9,0.3,0.0,0.08,0.2,0.18,0.08,0.25,0.7,0.3,0.03,0.25,0.28,0.25,0.05,0.091,0.909,1.0,0.2,1610612756,Suns,43,31,74,0.5405405405405406,0.19883040935672514,0.695906432748538,0.7573099415204678,0.038011695906432746,0.6578947368421053,0.15204678362573099,2.5
423,1629675,Naz Reid,1610612750,MIN,24.0,73,24.0,5.21,3.08,2.12,1.27,0.01,0.68,1.56,0.22,0.19,0.41,0.533,0.467,0.07,0.7,0.77,0.77,0.36,0.089,0.911,1.0,0.464,1610612750,Timberwolves,51,23,74,0.9864864864864865,0.4444444444444444,0.7134502923976608,0.8538011695906432,0.4473684210526316,0.7309941520467836,0.2134502923976608,3.403508771929824
425,1629651,Nic Claxton,1610612751,BKN,24.0,65,29.8,10.89,8.29,2.6,1.69,0.0,3.52,7.78,0.29,0.29,0.58,0.5,0.5,0.72,1.58,2.31,2.22,1.34,0.313,0.687,0.98,0.592,1610612751,Nets,29,46,75,0.8666666666666667,0.19883040935672514,0.9590643274853801,0.847953216374269,0.5116959064327485,0.8801169590643275,0.39473684210526316,3.7923976608187138
426,1630208,Nick Richards,1610612766,CHA,26.0,64,26.6,6.77,5.3,1.47,0.7,0.02,4.39,9.92,0.31,0.17,0.48,0.645,0.355,1.0,1.17,2.17,2.13,1.45,0.46,0.54,0.978,0.669,1610612766,Hornets,18,56,74,0.8648648648648649,0.5014619883040936,0.8508771929824561,0.2573099415204678,0.03508771929824561,0.8216374269005848,0.09649122807017543,2.5628654970760234
427,1641733,Nick Smith Jr.,1610612766,CHA,19.0,46,14.0,1.74,0.78,0.96,0.3,0.04,0.2,0.43,0.15,0.04,0.2,0.778,0.222,0.0,0.09,0.09,0.09,0.04,0.0,1.0,1.0,0.5,1610612766,Hornets,18,56,74,0.6216216216216216,0.7807017543859649,0.19883040935672514,0.5497076023391813,0.02046783625730994,0.09649122807017543,0.017543859649122806,1.6637426900584795
428,1629638,Nickeil Alexander-Walker,1610612750,MIN,25.0,74,23.5,2.86,2.07,0.8,1.95,0.07,0.26,0.66,0.22,0.27,0.49,0.444,0.556,0.04,0.42,0.46,0.42,0.11,0.088,0.912,0.969,0.25,1610612750,Timberwolves,51,23,74,1.0,0.7982456140350878,0.5146198830409356,0.02046783625730994,0.868421052631579,0.564327485380117,0.5847953216374269,3.3508771929824563
429,201587,Nicolas Batum,1610612755,PHI,35.0,53,24.9,4.23,2.28,1.94,1.91,0.02,0.45,1.08,0.11,0.28,0.4,0.286,0.714,0.09,0.42,0.51,0.49,0.21,0.185,0.815,0.963,0.407,1610612755,76ers,40,35,75,0.7066666666666667,0.5190058479532164,0.5497076023391813,0.7076023391812866,0.8187134502923976,0.5263157894736842,0.564327485380117,3.685672514619883
430,203999,Nikola Jokic,1610612743,DEN,29.0,72,34.5,7.19,5.24,1.96,3.0,0.06,4.38,9.94,0.38,0.29,0.67,0.563,0.438,0.53,1.47,2.0,2.0,1.35,0.264,0.736,1.0,0.674,1610612743,Nuggets,52,23,75,0.96,0.6900584795321637,0.7748538011695907,0.30409356725146197,0.9035087719298246,0.8011695906432749,0.2573099415204678,3.730994152046784
431,1631107,Nikola Jovic,1610612748,MIA,20.0,38,18.6,3.89,2.58,1.32,0.97,0.08,0.55,1.37,0.21,0.16,0.37,0.571,0.429,0.03,0.26,0.29,0.29,0.11,0.091,0.909,1.0,0.364,1610612748,Heat,41,33,74,0.5135135135135135,0.8859649122807017,0.7602339181286549,0.5789473684210527,0.4298245614035088,0.4064327485380117,0.2719298245614035,3.3333333333333335
432,202696,Nikola Vucevic,1610612741,CHI,33.0,70,34.2,8.3,5.33,2.97,1.81,0.01,4.19,8.91,0.26,0.23,0.49,0.529,0.471,0.71,1.49,2.2,2.14,1.43,0.325,0.675,0.974,0.649,1610612741,Bulls,36,39,75,0.9333333333333333,0.40350877192982454,0.7807017543859649,0.8450292397660819,0.4502923976608187,0.8157894736842105,0.12280701754385964,3.41812865497076
