,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_ABBREVIATION,AGE,G,MIN,CONTESTED_SHOTS,CONTESTED_SHOTS_2PT,CONTESTED_SHOTS_3PT,DEFLECTIONS,CHARGES_DRAWN,SCREEN_ASSISTS,SCREEN_AST_PTS,OFF_LOOSE_BALLS_RECOVERED,DEF_LOOSE_BALLS_RECOVERED,LOOSE_BALLS_RECOVERED,PCT_LOOSE_BALLS_RECOVERED_OFF,PCT_LOOSE_BALLS_RECOVERED_DEF,OFF_BOXOUTS,DEF_BOXOUTS,BOX_OUTS,BOX_OUT_PLAYER_TEAM_REBS,BOX_OUT_PLAYER_REBS,PCT_BOX_OUTS_OFF,PCT_BOX_OUTS_DEF,PCT_BOX_OUTS_TEAM_REB,PCT_BOX_OUTS_REB,TeamID,TeamName,WINS,LOSSES,TeamGP,G_PERCENT,CHARGES_DRAWN_pct_rank,CONTESTED_SHOTS_2PT_pct_rank,CONTESTED_SHOTS_3PT_pct_rank,DEFLECTIONS_pct_rank,DEF_BOXOUTS_pct_rank,DEF_LOOSE_BALLS_RECOVERED_pct_rank,sum
116,203967,Dario Saric,1610612744,GSW,29.0,62,17.4,4.89,3.6,1.29,1.29,0.03,0.92,2.19,0.34,0.05,0.39,0.875,0.125,0.24,0.89,1.13,1.1,0.53,0.214,0.786,1.0,0.485,1610612744,Warriors,40,34,74,0.8378378378378378,0.685672514619883,0.8596491228070176,0.6432748538011696,0.7894736842105263,0.8625730994152047,0.02046783625730994,3.8611111111111116
119,1629636,Darius Garland,1610612739,CLE,24.0,51,33.2,2.65,1.29,1.35,1.86,0.06,0.25,0.67,0.33,0.43,0.76,0.436,0.564,0.0,0.27,0.27,0.25,0.0,0.0,1.0,0.929,0.0,1610612739,Cavaliers,45,30,75,0.68,0.706140350877193,0.07017543859649122,0.07309941520467836,0.48830409356725146,0.1695906432748538,0.7251461988304093,2.2324561403508767
120,1631223,David Roddy,1610612756,PHX,23.0,62,18.9,2.32,1.23,1.1,0.92,0.0,0.21,0.5,0.19,0.16,0.35,0.545,0.455,0.13,0.32,0.45,0.42,0.21,0.286,0.714,0.963,0.481,1610612756,Suns,43,31,74,0.8378378378378378,0.19883040935672514,0.28362573099415206,0.32456140350877194,0.38011695906432746,0.5292397660818714,0.2631578947368421,1.97953216374269
121,1630558,Davion Mitchell,1610612758,SAC,25.0,64,14.2,1.67,0.64,1.03,0.52,0.05,0.13,0.31,0.08,0.19,0.27,0.294,0.706,0.0,0.14,0.14,0.14,0.03,0.0,1.0,1.0,0.222,1610612758,Kings,43,31,74,0.8648648648648649,0.8304093567251462,0.1023391812865497,0.6081871345029239,0.13157894736842105,0.23391812865497075,0.7514619883040936,2.6578947368421053
123,1630549,Day'Ron Sharpe,1610612751,BKN,22.0,57,15.1,4.58,3.49,1.09,1.05,0.02,2.39,5.19,0.37,0.14,0.51,0.724,0.276,0.93,1.04,1.96,1.91,1.4,0.473,0.527,0.973,0.714,1610612751,Nets,29,46,75,0.76,0.6242690058479532,0.8976608187134503,0.5935672514619883,0.7280701754385965,0.9707602339181286,0.33771929824561403,4.152046783625731
124,1628368,De'Aaron Fox,1610612758,SAC,26.0,66,35.7,3.91,1.42,2.48,3.61,0.05,0.41,1.03,0.47,0.52,0.98,0.477,0.523,0.0,0.21,0.21,0.21,0.12,0.0,1.0,1.0,0.571,1610612758,Kings,43,31,74,0.8918918918918919,0.6403508771929824,0.07894736842105263,0.5672514619883041,0.9502923976608187,0.0847953216374269,0.7923976608187134,3.1140350877192984
125,1629631,De'Andre Hunter,1610612737,ATL,26.0,50,29.0,4.68,2.06,2.62,1.38,0.06,0.62,1.48,0.28,0.16,0.44,0.636,0.364,0.04,0.46,0.5,0.46,0.12,0.08,0.92,0.92,0.24,1610612737,Hawks,34,40,74,0.6756756756756757,0.7339181286549707,0.3567251461988304,0.868421052631579,0.347953216374269,0.4824561403508772,0.06140350877192982,2.850877192982456
129,201942,DeMar DeRozan,1610612741,CHI,34.0,73,37.6,4.03,1.7,2.33,1.71,0.07,0.19,0.42,0.32,0.29,0.6,0.523,0.477,0.0,0.68,0.68,0.67,0.15,0.0,1.0,1.0,0.224,1610612741,Bulls,36,39,75,0.9733333333333334,0.716374269005848,0.10526315789473684,0.40350877192982454,0.2894736842105263,0.5701754385964912,0.195906432748538,2.2807017543859645
130,1629731,Dean Wade,1610612739,CLE,27.0,54,20.5,4.06,2.93,1.13,1.5,0.02,0.41,1.02,0.13,0.2,0.33,0.389,0.611,0.04,0.89,0.93,0.83,0.26,0.04,0.96,0.938,0.292,1610612739,Cavaliers,45,30,75,0.72,0.5526315789473685,0.7660818713450293,0.24853801169590642,0.7807017543859649,0.8099415204678363,0.4064327485380117,3.564327485380117
131,1629028,Deandre Ayton,1610612757,POR,25.0,48,32.1,8.5,6.29,2.21,1.56,0.0,3.79,8.46,0.42,0.31,0.73,0.571,0.429,0.44,0.92,1.35,1.31,0.92,0.323,0.677,0.969,0.677,1610612757,Trail Blazers,19,55,74,0.6486486486486487,0.19883040935672514,0.8421052631578947,0.5555555555555556,0.3742690058479532,0.7251461988304093,0.38596491228070173,3.0818713450292394
132,1627749,Dejounte Murray,1610612737,ATL,27.0,71,35.7,3.77,1.79,1.99,3.08,0.0,0.14,0.37,0.35,0.44,0.79,0.446,0.554,0.0,0.24,0.24,0.24,0.1,0.0,1.0,1.0,0.412,1610612737,Hawks,34,40,74,0.9594594594594594,0.19883040935672514,0.14619883040935672,0.26900584795321636,0.8947368421052632,0.10818713450292397,0.6695906432748538,2.286549707602339
133,1626153,Delon Wright,1610612748,MIA,31.0,44,15.3,1.77,0.95,0.82,1.7,0.02,0.18,0.43,0.16,0.23,0.39,0.412,0.588,0.0,0.14,0.14,0.14,0.02,0.0,1.0,1.0,0.167,1610612748,Heat,41,33,74,0.5945945945945946,0.6198830409356725,0.2573099415204678,0.2222222222222222,0.9736842105263158,0.21637426900584794,0.8128654970760234,3.1023391812865495
134,1630166,Deni Avdija,1610612764,WAS,23.0,68,29.6,6.29,4.04,2.25,1.35,0.0,0.26,0.62,0.32,0.26,0.59,0.55,0.45,0.1,0.47,0.57,0.57,0.32,0.179,0.821,1.0,0.564,1610612764,Wizards,14,61,75,0.9066666666666666,0.19883040935672514,0.7514619883040936,0.6842105263157895,0.29678362573099415,0.48830409356725146,0.28362573099415206,2.703216374269006
135,203471,Dennis Schroder,1610612751,BKN,30.0,75,31.0,3.32,1.71,1.61,1.37,0.04,0.33,0.75,0.35,0.49,0.84,0.413,0.587,0.01,0.25,0.27,0.23,0.0,0.05,0.95,0.944,0.0,1610612751,Nets,29,46,75,1.0,0.6169590643274854,0.19005847953216373,0.20760233918128654,0.2631578947368421,0.1652046783625731,0.8596491228070176,2.302631578947368
136,1628372,Dennis Smith Jr.,1610612751,BKN,26.0,56,18.9,2.52,1.25,1.27,2.36,0.04,0.34,0.84,0.39,0.29,0.68,0.579,0.421,0.0,0.14,0.14,0.14,0.04,0.0,1.0,1.0,0.25,1610612751,Nets,29,46,75,0.7466666666666667,0.7397660818713451,0.2982456140350877,0.5029239766081871,0.9883040935672515,0.13450292397660818,0.8304093567251462,3.4941520467836256
137,1641726,Dereck Lively II,1610612742,DAL,20.0,55,23.5,9.51,7.09,2.42,1.22,0.0,2.84,6.49,0.29,0.24,0.53,0.552,0.448,0.55,0.91,1.45,1.42,1.0,0.375,0.625,0.975,0.688,1610612742,Mavericks,45,29,74,0.7432432432432432,0.19883040935672514,0.9824561403508771,0.9415204678362573,0.4239766081871345,0.7894736842105263,0.4649122807017544,3.8011695906432745
139,1627884,Derrick Jones Jr.,1610612742,DAL,27.0,69,23.3,3.49,2.0,1.49,1.67,0.01,0.67,1.54,0.41,0.19,0.59,0.683,0.317,0.04,0.35,0.39,0.36,0.16,0.111,0.889,0.962,0.423,1610612742,Mavericks,45,29,74,0.9324324324324325,0.4473684210526316,0.49707602339181284,0.4502923976608187,0.7660818713450293,0.43567251461988304,0.22514619883040934,2.821637426900585
141,1628401,Derrick White,1610612738,BOS,29.0,68,32.7,6.65,4.21,2.44,2.13,0.1,0.57,1.4,0.19,0.34,0.53,0.361,0.639,0.01,0.28,0.29,0.28,0.07,0.05,0.95,0.95,0.25,1610612738,Celtics,58,16,74,0.918918918918919,0.8055555555555556,0.716374269005848,0.6578947368421053,0.6608187134502924,0.19298245614035087,0.48830409356725146,3.521929824561404
142,1630217,Desmond Bane,1610612763,MEM,25.0,42,34.4,5.5,2.55,2.95,1.86,0.14,0.38,0.83,0.48,0.48,0.95,0.5,0.5,0.05,0.36,0.4,0.38,0.17,0.118,0.882,0.941,0.412,1610612763,Grizzlies,24,50,74,0.5675675675675675,0.8786549707602339,0.391812865497076,0.8245614035087719,0.47076023391812866,0.2543859649122807,0.7733918128654971,3.5935672514619883
143,1626164,Devin Booker,1610612756,PHX,27.0,60,35.7,4.35,2.43,1.92,1.45,0.02,0.27,0.58,0.53,0.55,1.08,0.492,0.508,0.02,0.47,0.48,0.45,0.13,0.034,0.966,0.931,0.276,1610612756,Suns,43,31,74,0.8108108108108109,0.45614035087719296,0.32748538011695905,0.22514619883040934,0.18128654970760233,0.36257309941520466,0.8333333333333334,2.385964912280702
144,1630170,Devin Vassell,1610612759,SAS,23.0,68,33.1,2.85,1.57,1.28,2.07,0.0,0.21,0.54,0.21,0.37,0.57,0.359,0.641,0.01,0.25,0.26,0.25,0.15,0.056,0.944,0.944,0.556,1610612759,Spurs,18,57,75,0.9066666666666666,0.19883040935672514,0.1286549707602339,0.06140350877192982,0.6023391812865497,0.14912280701754385,0.5555555555555556,1.695906432748538
147,1628415,Dillon Brooks,1610612745,HOU,28.0,65,30.8,4.69,2.05,2.65,1.42,0.0,0.38,0.97,0.14,0.26,0.4,0.346,0.654,0.08,0.49,0.57,0.51,0.23,0.135,0.865,0.943,0.429,1610612745,Rockets,38,36,74,0.8783783783783784,0.19883040935672514,0.30409356725146197,0.827485380116959,0.3055555555555556,0.49122807017543857,0.260233918128655,2.3874269005847952
149,1627734,Domantas Sabonis,1610612758,SAC,27.0,74,35.8,8.03,6.27,1.76,1.91,0.03,6.08,14.38,0.49,0.36,0.85,0.571,0.429,0.91,1.64,2.55,2.51,1.84,0.354,0.64,0.989,0.723,1610612758,Kings,43,31,74,1.0,0.5263157894736842,0.804093567251462,0.16374269005847952,0.4619883040935672,0.827485380116959,0.4444444444444444,3.2280701754385968
151,1628378,Donovan Mitchell,1610612739,CLE,27.0,51,35.2,2.9,1.18,1.73,3.02,0.0,0.1,0.22,0.49,0.61,1.1,0.446,0.554,0.0,0.43,0.43,0.39,0.25,0.0,1.0,0.909,0.591,1610612739,Cavaliers,45,30,75,0.68,0.19883040935672514,0.04093567251461988,0.1608187134502924,0.8859649122807017,0.3304093567251462,0.9064327485380117,2.523391812865497
152,1628978,Donte DiVincenzo,1610612752,NYK,27.0,73,28.0,3.23,1.34,1.89,2.9,0.01,0.21,0.49,0.3,0.36,0.66,0.458,0.542,0.01,0.21,0.22,0.22,0.12,0.063,0.938,1.0,0.563,1610612752,Knicks,44,30,74,0.9864864864864865,0.4298245614035088,0.13450292397660818,0.5175438596491229,0.9649122807017544,0.14327485380116958,0.706140350877193,2.896198830409357
153,1627827,Dorian Finney-Smith,1610612751,BKN,30.0,65,28.5,5.26,3.45,1.82,1.65,0.0,0.92,2.12,0.25,0.29,0.54,0.457,0.543,0.15,0.63,0.78,0.75,0.31,0.196,0.804,0.98,0.4,1610612751,Nets,29,46,75,0.8666666666666667,0.19883040935672514,0.7017543859649122,0.4473684210526316,0.5321637426900585,0.6549707602339181,0.45614035087719296,2.991228070175439
154,203926,Doug McDermott,1610612754,IND,32.0,58,14.4,2.14,0.9,1.24,0.26,0.0,0.14,0.29,0.05,0.05,0.1,0.5,0.5,0.0,0.29,0.29,0.26,0.1,0.0,1.0,0.882,0.353,1610612754,Pacers,42,33,75,0.7733333333333333,0.19883040935672514,0.26608187134502925,0.8304093567251462,0.008771929824561403,0.6257309941520468,0.02631578947368421,1.956140350877193
155,203110,Draymond Green,1610612744,GSW,34.0,49,26.7,8.12,5.1,3.02,1.96,0.41,2.69,6.9,0.41,0.22,0.63,0.645,0.355,0.22,1.53,1.76,1.67,0.86,0.128,0.872,0.965,0.494,1610612744,Warriors,40,34,74,0.6621621621621622,0.9883040935672515,0.827485380116959,0.9912280701754386,0.7865497076023392,0.9122807017543859,0.23976608187134502,4.745614035087719
156,1629234,Drew Eubanks,1610612756,PHX,27.0,68,15.7,3.81,2.85,0.96,1.12,0.03,2.09,4.65,0.13,0.12,0.25,0.529,0.471,0.4,0.84,1.24,1.1,0.62,0.321,0.679,0.949,0.532,1610612756,Suns,43,31,74,0.918918918918919,0.7192982456140351,0.8128654970760234,0.38596491228070173,0.7631578947368421,0.8888888888888888,0.19298245614035087,3.763157894736842
159,1629130,Duncan Robinson,1610612748,MIA,29.0,64,28.5,3.23,1.64,1.59,1.39,0.03,0.53,1.13,0.16,0.28,0.44,0.357,0.643,0.0,0.41,0.41,0.34,0.08,0.0,1.0,0.88,0.2,1610612748,Heat,41,33,74,0.8648648648648649,0.5716374269005848,0.21929824561403508,0.27485380116959063,0.38596491228070173,0.41812865497076024,0.42105263157894735,2.2909356725146197
160,1641871,Duop Reath,1610612757,POR,27.0,60,18.2,5.03,3.53,1.5,1.02,0.07,1.73,3.9,0.15,0.07,0.22,0.692,0.308,0.1,0.9,1.0,0.88,0.32,0.1,0.9,0.898,0.322,1610612757,Trail Blazers,19,55,74,0.8108108108108109,0.8508771929824561,0.8362573099415205,0.783625730994152,0.49122807017543857,0.8538011695906432,0.03216374269005848,3.8479532163742687
161,203939,Dwight Powell,1610612742,DAL,32.0,58,13.2,5.03,3.9,1.14,0.86,0.03,2.21,5.17,0.24,0.16,0.4,0.609,0.391,0.24,0.79,1.03,1.0,0.45,0.233,0.767,0.983,0.441,1610612742,Mavericks,45,29,74,0.7837837837837838,0.7602339181286549,0.9766081871345029,0.8362573099415205,0.6637426900584795,0.9327485380116959,0.6461988304093568,4.815789473684211
163,1630700,Dyson Daniels,1610612740,NOP,21.0,53,21.7,4.98,2.87,2.11,2.75,0.0,0.32,0.72,0.26,0.38,0.64,0.412,0.588,0.06,0.19,0.25,0.23,0.06,0.231,0.769,0.923,0.231,1610612740,Pelicans,45,29,74,0.7162162162162162,0.19883040935672514,0.7368421052631579,0.9093567251461988,0.9912280701754386,0.20175438596491227,0.9152046783625731,3.9532163742690054
166,201569,Eric Gordon,1610612756,PHX,35.0,61,28.6,1.93,0.97,0.97,1.51,0.0,0.21,0.46,0.21,0.33,0.54,0.394,0.606,0.0,0.23,0.23,0.23,0.08,0.0,1.0,1.0,0.357,1610612756,Suns,43,31,74,0.8243243243243243,0.19883040935672514,0.043859649122807015,0.017543859649122806,0.4415204678362573,0.1608187134502924,0.5935672514619883,1.456140350877193
169,1630596,Evan Mobley,1610612739,CLE,22.0,43,30.7,10.19,7.26,2.93,2.14,0.0,2.05,4.84,0.33,0.3,0.63,0.519,0.481,0.26,1.44,1.7,1.65,1.12,0.151,0.849,1.0,0.676,1610612739,Cavaliers,45,30,75,0.5733333333333334,0.19883040935672514,0.9064327485380117,0.8918128654970761,0.7339181286549707,0.8333333333333334,0.41228070175438597,3.976608187134503
172,1630532,Franz Wagner,1610612753,ORL,22.0,66,32.7,4.91,2.65,2.26,2.0,0.06,0.23,0.53,0.35,0.36,0.71,0.489,0.511,0.0,0.5,0.5,0.5,0.17,0.0,1.0,1.0,0.333,1610612753,Magic,43,31,74,0.8918918918918919,0.7134502923976608,0.4619883040935672,0.5584795321637427,0.5847953216374269,0.4502923976608187,0.5321637426900585,3.301169590643275
173,1627832,Fred VanVleet,1610612745,HOU,30.0,67,36.6,3.79,1.69,2.1,2.97,0.0,0.72,1.69,0.24,0.39,0.63,0.381,0.619,0.0,0.63,0.63,0.61,0.15,0.0,1.0,0.976,0.238,1610612745,Rockets,38,36,74,0.9054054054054054,0.19883040935672514,0.11403508771929824,0.3128654970760234,0.847953216374269,0.5409356725146199,0.5058479532163743,2.5204678362573105
175,1641713,GG Jackson,1610612763,MEM,19.0,40,24.1,3.28,2.05,1.23,0.8,0.0,0.35,0.85,0.2,0.18,0.38,0.533,0.467,0.05,0.33,0.38,0.35,0.15,0.133,0.867,0.933,0.4,1610612763,Grizzlies,24,50,74,0.5405405405405406,0.19883040935672514,0.49122807017543857,0.1871345029239766,0.09649122807017543,0.3888888888888889,0.1783625730994152,1.5409356725146197
178,1629726,Garrison Mathews,1610612737,ATL,27.0,58,14.2,1.93,0.78,1.16,0.43,0.21,0.17,0.38,0.07,0.05,0.12,0.571,0.429,0.02,0.21,0.22,0.21,0.05,0.077,0.923,0.923,0.231,1610612737,Hawks,34,40,74,0.7837837837837838,0.9853801169590644,0.1871345029239766,0.7719298245614035,0.05847953216374269,0.4327485380116959,0.029239766081871343,2.4649122807017543
179,203914,Gary Harris,1610612753,ORL,29.0,47,23.0,1.49,0.64,0.85,1.55,0.0,0.28,0.64,0.13,0.28,0.4,0.316,0.684,0.0,0.19,0.19,0.19,0.04,0.0,1.0,1.0,0.222,1610612753,Magic,43,31,74,0.6351351351351351,0.19883040935672514,0.029239766081871343,0.043859649122807015,0.7017543859649122,0.18128654970760233,0.652046783625731,1.807017543859649
180,1627780,Gary Payton II,1610612744,GSW,31.0,39,15.3,2.13,1.1,1.03,2.03,0.0,0.74,1.87,0.18,0.28,0.46,0.389,0.611,0.13,0.18,0.31,0.28,0.18,0.417,0.583,0.917,0.583,1610612744,Warriors,40,34,74,0.527027027027027,0.19883040935672514,0.3684210526315789,0.5058479532163743,0.9970760233918129,0.30701754385964913,0.9385964912280702,3.31578947368421
181,1629018,Gary Trent Jr.,1610612761,TOR,25.0,66,27.8,1.56,0.59,0.97,1.95,0.02,0.14,0.29,0.23,0.3,0.53,0.429,0.571,0.0,0.2,0.2,0.2,0.06,0.0,1.0,1.0,0.308,1610612761,Raptors,23,51,74,0.8918918918918919,0.49707602339181284,0.011695906432748537,0.02631578947368421,0.7397660818713451,0.1286549707602339,0.5116959064327485,1.915204678362573
182,1627777,Georges Niang,1610612739,CLE,30.0,75,22.6,3.83,2.15,1.68,0.85,0.04,0.87,2.09,0.17,0.13,0.31,0.565,0.435,0.0,0.75,0.75,0.73,0.32,0.0,1.0,0.982,0.429,1610612739,Cavaliers,45,30,75,1.0,0.7017543859649122,0.5818713450292398,0.6461988304093568,0.14035087719298245,0.7573099415204678,0.06725146198830409,2.8947368421052637
183,203507,Giannis Antetokounmpo,1610612749,MIL,29.0,69,35.2,6.38,3.54,2.84,2.23,0.01,2.12,5.13,0.52,0.33,0.86,0.61,0.39,0.43,0.48,0.91,0.86,0.65,0.476,0.524,0.937,0.714,1610612749,Bucks,47,27,74,0.9324324324324325,0.40058479532163743,0.6140350877192983,0.7514619883040936,0.6140350877192983,0.3830409356725146,0.3538011695906433,3.1169590643274856
184,1629048,Goga Bitadze,1610612753,ORL,24.0,57,16.4,4.88,3.91,0.96,1.25,0.02,1.89,4.23,0.19,0.16,0.35,0.55,0.45,0.79,0.68,1.47,1.4,0.72,0.536,0.464,0.952,0.488,1610612753,Magic,43,31,74,0.7702702702702703,0.6081871345029239,0.9181286549707602,0.3391812865497076,0.8070175438596491,0.7982456140350878,0.4093567251461988,3.880116959064327
185,202330,Gordon Hayward,1610612760,OKC,34.0,45,25.0,3.82,2.49,1.33,1.38,0.0,0.4,0.91,0.29,0.38,0.67,0.433,0.567,0.0,0.11,0.11,0.11,0.04,0.0,1.0,1.0,0.4,1610612760,Thunder,52,22,74,0.6081081081081081,0.19883040935672514,0.6081871345029239,0.21929824561403508,0.4766081871345029,0.038011695906432746,0.8216374269005848,2.3625730994152043
186,1641711,Gradey Dick,1610612761,TOR,20.0,53,20.0,1.91,0.94,0.96,0.94,0.09,0.13,0.26,0.23,0.23,0.45,0.5,0.5,0.02,0.34,0.36,0.36,0.15,0.053,0.947,1.0,0.421,1610612761,Raptors,23,51,74,0.7162162162162162,0.8918128654970761,0.12280701754385964,0.13742690058479531,0.3304093567251462,0.5350877192982456,0.5877192982456141,2.605263157894737
187,1629684,Grant Williams,1610612766,CHA,25.0,70,27.5,4.9,3.11,1.79,0.9,0.11,1.59,3.61,0.27,0.17,0.44,0.613,0.387,0.36,1.56,1.91,1.79,0.7,0.187,0.813,0.954,0.374,1610612766,Hornets,18,56,74,0.9459459459459459,0.8698830409356725,0.6754385964912281,0.47368421052631576,0.08771929824561403,0.9035087719298246,0.09064327485380116,3.100877192982456
188,1628960,Grayson Allen,1610612756,PHX,28.0,68,33.6,5.35,2.96,2.4,2.12,0.01,0.65,1.4,0.35,0.43,0.78,0.453,0.547,0.0,0.34,0.34,0.32,0.13,0.0,1.0,0.957,0.391,1610612756,Suns,43,31,74,0.918918918918919,0.4108187134502924,0.5175438596491229,0.5877192982456141,0.6081871345029239,0.24269005847953215,0.6988304093567251,3.06578947368421
192,203084,Harrison Barnes,1610612758,SAC,31.0,74,29.3,5.35,3.28,2.07,1.2,0.0,0.53,1.23,0.24,0.14,0.38,0.643,0.357,0.09,0.64,0.73,0.7,0.28,0.13,0.87,0.963,0.389,1610612758,Kings,43,31,74,1.0,0.19883040935672514,0.672514619883041,0.5730994152046783,0.195906432748538,0.6491228070175439,0.04678362573099415,2.3362573099415207
194,1629312,Haywood Highsmith,1610612748,MIA,27.0,58,19.9,4.64,2.91,1.72,1.62,0.0,0.33,0.78,0.19,0.24,0.43,0.44,0.56,0.03,0.24,0.28,0.26,0.09,0.125,0.875,0.938,0.313,1610612748,Heat,41,33,74,0.7837837837837838,0.19883040935672514,0.7719298245614035,0.8391812865497076,0.8538011695906432,0.3216374269005848,0.631578947368421,3.616959064327485
196,1630529,Herbert Jones,1610612740,NOP,25.0,68,30.0,6.21,2.82,3.38,2.53,0.16,0.56,1.37,0.31,0.43,0.74,0.42,0.58,0.01,0.74,0.75,0.69,0.25,0.02,0.98,0.94,0.34,1610612740,Pelicans,45,29,74,0.918918918918919,0.9181286549707602,0.564327485380117,0.9883040935672515,0.8713450292397661,0.6929824561403509,0.7865497076023392,4.821637426900585
199,1630193,Immanuel Quickley,1610612761,TOR,24.0,62,28.9,4.52,1.95,2.56,1.34,0.0,0.32,0.69,0.27,0.32,0.6,0.459,0.541,0.0,0.34,0.34,0.34,0.08,0.0,1.0,1.0,0.238,1610612761,Raptors,23,51,74,0.8378378378378378,0.19883040935672514,0.3157894736842105,0.8567251461988304,0.3157894736842105,0.30994152046783624,0.5409356725146199,2.538011695906433
200,1630171,Isaac Okoro,1610612739,CLE,23.0,65,27.4,4.11,2.86,1.25,1.52,0.08,0.4,1.0,0.32,0.28,0.6,0.538,0.462,0.03,0.55,0.58,0.57,0.06,0.053,0.947,0.974,0.105,1610612739,Cavaliers,45,30,75,0.8666666666666667,0.7894736842105263,0.631578947368421,0.10526315789473684,0.4824561403508772,0.6228070175438597,0.4678362573099415,3.0994152046783623
201,1628392,Isaiah Hartenstein,1610612752,NYK,25.0,68,25.0,7.31,6.12,1.19,1.82,0.0,3.6,8.51,0.38,0.37,0.75,0.51,0.49,0.93,1.51,2.44,2.32,1.6,0.38,0.62,0.969,0.669,1610612752,Knicks,44,30,74,0.918918918918919,0.19883040935672514,0.9327485380116959,0.1286549707602339,0.7777777777777778,0.935672514619883,0.8070175438596491,3.7807017543859645
202,1630543,Isaiah Jackson,1610612754,IND,22.0,55,12.8,4.25,3.27,0.98,1.24,0.0,1.62,3.55,0.25,0.13,0.38,0.667,0.333,0.4,0.42,0.82,0.75,0.56,0.489,0.511,0.953,0.721,1610612754,Pacers,42,33,75,0.7333333333333333,0.19883040935672514,0.9444444444444444,0.6929824561403509,0.9415204678362573,0.7485380116959064,0.4517543859649123,3.9780701754385968
203,1630198,Isaiah Joe,1610612760,OKC,24.0,70,18.4,2.64,1.29,1.36,0.87,0.26,0.41,0.87,0.16,0.19,0.34,0.458,0.542,0.01,0.31,0.33,0.31,0.04,0.043,0.957,0.957,0.13,1610612760,Thunder,52,22,74,0.9459459459459459,0.9824561403508771,0.347953216374269,0.6403508771929824,0.3391812865497076,0.52046783625731,0.47953216374269003,3.309941520467836
206,1630191,Isaiah Stewart,1610612765,DET,22.0,46,30.9,9.39,6.11,3.28,0.46,0.02,1.35,2.98,0.28,0.13,0.41,0.684,0.316,0.35,0.85,1.2,1.15,0.61,0.291,0.709,0.964,0.509,1610612765,Pistons,13,61,74,0.6216216216216216,0.49122807017543857,0.8450292397660819,0.956140350877193,0.005847953216374269,0.7192982456140351,0.03508771929824561,3.0526315789473686
208,202397,Ish Smith,1610612766,CHA,35.0,43,17.2,1.74,0.49,1.26,0.86,0.07,0.49,1.09,0.14,0.28,0.42,0.333,0.667,0.0,0.14,0.14,0.14,0.0,0.0,1.0,1.0,0.0,1610612766,Hornets,18,56,74,0.581081081081081,0.8786549707602339,0.03216374269005848,0.6198830409356725,0.40350877192982454,0.17251461988304093,0.8771929824561403,2.9839181286549707
210,1627826,Ivica Zubac,1610612746,LAC,27.0,62,26.5,9.94,7.84,2.1,0.52,0.0,3.29,7.68,0.37,0.16,0.53,0.697,0.303,0.56,1.32,1.9,1.85,1.06,0.297,0.695,0.983,0.564,1610612746,Clippers,47,27,74,0.8378378378378378,0.19883040935672514,0.97953216374269,0.7309941520467836,0.011695906432748537,0.8567251461988304,0.07602339181286549,2.853801169590643
213,1630550,JT Thor,1610612766,CHA,21.0,56,11.8,2.59,1.63,0.96,0.48,0.0,0.38,0.96,0.11,0.05,0.16,0.667,0.333,0.11,0.16,0.27,0.27,0.16,0.4,0.6,1.0,0.6,1610612766,Hornets,18,56,74,0.7567567567567568,0.19883040935672514,0.7573099415204678,0.7631578947368421,0.18421052631578946,0.37719298245614036,0.038011695906432746,2.318713450292398
215,201580,JaVale McGee,1610612758,SAC,36.0,43,7.6,2.16,1.6,0.56,0.37,0.0,0.84,1.88,0.07,0.07,0.14,0.5,0.5,0.21,0.4,0.6,0.58,0.44,0.346,0.654,1.0,0.76,1610612758,Kings,43,31,74,0.581081081081081,0.19883040935672514,0.8625730994152047,0.631578947368421,0.3830409356725146,0.8742690058479532,0.32748538011695905,3.2777777777777777
216,1631095,Jabari Smith Jr.,1610612745,HOU,20.0,68,31.7,6.88,4.21,2.68,1.78,0.0,0.63,1.49,0.38,0.29,0.68,0.565,0.435,0.29,0.78,1.07,1.03,0.72,0.274,0.726,0.972,0.681,1610612745,Rockets,38,36,74,0.918918918918919,0.19883040935672514,0.7426900584795322,0.8099415204678363,0.49415204678362573,0.6900584795321637,0.31871345029239767,3.254385964912281
217,1631133,Jabari Walker,1610612757,POR,21.0,65,22.6,3.22,1.95,1.26,1.09,0.06,1.09,2.51,0.14,0.26,0.4,0.346,0.654,0.15,0.32,0.48,0.48,0.25,0.323,0.677,1.0,0.516,1610612757,Trail Blazers,19,55,74,0.8783783783783784,0.7690058479532164,0.5,0.2719298245614035,0.36257309941520466,0.4093567251461988,0.5906432748538012,2.9035087719298245
218,1631367,Jacob Gilyard,1610612751,BKN,25.0,39,17.1,1.28,0.51,0.77,1.92,0.0,0.23,0.64,0.1,0.18,0.28,0.364,0.636,0.0,0.15,0.15,0.15,0.03,0.0,1.0,1.0,0.167,1610612751,Nets,29,46,75,0.52,0.19883040935672514,0.03508771929824561,0.09941520467836257,0.9766081871345029,0.2046783625730994,0.49707602339181284,2.0116959064327484
