player,tm,experience,age,salary,vorp,vorp_per_million,percent_of_cap
Michael Porter Jr.,DEN,3,23,5258735,-0.1,-0.01901598007885927,0.046780071877168324
Jeff Green,DEN,14,35,4500000,-0.2,-0.044444444444444446,0.04003060117067269
Facundo Campazzo,DEN,2,30,3804150,0.4,0.10514832485574965,0.03384053587631434
Zeke Nnaji,DEN,2,21,2498760,0,0,0.022228192218051133
Austin Rivers,DEN,10,29,2401537,-0.7,-0.291479998017936,0.021363326631914176
Bones Hyland,DEN,1,21,2096880,0.5,0.2384495059326237,0.01865319266283559
Vlatko Čančar,DEN,3,24,1782621,0,0,0.01585764228654794
DeMarcus Cousins,DEN,11,31,683196,-0.1,-0.1463708803915714,0.006077499243866422
Jerami Grant,DET,8,27,20000000,1.2,0.06,0.17791378298076752
Kelly Olynyk,DET,9,30,12195122,0.7,0.0573999997704,0.10848401444659918
Marvin Bagley III,DET,4,22,11312114,0.2,0.017680161285503312,0.1006290497624851
Cade Cunningham,DET,1,20,10050120,0.2,0.01990025989739426,0.08940274343053356
Cory Joseph,DET,11,30,7310000,0,0,0.06502748767947053
Killian Hayes,DET,2,20,5572680,-0.6,-0.10766812377527508,0.049572829007063175
Hamidou Diallo,DET,4,23,5200000,0.5,0.09615384615384616,0.04625758357499955
Isaiah Stewart,DET,2,20,3277080,-0.6,-0.18308982386758943,0.02915188499653068
Frank Jackson,DET,4,23,3000000,-0.4,-0.13333333333333333,0.026687067447115128
Saddiq Bey,DET,2,22,2824320,1.2,0.424881033310673,0.025124272777412065
Rodney McGruder,DET,6,30,1939350,0.1,0.051563668239358554,0.017251854751187574
Saben Lee,DET,2,22,1489065,0.2,0.13431247124873663,0.01324625936271283
Isaiah Livers,DET,1,23,1057260,0,0,0.009405056309712313
Luka Garza,DET,1,23,925258,-0.1,-0.10807796311947587,0.008230807550660949
Carsen Edwards,DET,3,23,76744,-0.1,-1.3030334618993016,6.826907680538011e-4
Stephen Curry,GSW,13,33,45780966,4.4,0.09610981122591428,0.4072532424786948
Klay Thompson,GSW,9,31,37980720,0.7,0.018430403636371294,0.3378646787766648
Andrew Wiggins,GSW,8,26,31579390,1.4,0.04433271193648769,0.280920436956251
Draymond Green,GSW,10,31,24026712,1.8,0.07491661780438372,0.21373416122547015
Jonathan Kuminga,GSW,1,19,5466360,0.1,0.0182937091592943,0.04862703933673742
Kevon Looney,GSW,7,25,5178572,1.3,0.25103445505826705,0.04606696674791396
Moses Moody,GSW,1,19,3562080,-0.1,-0.028073485154741052,0.03168715640400662
Andre Iguodala,GSW,18,38,2641691,0.7,0.2649817862876468,0.023499661963812337
Jordan Poole,GSW,3,22,2161440,1.7,0.7865126952402102,0.019227498354297507
Nemanja Bjelica,GSW,7,33,2089448,1,0.4785953036400044,0.018587079901079936
Gary Payton II,GSW,6,29,1939350,1.8,0.9281460283084538,0.017251854751187574
Damion Lee,GSW,5,29,1910860,0,0,0.016998416567331472
Juan Toscano-Anderson,GSW,3,28,1701593,0.3,0.17630537972358842,0.015136842386179657
Eric Gordon,HOU,14,33,18218818,-0.1,-0.005488830285257804,0.16206894159090504
Christian Wood,HOU,6,26,13666667,1.9,0.13902438685306373,0.12157442133542086
Jalen Green,HOU,1,19,8992200,-0.5,-0.055603745468294746,0.07999181596598288
Dennis Schröder,HOU,9,28,5890000,-0.2,-0.03395585738539898,0.05239560908783603
David Nwaba,HOU,6,29,4650000,0.2,0.043010752688172046,0.04136495454302845
Alperen Şengün,HOU,1,19,3214680,0.4,0.12442918113155899,0.028596793993630687
Usman Garuba,HOU,1,19,2353320,0.1,0.042493158601465165,0.02093440318821499
Josh Christopher,HOU,1,20,2259240,-0.5,-0.22131336201554505,0.02009749675307346
Kevin Porter Jr.,HOU,3,21,2130240,0.2,0.09388613489559862,0.01894995285284751
Bruno Fernando,HOU,3,23,1782621,0.1,0.056097173768288384,0.01585764228654794
Jae'Sean Tate,HOU,2,26,1517981,0.1,0.06587697737982227,0.013503487110146423
Kenyon Martin Jr.,HOU,2,21,1517981,0.4,0.2635079095192891,0.013503487110146423
Garrison Mathews,HOU,3,25,1093598,-0.1,-0.09144127915376583,0.00972830786201007
Daishen Nix,HOU,1,19,292466,-0.3,-1.0257602593121937,0.0026016866226626577
D.J. Augustin,HOU,14,34,7000000,-0.3,-0.04285714285714286,0.06226982404326863
Armoni Brooks,HOU,2,23,1489065,-0.4,-0.26862494249747326,0.01324625936271283
Buddy Hield,IND,6,29,22477273,0.2,0.008897876535111711,0.19995083352607326
Malcolm Brogdon,IND,6,29,21700000,1.3,0.059907834101382486,0.19303645453413276
Myles Turner,IND,7,25,18000000,1.1,0.06111111111111111,0.16012240468269076
T.J. McConnell,IND,7,29,7500000,0.5,0.06666666666666667,0.06671766861778781
Jalen Smith,IND,2,21,4458000,0.4,0.08972633467922836,0.03965698222641308
Tyrese Haliburton,IND,2,21,4023600,1.1,0.27338701660204795,0.03579269486007081
Chris Duarte,IND,1,24,3749520,-0.1,-0.026670080436962597,0.03335456437810237
Goga Bitadze,IND,3,22,3098400,0.2,0.06454944487477408,0.027562403259380506
Isaiah Jackson,IND,1,20,2451120,0.1,0.04079767616436568,0.021804401586990943
Oshae Brissett,IND,3,23,1701593,-0.1,-0.058768459907862815,0.015136842386179657
Lance Stephenson,IND,10,31,924730,-0.1,-0.1081396732019076,0.008226110626790257
Terry Taylor,IND,1,22,21270,0.3,14.104372355430183,1.8921130820004627e-4
Duane Washington Jr.,IND,1,21,21270,-0.7,-32.91020216267043,1.8921130820004627e-4
Tristan Thompson,IND,11,30,9720900,-0.1,-0.010287113333127592,0.08647410464888715
Brad Wanamaker,IND,4,32,705598,-0.3,-0.42517127316120507,0.00627678047218318
Keifer Sykes,IND,1,28,558345,-0.7,-1.253705146459626,0.004966863557919832
Paul George,LAC,12,31,39344970,1.5,0.03812431423889763,0.35000062269824045
Marcus Morris,LAC,11,32,15627907,0.3,0.019196428542862454,0.13902100272208087
Norman Powell,LAC,7,28,15517242,0.3,0.01933333256000003,0.13803656128240255
Robert Covington,LAC,9,31,12975471,0.8,0.06165479465061423,0.11542575657836213
Luke Kennard,LAC,5,25,12727273,1.2,0.09428571226530616,0.1132178643229491
Reggie Jackson,LAC,11,31,10384500,-0.6,-0.05777841976021956,0.09237728396818902
Ivica Zubac,LAC,6,24,7518518,1.3,0.1729064158654671,0.06688239898944971
Nicolas Batum,LAC,14,33,3170029,1.6,0.504727243820167,0.028199592577436976
Rodney Hood,LAC,8,29,2239544,0,0,0.019922287259594
Terance Mann,LAC,3,25,1782621,0.8,0.4487773901463071,0.01585764228654794
Isaiah Hartenstein,LAC,4,23,1729217,2,1.1565928394180718,0.015382576903232694
Brandon Boston Jr.,LAC,1,20,925258,-0.3,-0.32423388935842756,0.008230807550660949
Amir Coffey,LAC,3,24,153488,0.7,4.560617116647554,0.0013653815361076023
Semi Ojeleye,LAC,5,27,1789256,0,0,0.01591666518405181
Russell Westbrook,LAL,14,33,44211146,0.2,0.004523746115968132,0.3932886117387514
LeBron James,LAL,19,37,41180544,5.1,0.12384489141279921,0.3663293184122974
Anthony Davis,LAL,10,28,35361360,2,0.056558910630134136,0.31456366644723965
Talen Horton-Tucker,LAL,3,21,9500000,-0.5,-0.052631578947368425,0.08450904691586457
Avery Bradley,LAL,12,31,2641691,-0.6,-0.22712724538941154,0.023499661963812337
Wayne Ellington,LAL,13,34,2641691,0.1,0.03785454089823526,0.023499661963812337
Carmelo Anthony,LAL,19,37,2641691,0.7,0.2649817862876468,0.023499661963812337
Dwight Howard,LAL,18,36,2641691,0.4,0.15141816359294105,0.023499661963812337
Kent Bazemore,LAL,10,32,2401537,-0.3,-0.124919999150544,0.021363326631914176
Malik Monk,LAL,5,23,1789256,0.8,0.44711321353679967,0.01591666518405181
Austin Reaves,LAL,1,23,925258,0,0,0.008230807550660949
Stanley Johnson,LAL,7,25,888616,-0.2,-0.22506909621253726,0.007904851708861885
D.J. Augustin,LAL,14,34,622467,-0.1,-0.16065108672427617,0.00553727293753447
DeAndre Jordan,LAL,14,33,2641691,0.2,0.07570908179647053,0.023499661963812337
Trevor Ariza,LAL,18,36,2641691,-0.2,-0.07570908179647053,0.023499661963812337
Steven Adams,MEM,9,28,17073171,2,0.11714285530204084,0.15187762200437668
Dillon Brooks,MEM,5,26,12200000,0,0,0.10852740761826819
Kyle Anderson,MEM,8,28,9937150,1.2,0.12075897012724976,0.0883977974273667
Ja Morant,MEM,3,22,9603360,3.9,0.4061078622482131,0.08542850534630918
Jaren Jackson Jr.,MEM,4,22,9180560,1,0.10892581716148035,0.08166740797409576
De'Anthony Melton,MEM,4,23,8437500,1.6,0.18962962962962965,0.0750573771950113
Tyus Jones,MEM,7,25,7522200,1.4,0.18611576400521124,0.06691515291689647
Jarrett Culver,MEM,3,22,6395160,-0.3,-0.046910476047510925,0.05688935541836426
Ziaire Williams,MEM,1,20,4373160,-0.3,-0.06860027988914194,0.038902271959008666
Brandon Clarke,MEM,3,25,2726880,2,0.7334389485419234,0.024257476826729768
John Konchar,MEM,3,25,2197674,1.2,0.5460318500378126,0.019549824754923763
Desmond Bane,MEM,2,23,2033160,2.7,1.327982057486868,0.018086359350258863
Killian Tillie,MEM,2,23,2000000,-0.1,-0.05,0.01779137829807675
Santi Aldama,MEM,1,21,1994520,-0.3,-0.15041212923410144,0.01774262992154002
Xavier Tillman Sr.,MEM,2,23,1517981,0.5,0.3293848868991114,0.013503487110146423
Sam Merrill,MEM,2,25,663024,-0.1,-0.15082410289823595,0.00589805540235202
Jimmy Butler,MIA,11,32,36016200,4,0.11106113360099067,0.320388919529596
Bam Adebayo,MIA,5,24,28103550,2.7,0.09607327188202203,0.25000044478445743
Kyle Lowry,MIA,16,35,26984128,2.1,0.07782352648193783,0.24004241464586262
Duncan Robinson,MIA,4,27,15560000,0.7,0.044987146529562975,0.13841692315903714
P.J. Tucker,MIA,11,36,7000000,1.3,0.18571428571428572,0.06226982404326863
Tyler Herro,MIA,3,22,4004280,1.5,0.37459917887859995,0.03562083014571139
Udonis Haslem,MIA,19,41,2641691,-0.1,-0.03785454089823526,0.023499661963812337
Markieff Morris,MIA,11,32,2641691,0,0,0.023499661963812337
Dewayne Dedmon,MIA,9,32,2389641,0.3,0.12554187009680534,0.021257503513797214
Victor Oladipo,MIA,9,29,2389641,0.1,0.04184729003226845,0.021257503513797214
Gabe Vincent,MIA,3,25,1669178,0.2,0.11981945604363345,0.014848488622413579
Max Strus,MIA,3,25,1669178,1.2,0.7189167362618006,0.014848488622413579
Omer Yurtseven,MIA,1,23,1489065,0.2,0.13431247124873663,0.01324625936271283
Caleb Martin,MIA,3,26,527614,1.1,2.084857490513899,0.004693490134680733
Haywood Highsmith,MIA,2,25,290967,-0.1,-0.3436815858843099,0.002588351984628249
Giannis Antetokounmpo,MIL,9,27,39344970,7.4,0.1880799502452283,0.35000062269824045
Khris Middleton,MIL,10,30,35500000,1.9,0.05352112676056338,0.31579696479086233
Jrue Holiday,MIL,13,31,30133333,2.9,0.09623893911768737,0.26805676339246004
Brook Lopez,MIL,14,33,13302325,0.1,0.007517482846043831,0.11833334815948192
Serge Ibaka,MIL,13,32,9742000,0,0,0.08666180368993186
Pat Connaughton,MIL,7,29,5333333,1.4,0.26250001640625104,0.04744367249630829
Bobby Portis,MIL,7,26,4347600,1.1,0.2530131566841476,0.038674898144359246
Grayson Allen,MIL,4,26,4054695,1.1,0.27129044231440347,0.03606930631416016
George Hill,MIL,14,35,4000000,0.1,0.025,0.0355827565961535
Wesley Matthews,MIL,13,35,1958501,-0.3,-0.15317837468553755,0.01742221609408081
Thanasis Antetokounmpo,MIL,4,29,1729217,-0.2,-0.1156592839418072,0.015382576903232694
Jordan Nwora,MIL,2,23,1517981,-0.6,-0.39526186427893367,0.013503487110146423
Jevon Carter,MIL,4,26,457149,0.3,0.65624118175912,0.004066655398793744
DeMarcus Cousins,MIL,11,31,607285,0.2,0.329334661649802,0.00540221858487377
DeAndre' Bembry,MIL,6,27,601867,0,0,0.00535402174106428
Georgios Kalaitzakis,MIL,1,23,462629,-0.1,-0.21615592623895175,0.004115403775330474
Karl-Anthony Towns,MIN,7,26,31610000,4.4,0.13919645681746284,0.28119273400110306
D'Angelo Russell,MIN,7,25,30013500,1.4,0.04664567611241608,0.2669907662746633
Taurean Prince,MIN,6,27,15057692,0.3,0.01992337205462829,0.13394854733396197
Malik Beasley,MIN,6,25,14391964,0.7,0.04863825395894542,0.12802643798815094
Patrick Beverley,MIN,10,33,14320988,1.7,0.11870689368638533,0.1273950575551088
Anthony Edwards,MIN,2,20,10245480,2,0.1952080332009823,0.0911406052626897
Jarred Vanderbilt,MIN,4,22,4259259,1.1,0.2582608852854452,0.037889044069244045
Josh Okogie,MIN,4,23,4087904,-0.1,-0.024462413990152414,0.03636472325511057
Jake Layman,MIN,6,27,3940184,-0.1,-0.025379525423178208,0.03505065205401463
Leandro Bolmaro,MIN,1,21,2353320,-0.2,-0.08498631720293033,0.02093440318821499
Jaden McDaniels,MIN,2,21,2063280,-0.4,-0.19386607731379166,0.0183542975074279
Jaylen Nowell,MIN,3,22,1782621,0.7,0.3926802163780186,0.01585764228654794
Naz Reid,MIN,3,22,1782621,0.6,0.33658304260973027,0.01585764228654794
Jordan McLaughlin,MIN,3,25,1669178,0.6,0.3594583681309003,0.014848488622413579
Greg Monroe,MIN,10,31,55208,0.1,1.811331691059267,4.911132065401107e-4
CJ McCollum,NOP,9,30,30864198,1.5,0.048599999261280016,0.27455831124237196
Brandon Ingram,NOP,6,24,29467800,1.9,0.06447715811835292,0.26213638870603306
Jonas Valančiūnas,NOP,10,29,14000000,2.2,0.15714285714285717,0.12453964808653727
Devonte' Graham,NOP,4,26,11000000,0.5,0.045454545454545456,0.09785258063942213
Larry Nance Jr.,NOP,7,29,10690909,0,0,0.09510300318465671
Jaxson Hayes,NOP,3,21,5348280,0.8,0.14958079980853659,0.04757663636201897
Garrett Temple,NOP,12,35,4910000,-0.1,-0.020366598778004074,0.04367783372177843
Kira Lewis Jr.,NOP,2,20,3822240,-0.2,-0.05232533802168362,0.03400145889302044
Trey Murphy III,NOP,1,21,3053760,0.2,0.065493031541444,0.02716529969576743
Tony Snell,NOP,9,30,2389641,0,0,0.021257503513797214
Willy Hernangómez,NOP,6,27,2327220,0.5,0.21484861766399396,0.02070222570142509
Herbert Jones,NOP,1,23,1700000,0.9,0.5294117647058824,0.01512267155336524
Naji Marshall,NOP,2,24,1517981,-0.2,-0.13175395475964455,0.013503487110146423
Jose Alvarado,NOP,1,23,1500000,0.8,0.5333333333333333,0.013343533723557564
Gary Clark,NOP,4,27,377645,0.2,0.529597902792305,0.0033594125286885977
Julius Randle,NYK,8,27,19800000,1.6,0.08080808080808081,0.17613464515095983
Evan Fournier,NYK,10,29,18139535,0.7,0.03858974334237344,0.16136366466810184
Derrick Rose,NYK,13,33,13445120,0.7,0.05206349961919268,0.11960360809151885
Alec Burks,NYK,11,30,9536000,1.7,0.1782718120805369,0.08482929172522995
Nerlens Noel,NYK,8,27,8800000,0.3,0.03409090909090909,0.07828206451153771
Kemba Walker,NYK,11,31,8729020,0.6,0.06873623843226387,0.07765064849573897
RJ Barrett,NYK,3,21,8623920,0.2,0.02319130975240958,0.07671571156617503
Obi Toppin,NYK,2,23,5105160,1.2,0.2350562959828879,0.04541391641610475
Taj Gibson,NYK,13,36,4910000,0,0,0.04367783372177843
Cam Reddish,NYK,3,22,4670160,0.1,0.021412542610959796,0.04154429163627306
Immanuel Quickley,NYK,2,22,2210640,1,0.4523576882712699,0.019665166260430196
Quentin Grimes,NYK,1,21,2168760,0.3,0.13832789243623084,0.019292614798868468
Mitchell Robinson,NYK,4,23,1802057,2,1.109842807413972,0.01603053890084865
Miles McBride,NYK,1,21,925258,-0.2,-0.21615592623895175,0.008230807550660949
Ryan Arcidiacono,NYK,5,27,586136,-0.1,-0.17060886893144256,0.005214083655060758
Wayne Selden,NYK,4,27,785102,0,0,0.006984023342288327
Derrick Favors,OKC,12,30,9720900,0,0,0.08647410464888715
Josh Giddey,OKC,1,19,5988000,0.4,0.06680026720106881,0.0532673866244418
Shai Gilgeous-Alexander,OKC,4,23,5495532,2.7,0.49130821183463225,0.048886544380593165
Mike Muscala,OKC,9,30,3500000,1.1,0.31428571428571433,0.031134912021634317
Aleksej Pokusevski,OKC,2,20,3113160,-0.2,-0.06424340541443421,0.027693703631220312
Tre Mann,OKC,1,20,2901240,-0.8,-0.2757441645641174,0.025808529186756097
Darius Bazley,OKC,3,21,2513040,0.1,0.03979244261929774,0.0223552226590994
Ty Jerome,OKC,3,24,2412840,-0.1,-0.04144493625768804,0.021463874606365754
Kenrich Williams,OKC,4,27,2000000,0.5,0.25,0.01779137829807675
Jeremiah Robinson-Earl,OKC,1,21,2000000,-0.1,-0.05,0.01779137829807675
Théo Maledon,OKC,2,20,2000000,-0.6,-0.3,0.01779137829807675
Luguentz Dort,OKC,3,22,1782621,-0.1,-0.056097173768288384,0.01585764228654794
Isaiah Roby,OKC,3,23,1782621,0.6,0.33658304260973027,0.01585764228654794
Gabriel Deck,OKC,2,26,1690507,0,0,0.015038224776273418
Aaron Wiggins,OKC,1,23,1000000,-0.7,-0.7,0.008895689149038375
Vit Krejci,OKC,1,21,925258,-0.6,-0.6484677787168551,0.008230807550660949
Jaylen Hoard,OKC,3,22,95930,0.1,1.0424267695194411,8.533634600672514e-4
Georgios Kalaitzakis,OKC,1,23,53176,-0.2,-3.761095230931247,4.730371661892647e-4
Zavier Simpson,OKC,1,24,53176,-0.3,-5.641642846396871,4.730371661892647e-4
Gary Harris,ORL,8,27,20482143,-0.2,-0.009764603244885069,0.18220277723415232
Markelle Fultz,ORL,5,23,16500000,0.2,0.012121212121212121,0.1467788709591332
Terrence Ross,ORL,10,30,12500000,-0.6,-0.048,0.1111961143629797
Mo Bamba,ORL,4,23,7568742,1.2,0.1585468232369395,0.06732917608127102
Wendell Carter Jr.,ORL,4,22,6920027,1.7,0.24566378136963915,0.06155840909495259
Jalen Suggs,ORL,1,20,6593040,-1.2,-0.1820101197626588,0.05864963438717598
Franz Wagner,ORL,1,20,5007840,0.8,0.15974951276398608,0.04454818794812034
Robin Lopez,ORL,14,33,5000000,-0.3,-0.06,0.04447844574519188
