player,season,pos,age,experience,ts_percent,usg_percent,vorp,ts_rank,usg_rank,vorp_rank,empty_stats
Danny Schayes,1997,PF,37,16,0.465,14.5,-0.4,0.8888888888888888,0.20634920634920634,0.7619047619047619,1.857142857142857
Darrell Armstrong,1997,PG,28,3,0.525,22.4,0.8,0.5740740740740741,0.7592592592592593,0.5185185185185185,1.851851851851852
Darrick Martin,1997,PG,25,3,0.539,23.4,1.1,0.3333333333333333,0.8518518518518519,0.4074074074074074,1.5925925925925926
David Wesley,1997,PG,26,4,0.563,18.8,1.9,0.14814814814814814,0.5,0.25925925925925924,0.9074074074074074
David Wingate,1997,SG,33,11,0.509,13.2,0,0.78,0.02,0.76,1.56
David Wood,1997,PF,32,7,0.621,10,0.1,0,0.015873015873015872,0.5396825396825397,0.5555555555555556
Dean Garrett,1997,C,30,1,0.603,13.3,1.3,0.04,0.3,0.18,0.52
Dell Curry,1997,SG,32,11,0.561,22.5,1,0.28,0.74,0.4,1.42
Dennis Rodman,1997,PF,35,11,0.479,10,1.2,0.8253968253968254,0.015873015873015872,0.2857142857142857,1.126984126984127
Dennis Scott,1997,SF,28,7,0.519,18.6,1.1,0.673469387755102,0.42857142857142855,0.3469387755102041,1.4489795918367345
Derek Fisher,1997,PG,22,1,0.491,18.8,-0.1,0.8518518518518519,0.5,0.7407407407407407,2.0925925925925926
Derek Harper,1997,PG,35,14,0.516,17.9,0.3,0.7222222222222222,0.37037037037037035,0.6296296296296297,1.7222222222222223
Derek Strong,1997,PF,28,6,0.513,18,-0.3,0.7301587301587301,0.5396825396825397,0.6984126984126984,1.9682539682539681
Derrick Coleman,1997,PF,29,7,0.518,23.7,1.5,0.6507936507936508,0.8253968253968254,0.2222222222222222,1.6984126984126986
Derrick McKey,1997,SF,30,10,0.462,16.5,0.5,0.9591836734693877,0.1836734693877551,0.5510204081632653,1.693877551020408
Detlef Schrempf,1997,SF,34,12,0.592,21.1,2.9,0.08163265306122448,0.6122448979591837,0.12244897959183673,0.8163265306122449
Dickey Simpkins,1997,PF,24,3,0.411,16.4,-0.5,1,0.3968253968253968,0.8253968253968254,2.2222222222222223
Dikembe Mutombo,1997,C,30,6,0.584,17.4,3.5,0.08,0.52,0.04,0.64
Dominique Wilkins,1997,SF,37,14,0.517,29.7,1.1,0.7142857142857143,1,0.3469387755102041,2.0612244897959187
Don Reid,1997,PF,23,2,0.523,16,-0.3,0.49206349206349204,0.3492063492063492,0.6984126984126984,1.5396825396825395
Donny Marshall,1997,SF,24,2,0.476,19.7,0,0.8775510204081632,0.4897959183673469,0.7959183673469388,2.163265306122449
Dontonio Wingfield,1997,SF,22,3,0.501,20.5,0,0.8163265306122449,0.5714285714285714,0.7959183673469388,2.183673469387755
Donyell Marshall,1997,SF,23,3,0.478,22.6,0.2,0.8571428571428571,0.7959183673469388,0.6938775510204082,2.346938775510204
Doug Christie,1997,SG,26,5,0.543,18.4,2.9,0.46,0.32,0.16,0.9400000000000001
Doug Overton,1997,PG,27,5,0.514,16.7,-0.1,0.7962962962962963,0.2222222222222222,0.7407407407407407,1.7592592592592593
Doug West,1997,SG,29,8,0.505,14.1,-0.8,0.8,0.04,1,1.84
Duane Causwell,1997,C,28,7,0.535,11.1,-0.2,0.54,0.1,0.6,1.24
Duane Ferrell,1997,SF,31,9,0.521,18,0.3,0.6122448979591837,0.3673469387755102,0.6530612244897959,1.6326530612244898
Eddie Jones,1997,SG,25,3,0.559,20.9,4,0.3,0.62,0.08,0.9999999999999999
Elden Campbell,1997,PF,28,7,0.52,22,0.8,0.6349206349206349,0.746031746031746,0.36507936507936506,1.746031746031746
Eldridge Recasner,1997,SG,29,3,0.539,17.2,0.4,0.5,0.24,0.62,1.3599999999999999
Elliot Perry,1997,PG,27,5,0.557,17.9,1.2,0.16666666666666666,0.37037037037037035,0.37037037037037035,0.9074074074074073
Eric Piatkowski,1997,SG,26,3,0.579,22.8,1,0.16,0.76,0.4,1.32
Eric Snow,1997,PG,23,2,0.515,14.2,0.2,0.7592592592592593,0.07407407407407407,0.7037037037037037,1.5370370370370372
Eric Williams,1997,SG,24,2,0.533,20.3,-0.6,0.56,0.54,0.96,2.06
Erick Dampier,1997,C,21,1,0.451,21.7,-0.4,0.94,0.76,0.74,2.44
Ervin Johnson,1997,C,29,4,0.543,11.2,1.1,0.4,0.12,0.2,0.72
Fred Hoiberg,1997,SG,24,2,0.59,17.1,0.8,0.1,0.22,0.5,0.8200000000000001
Gary Payton,1997,PG,28,7,0.545,26.4,6.1,0.25925925925925924,0.9444444444444444,0.05555555555555555,1.2592592592592593
Gary Trent,1997,PF,22,2,0.569,21.2,1,0.2222222222222222,0.6984126984126984,0.31746031746031744,1.2380952380952381
George Lynch,1997,SF,26,4,0.512,17.4,0.3,0.7755102040816326,0.2653061224489796,0.6530612244897959,1.693877551020408
Gerald Wilkins,1997,SG,33,11,0.503,20.2,-0.3,0.84,0.5,0.88,2.2199999999999998
Gheorghe Mureșan,1997,C,25,4,0.618,18.1,0.6,0.02,0.6,0.3,0.9199999999999999
Glen Rice,1997,SF,29,8,0.605,26.9,3.2,0.04081632653061224,0.9387755102040817,0.08163265306122448,1.0612244897959184
Glenn Robinson,1997,SF,24,3,0.528,27.8,2.1,0.5510204081632653,0.9591836734693877,0.2653061224489796,1.7755102040816326
Grant Hill,1997,SF,24,3,0.556,28.3,8,0.16326530612244897,0.9795918367346939,0,1.1428571428571428
Grant Long,1997,PF,30,9,0.523,15.3,0.4,0.49206349206349204,0.25396825396825395,0.4126984126984127,1.1587301587301586
Greg Anderson,1997,C,32,9,0.531,10.5,-0.6,0.6,0.06,0.82,1.48
Greg Anthony,1997,PG,29,6,0.526,17.8,1.6,0.5185185185185185,0.3333333333333333,0.2962962962962963,1.1481481481481481
Greg Foster,1997,C,28,7,0.508,16.5,-0.8,0.72,0.42,0.9,2.04
Greg Ostertag,1997,C,23,2,0.561,14.6,0.8,0.26,0.38,0.28,0.92
Hakeem Olajuwon,1997,C,34,13,0.558,30.4,4,0.28,0.98,0.02,1.28
Harvey Grant,1997,PF,31,9,0.477,10.1,0.4,0.8412698412698413,0.047619047619047616,0.4126984126984127,1.3015873015873014
Henry James,1997,PF,31,6,0.553,17.5,-0.1,0.2857142857142857,0.47619047619047616,0.5873015873015873,1.3492063492063493
Hersey Hawkins,1997,SG,30,9,0.616,17.5,4.4,0,0.26,0.06,0.32
Horace Grant,1997,PF,31,10,0.546,16.1,2.8,0.31746031746031744,0.36507936507936506,0.1111111111111111,0.7936507936507937
Hot Rod Williams,1997,C,34,11,0.538,12,1,0.44,0.16,0.22,0.82
Howard Eisley,1997,PG,24,3,0.53,19.6,-0.1,0.48148148148148145,0.6111111111111112,0.7407407407407407,1.8333333333333333
Isaac Austin,1997,C,27,4,0.536,22.5,0.1,0.5,0.8,0.44,1.74
Isaiah Rider,1997,SG,25,4,0.557,23,0.8,0.32,0.78,0.5,1.6
Ivano Newbill,1997,PF,26,2,0.439,8.7,-0.3,0.9682539682539683,0,0.6984126984126984,1.6666666666666665
Jalen Rose,1997,SF,24,3,0.541,21.5,0.7,0.3673469387755102,0.7346938775510204,0.4897959183673469,1.5918367346938775
James Robinson,1997,PG,26,4,0.537,21,0.3,0.3888888888888889,0.6666666666666666,0.6296296296296297,1.6851851851851851
Jaren Jackson,1997,SG,29,7,0.52,16.6,0.1,0.7,0.16,0.72,1.58
Jason Caffey,1997,PF,23,2,0.574,18.3,-0.2,0.15873015873015872,0.5555555555555556,0.6349206349206349,1.3492063492063493
Jayson Williams,1997,PF,28,7,0.443,20.9,-0.8,0.9206349206349206,0.6666666666666666,0.9206349206349206,2.507936507936508
Jeff Hornacek,1997,SG,33,11,0.596,20.3,3.9,0.06,0.54,0.12,0.7200000000000001
Jermaine O'Neal,1997,PF,18,1,0.494,21.1,-0.2,0.7936507936507936,0.6825396825396826,0.6349206349206349,2.111111111111111
Jerome Kersey,1997,SF,34,13,0.475,14.6,0.9,0.9183673469387755,0.061224489795918366,0.4489795918367347,1.4285714285714286
Jerry Stackhouse,1997,SG,22,2,0.524,25.6,-0.2,0.66,0.94,0.82,2.42
Jim McIlvaine,1997,C,24,3,0.486,11.9,0.1,0.82,0.14,0.44,1.4
Joe Dumars,1997,SG,33,12,0.586,18.9,2.7,0.14,0.38,0.2,0.72
Joe Smith,1997,PF,21,2,0.512,23.8,-0.2,0.746031746031746,0.8412698412698413,0.6349206349206349,2.2222222222222223
Joe Wolf,1997,C,32,9,0.488,9.8,-0.2,0.8,0.02,0.6,1.42
John Crotty,1997,PG,27,5,0.637,16,0.3,0.037037037037037035,0.2037037037037037,0.6296296296296297,0.8703703703703703
John Starks,1997,SG,31,8,0.555,25.1,2.4,0.36,0.9,0.26,1.52
John Stockton,1997,PG,34,13,0.656,18.4,6.3,0.018518518518518517,0.46296296296296297,0.037037037037037035,0.5185185185185186
John Wallace,1997,SF,22,1,0.571,21.1,0.1,0.10204081632653061,0.6122448979591837,0.7551020408163265,1.4693877551020407
Johnny Newman,1997,SF,33,11,0.545,17.3,-0.3,0.2857142857142857,0.24489795918367346,0.9387755102040817,1.4693877551020407
Jon Barry,1997,SG,27,5,0.535,15.9,0.8,0.52,0.1,0.5,1.12
Jud Buechler,1997,SF,28,7,0.423,12.1,0.2,1,0.02040816326530612,0.6938775510204082,1.7142857142857144
Juwan Howard,1997,SF,23,3,0.529,23.4,1.4,0.5102040816326531,0.8571428571428571,0.32653061224489793,1.693877551020408
Karl Malone,1997,PF,33,12,0.6,32.7,7.7,0.031746031746031744,1,0,1.0317460317460316
Keith Askins,1997,SF,29,7,0.557,10.7,1,0.14285714285714285,0,0.40816326530612246,0.5510204081632653
Kendall Gill,1997,SF,28,7,0.53,25.4,4,0.46938775510204084,0.9183673469387755,0.04081632653061224,1.4285714285714286
Kenny Anderson,1997,PG,26,6,0.54,22.2,5,0.3148148148148148,0.7222222222222222,0.09259259259259259,1.1296296296296295
Kerry Kittles,1997,SG,22,1,0.523,20.1,2.9,0.68,0.48,0.16,1.32
Kevin Gamble,1997,SF,31,10,0.529,14.9,0.4,0.5102040816326531,0.08163265306122448,0.6122448979591837,1.2040816326530612
Kevin Garnett,1997,SF,20,2,0.537,21.3,3.2,0.3877551020408163,0.673469387755102,0.08163265306122448,1.1428571428571428
Kevin Johnson,1997,PG,30,10,0.631,22.6,4.7,0.05555555555555555,0.7962962962962963,0.1111111111111111,0.962962962962963
Kevin Willis,1997,PF,34,12,0.515,21.7,-0.7,0.6984126984126984,0.7142857142857143,0.873015873015873,2.2857142857142856
Kobe Bryant,1997,SF,18,1,0.544,24.7,0.5,0.30612244897959184,0.8979591836734694,0.5510204081632653,1.7551020408163265
Lamond Murray,1997,SF,23,3,0.52,21.2,0.4,0.6530612244897959,0.6530612244897959,0.6122448979591837,1.9183673469387754
LaPhonso Ellis,1997,PF,26,5,0.529,28,1.3,0.4603174603174603,0.9841269841269841,0.23809523809523808,1.6825396825396826
Larry Johnson,1997,SF,27,6,0.57,17.5,2.2,0.12244897959183673,0.2857142857142857,0.24489795918367346,0.653061224489796
Larry Stewart,1997,SF,28,5,0.512,16.6,-0.3,0.7755102040816326,0.22448979591836735,0.9387755102040817,1.9387755102040818
Latrell Sprewell,1997,SG,26,5,0.57,26.9,4,0.22,0.96,0.08,1.26
Lawrence Moten,1997,SG,24,2,0.461,21.6,-0.3,0.98,0.66,0.88,2.52
Lee Mayberry,1997,PG,26,5,0.525,11.4,-0.7,0.5740740740740741,0,1,1.574074074074074
Lindsey Hunter,1997,PG,26,4,0.515,20.1,1.9,0.7592592592592593,0.6481481481481481,0.25925925925925924,1.6666666666666667
Lionel Simmons,1997,SF,28,7,0.442,16.5,-0.1,0.9795918367346939,0.1836734693877551,0.8571428571428571,2.020408163265306
Litterial Green,1997,PG,26,3,0.531,15.9,0.1,0.46296296296296297,0.16666666666666666,0.7222222222222222,1.3518518518518519
Lorenzen Wright,1997,C,21,1,0.504,14.7,-0.5,0.74,0.4,0.78,1.9200000000000002
Loy Vaught,1997,PF,28,7,0.522,20.5,0.7,0.5555555555555556,0.6349206349206349,0.3968253968253968,1.5873015873015872
Luc Longley,1997,C,28,6,0.499,19.7,0.1,0.76,0.68,0.44,1.88
Lucious Harris,1997,SG,26,4,0.466,18.1,-0.1,0.96,0.28,0.78,2.02
Mahmoud Abdul-Rauf,1997,PG,27,7,0.524,23.2,-0.4,0.6111111111111112,0.8333333333333334,0.9629629629629629,2.4074074074074074
Malik Rose,1997,PF,22,1,0.515,17.6,-0.2,0.6984126984126984,0.49206349206349204,0.6349206349206349,1.8253968253968254
Malik Sealy,1997,SG,26,5,0.504,22.3,0.7,0.82,0.7,0.56,2.08
Marcus Camby,1997,C,22,1,0.523,24.3,0.9,0.64,0.88,0.24,1.76
Mario Elie,1997,SF,33,7,0.662,13.9,2.4,0,0.04081632653061224,0.22448979591836735,0.2653061224489796
Mark Bryant,1997,PF,31,9,0.589,16.3,-0.1,0.047619047619047616,0.38095238095238093,0.5873015873015873,1.0158730158730158
Mark Davis,1997,SF,23,2,0.525,18,0.2,0.5714285714285714,0.3673469387755102,0.6938775510204082,1.6326530612244898
Mark Price,1997,PG,32,11,0.597,19.6,1.5,0.07407407407407407,0.6111111111111112,0.3333333333333333,1.0185185185185186
Mark West,1997,C,36,14,0.555,13.4,-0.3,0.32,0.32,0.66,1.3
Marty Conlon,1997,C,29,6,0.542,17,-0.5,0.42,0.46,0.78,1.6600000000000001
Matt Bullard,1997,PF,29,6,0.535,15,0.4,0.3968253968253968,0.23809523809523808,0.4126984126984127,1.0476190476190474
Matt Geiger,1997,C,27,5,0.538,21.3,-0.3,0.44,0.74,0.66,1.8399999999999999
Matt Maloney,1997,PG,25,1,0.585,14.8,1.3,0.1111111111111111,0.12962962962962962,0.35185185185185186,0.5925925925925926
Michael Cage,1997,C,35,13,0.475,6,0.4,0.92,0,0.36,1.28
Michael Curry,1997,SG,28,3,0.592,12.1,0.3,0.08,0,0.64,0.72
Michael Jordan,1997,SG,33,12,0.567,33.2,8.6,0.24,1,0,1.24
Michael Smith,1997,PF,24,3,0.545,11,1.3,0.3333333333333333,0.06349206349206349,0.23809523809523808,0.6349206349206349
Mitch Richmond,1997,SG,31,9,0.578,29.4,5.2,0.18,0.98,0.04,1.2
Mitchell Butler,1997,SG,26,4,0.503,16.9,-0.1,0.84,0.2,0.78,1.82
Monty Williams,1997,SF,25,3,0.543,22.8,0.5,0.3469387755102041,0.8163265306122449,0.5510204081632653,1.7142857142857142
Mookie Blaylock,1997,PG,29,8,0.548,21.9,6.8,0.24074074074074073,0.7037037037037037,0,0.9444444444444444
Muggsy Bogues,1997,PG,32,10,0.554,14.5,1.6,0.2037037037037037,0.1111111111111111,0.2962962962962963,0.611111111111111
Nick Anderson,1997,SG,29,8,0.494,18.2,2.1,0.88,0.3,0.3,1.48
Nick Van Exel,1997,PG,25,4,0.518,21,2.3,0.6851851851851852,0.6666666666666666,0.2037037037037037,1.5555555555555556
Olden Polynice,1997,C,32,10,0.476,19.3,-0.6,0.9,0.64,0.82,2.36
Othella Harrington,1997,PF,23,1,0.57,15.7,-0.6,0.20634920634920634,0.30158730158730157,0.8571428571428571,1.3650793650793651
Otis Thorpe,1997,C,34,13,0.563,19.8,0.9,0.24,0.7,0.24,1.18
P.J. Brown,1997,PF,27,4,0.505,15.7,1.3,0.7777777777777778,0.30158730158730157,0.23809523809523808,1.3174603174603174
Patrick Ewing,1997,C,34,12,0.548,29.8,3.5,0.36,0.96,0.04,1.3599999999999999
Pete Chilcutt,1997,PF,28,6,0.521,14.2,0.4,0.6031746031746031,0.1746031746031746,0.4126984126984127,1.1904761904761902
Pooh Richardson,1997,PG,30,8,0.455,17.8,0.3,0.9814814814814815,0.3333333333333333,0.6296296296296297,1.9444444444444446
Popeye Jones,1997,PF,26,4,0.522,13.1,-0.7,0.5555555555555556,0.12698412698412698,0.873015873015873,1.5555555555555556
Rafael Addison,1997,SF,32,6,0.476,20.1,-0.2,0.8775510204081632,0.5306122448979592,0.8979591836734694,2.306122448979592
Randy Brown,1997,PG,28,6,0.461,18.1,0.5,0.9629629629629629,0.42592592592592593,0.5740740740740741,1.9629629629629628
Randy Livingston,1997,PG,21,1,0.487,16.7,-0.4,0.8703703703703703,0.2222222222222222,0.9629629629629629,2.0555555555555554
Rasheed Wallace,1997,PF,22,2,0.588,21.7,1.6,0.06349206349206349,0.7142857142857143,0.19047619047619047,0.9682539682539683
Ray Allen,1997,SG,21,1,0.541,21.4,1.2,0.48,0.64,0.36,1.48
Ray Owes,1997,PF,24,1,0.442,16.8,-0.4,0.9365079365079365,0.4126984126984127,0.7619047619047619,2.111111111111111
Reggie Miller,1997,SG,31,10,0.603,25.2,5.8,0.04,0.92,0.02,0.9800000000000001
Rex Chapman,1997,SG,29,9,0.551,22.4,1,0.38,0.72,0.4,1.5
Rex Walters,1997,SG,26,4,0.571,16.8,0.3,0.2,0.18,0.64,1.02
Rick Fox,1997,SF,27,6,0.551,20.1,2.5,0.22448979591836735,0.5306122448979592,0.16326530612244897,0.9183673469387755
Rik Smits,1997,C,30,9,0.535,29.1,0.6,0.54,0.94,0.3,1.78
Robert Parish,1997,C,43,21,0.514,20.3,-0.1,0.7,0.72,0.54,1.96
Rod Strickland,1997,PG,30,9,0.533,23.9,3.6,0.4074074074074074,0.8703703703703703,0.14814814814814814,1.4259259259259258
Rodney Rogers,1997,SF,25,4,0.53,22.2,0.8,0.46938775510204084,0.7755102040816326,0.46938775510204084,1.7142857142857144
Ron Harper,1997,PG,33,11,0.543,12.6,2.1,0.2962962962962963,0.018518518518518517,0.24074074074074073,0.5555555555555555
Rony Seikaly,1997,C,31,9,0.567,23.7,0.6,0.2,0.82,0.3,1.32
Roy Rogers,1997,PF,23,1,0.518,15.3,-0.8,0.6507936507936508,0.25396825396825395,0.9206349206349206,1.8253968253968254
Sam Mack,1997,SF,26,3,0.521,16.2,0.1,0.6122448979591837,0.16326530612244897,0.7551020408163265,1.530612244897959
Sam Mitchell,1997,SF,33,8,0.523,18.5,-0.9,0.5918367346938775,0.40816326530612246,0.9795918367346939,1.9795918367346939
Sam Perkins,1997,C,35,13,0.584,19.4,2.6,0.08,0.66,0.14,0.88
Samaki Walker,1997,PF,20,1,0.487,19.7,-0.4,0.8095238095238095,0.6031746031746031,0.7619047619047619,2.1746031746031744
Scott Williams,1997,C,28,7,0.529,12.6,-0.2,0.62,0.26,0.6,1.48
Scottie Pippen,1997,SF,31,10,0.554,24.6,6.1,0.1836734693877551,0.8775510204081632,0.02040816326530612,1.0816326530612246
Sean Rooks,1997,C,27,5,0.547,17.9,-0.1,0.38,0.58,0.54,1.5
Shandon Anderson,1997,SG,23,1,0.534,18.9,-0.4,0.54,0.38,0.94,1.8599999999999999
Shane Heal,1997,PG,26,1,0.378,22.5,-0.3,1,0.7777777777777778,0.9259259259259259,2.7037037037037037
Shaquille O'Neal,1997,C,24,5,0.556,31.1,4.1,0.3,1,0,1.3
Shareef Abdur-Rahim,1997,PF,20,1,0.518,27.6,0.2,0.6507936507936508,0.9682539682539683,0.49206349206349204,2.111111111111111
Sharone Wright,1997,C,24,3,0.423,24.6,-1.6,0.98,0.9,1,2.88
Shawn Kemp,1997,PF,27,8,0.583,26.3,2,0.1111111111111111,0.9206349206349206,0.1746031746031746,1.2063492063492063
Sherman Douglas,1997,PG,30,8,0.557,16.8,1.1,0.16666666666666666,0.25925925925925924,0.4074074074074074,0.8333333333333333
Stephon Marbury,1997,PG,19,1,0.519,24.2,1.2,0.6666666666666666,0.8888888888888888,0.37037037037037035,1.9259259259259256
Steve Kerr,1997,PG,31,9,0.667,12.9,2.5,0,0.037037037037037035,0.18518518518518517,0.2222222222222222
Steve Nash,1997,PG,22,1,0.539,17.1,-0.2,0.3333333333333333,0.2962962962962963,0.8518518518518519,1.4814814814814814
Steve Smith,1997,SG,27,6,0.548,25,2.7,0.4,0.88,0.2,1.48
Stojko Vranković,1997,C,33,3,0.583,12.4,-0.3,0.12,0.22,0.66,1
Terrell Brandon,1997,PG,26,6,0.526,28.3,5.5,0.5185185185185185,0.9814814814814815,0.07407407407407407,1.574074074074074
Terry Cummings,1997,PF,35,15,0.521,22.1,0,0.6031746031746031,0.7619047619047619,0.5555555555555556,1.9206349206349207
Terry Dehere,1997,PG,25,4,0.524,23.1,-0.2,0.6111111111111112,0.8148148148148148,0.8518518518518519,2.2777777777777777
Terry Mills,1997,PF,29,7,0.585,20.3,2.4,0.07936507936507936,0.6190476190476191,0.15873015873015872,0.8571428571428571
Terry Porter,1997,PG,33,12,0.544,19,0.7,0.2777777777777778,0.5555555555555556,0.5370370370370371,1.3703703703703705
Theo Ratliff,1997,C,23,2,0.566,17,0.4,0.22,0.46,0.36,1.04
Tim Hardaway,1997,PG,30,7,0.532,26.6,6.5,0.4444444444444444,0.9629629629629629,0.018518518518518517,1.425925925925926
Todd Day,1997,SG,27,5,0.515,24,0.9,0.74,0.82,0.46,2.02
Todd Fuller,1997,C,22,1,0.483,17.2,-0.9,0.86,0.5,0.94,2.3
Tom Gugliotta,1997,PF,27,5,0.526,27.5,2.9,0.47619047619047616,0.9523809523809523,0.09523809523809523,1.5238095238095237
Tom Hammonds,1997,PF,29,8,0.534,14.3,-1.2,0.42857142857142855,0.19047619047619047,0.9682539682539683,1.5873015873015874
Toni Kukoč,1997,SF,28,4,0.553,21.4,2.9,0.20408163265306123,0.6938775510204082,0.12244897959183673,1.0204081632653061
Tony Delk,1997,PG,23,1,0.596,18.8,0.5,0.09259259259259259,0.5,0.5740740740740741,1.1666666666666665
Tony Massenburg,1997,PF,29,5,0.523,13.8,-1.1,0.49206349206349204,0.14285714285714285,0.9523809523809523,1.5873015873015872
Tony Smith,1997,PG,28,7,0.477,15.9,-0.2,0.9259259259259259,0.16666666666666666,0.8518518518518519,1.9444444444444444
Tracy Murray,1997,SF,25,5,0.546,20.7,1.1,0.2653061224489796,0.5918367346938775,0.3469387755102041,1.2040816326530612
Travis Best,1997,PG,24,2,0.533,19.3,1,0.4074074074074074,0.5740740740740741,0.46296296296296297,1.4444444444444444
Travis Knight,1997,C,22,1,0.536,14.3,0.1,0.5,0.36,0.44,1.3
Tyrone Corbin,1997,SF,34,12,0.514,15,1,0.7346938775510204,0.10204081632653061,0.40816326530612246,1.2448979591836735
Tyrone Hill,1997,C,28,7,0.626,17.6,1.8,0,0.56,0.16,0.7200000000000001
Tyus Edney,1997,PG,23,2,0.499,19.5,-0.1,0.8333333333333334,0.5925925925925926,0.7407407407407407,2.166666666666667
Vernon Maxwell,1997,SG,31,9,0.471,24.9,-0.6,0.94,0.84,0.96,2.7399999999999998
Vin Baker,1997,PF,25,4,0.553,25.3,3.2,0.2857142857142857,0.9047619047619048,0.07936507936507936,1.2698412698412698
Vinny Del Negro,1997,SG,30,7,0.529,19.3,0.3,0.62,0.42,0.64,1.6800000000000002
Vitaly Potapenko,1997,C,21,1,0.486,23.7,-1.4,0.82,0.82,0.96,2.5999999999999996
Vlade Divac,1997,C,28,8,0.533,19.1,3.3,0.58,0.62,0.08,1.28
Voshon Lenard,1997,SG,23,2,0.614,18.7,2.6,0.02,0.34,0.24,0.6000000000000001
Walt Williams,1997,SF,26,5,0.551,21.4,1.9,0.22448979591836735,0.6938775510204082,0.30612244897959184,1.2244897959183674
Wayman Tisdale,1997,PF,32,12,0.441,24.8,-1.2,0.9523809523809523,0.873015873015873,0.9682539682539683,2.7936507936507935
Wesley Person,1997,SG,25,3,0.567,19.9,2.3,0.24,0.44,0.28,0.96
Will Perdue,1997,C,31,9,0.582,13.9,0.4,0.14,0.34,0.36,0.8400000000000001
Xavier McDaniel,1997,PF,33,11,0.439,16.9,-0.7,0.9682539682539683,0.4444444444444444,0.873015873015873,2.2857142857142856
Yinka Dare,1997,C,24,3,0.406,12.4,-0.4,1,0.22,0.74,1.96
A.C. Green,1998,PF,34,13,0.496,11.6,0.4,0.7719298245614035,0.07017543859649122,0.47368421052631576,1.3157894736842104
Aaron Williams,1998,PF,26,4,0.575,18.8,-0.2,0.05263157894736842,0.5087719298245614,0.7192982456140351,1.280701754385965
Adam Keefe,1998,C,27,6,0.605,13.2,1.3,0,0.1724137931034483,0.25862068965517243,0.4310344827586207
Adonal Foyle,1998,C,22,1,0.418,16.4,-0.6,0.9827586206896551,0.4827586206896552,0.9310344827586207,2.396551724137931
Alan Henderson,1998,PF,25,3,0.534,23.9,0.8,0.43859649122807015,0.8245614035087719,0.3684210526315789,1.631578947368421
Allan Houston,1998,SG,26,5,0.53,26.7,1.9,0.43478260869565216,0.9565217391304348,0.2608695652173913,1.6521739130434783
Allen Iverson,1998,PG,22,2,0.535,26.9,4.5,0.28846153846153844,0.9807692307692307,0.038461538461538464,1.3076923076923077
Alonzo Mourning,1998,C,27,6,0.595,26.8,2.2,0.017241379310344827,0.9482758620689655,0.10344827586206896,1.0689655172413794
Andrew DeClercq,1998,C,24,3,0.53,14.1,-0.1,0.3793103448275862,0.3103448275862069,0.5689655172413793,1.2586206896551726
Andrew Lang,1998,C,31,10,0.452,13.3,-0.2,0.9137931034482759,0.20689655172413793,0.6551724137931034,1.7758620689655173
Anthony Goldwire,1998,PG,26,3,0.523,16.5,0.1,0.4423076923076923,0.28846153846153844,0.6730769230769231,1.4038461538461537
Anthony Johnson,1998,PG,23,1,0.437,15.2,-1.4,0.9423076923076923,0.15384615384615385,1,2.0961538461538463
Anthony Mason,1998,PF,31,9,0.552,16,3.4,0.3333333333333333,0.3508771929824561,0.05263157894736842,0.7368421052631577
Antoine Carr,1998,PF,36,14,0.513,17.8,-0.5,0.6666666666666666,0.40350877192982454,0.9122807017543859,1.9824561403508771
Antoine Walker,1998,PF,21,2,0.481,29.2,2.2,0.8421052631578947,0.9824561403508771,0.17543859649122806,2
Antonio Daniels,1998,SG,22,1,0.465,17.9,-1.5,0.8913043478260869,0.34782608695652173,0.9782608695652174,2.217391304347826
Antonio Davis,1998,PF,29,5,0.558,17.5,1.1,0.2807017543859649,0.38596491228070173,0.3157894736842105,0.9824561403508771
Antonio McDyess,1998,PF,23,3,0.571,22.5,2.5,0.15789473684210525,0.7192982456140351,0.10526315789473684,0.9824561403508772
Armen Gilliam,1998,PF,33,11,0.56,20.9,1.1,0.24561403508771928,0.5964912280701754,0.3157894736842105,1.1578947368421053
Arvydas Sabonis,1998,C,33,3,0.581,23.2,3.8,0.06896551724137931,0.8448275862068966,0.05172413793103448,0.9655172413793104
Avery Johnson,1998,PG,32,10,0.514,16,1.6,0.5769230769230769,0.23076923076923078,0.3269230769230769,1.1346153846153846
Ben Wallace,1998,C,23,2,0.495,9.3,0.8,0.5517241379310345,0.034482758620689655,0.3103448275862069,0.896551724137931
Bill Wennington,1998,C,34,11,0.461,18.9,-0.5,0.8620689655172413,0.6551724137931034,0.8275862068965517,2.3448275862068964
Billy Owens,1998,SF,28,7,0.502,18.3,1,0.7543859649122807,0.2807017543859649,0.45614035087719296,1.4912280701754388
Bimbo Coles,1998,PG,29,8,0.444,16.8,-0.6,0.9230769230769231,0.34615384615384615,0.9230769230769231,2.1923076923076925
Bison Dele,1998,C,28,7,0.542,23.9,1.3,0.2413793103448276,0.896551724137931,0.25862068965517243,1.396551724137931
Blue Edwards,1998,SG,32,9,0.521,21.9,0.2,0.5217391304347826,0.717391304347826,0.6304347826086957,1.8695652173913042
Bo Outlaw,1998,PF,26,5,0.575,13.3,3.4,0.05263157894736842,0.15789473684210525,0.05263157894736842,0.2631578947368421
Bob Sura,1998,SG,24,3,0.463,18.7,0,0.9130434782608695,0.4782608695652174,0.7608695652173914,2.1521739130434785
Bobby Jackson,1998,PG,24,1,0.453,23.5,-0.3,0.9038461538461539,0.8461538461538461,0.8269230769230769,2.5769230769230766
