player,season,pos,age,experience,ts_percent,usg_percent,vorp,ts_rank,usg_rank,vorp_rank,empty_stats
Bobby Phills,1998,SG,28,7,0.523,17.7,0.7,0.5,0.32608695652173914,0.45652173913043476,1.2826086956521738
Brent Price,1998,PG,29,5,0.575,15.8,0,0.09615384615384616,0.19230769230769232,0.7307692307692307,1.0192307692307692
Brevin Knight,1998,PG,22,1,0.515,16.7,3.5,0.5576923076923077,0.3076923076923077,0.15384615384615385,1.0192307692307692
Brian Grant,1998,SF,25,4,0.561,18.1,1.2,0.17543859649122806,0.2631578947368421,0.3684210526315789,0.8070175438596491
Bruce Bowen,1998,SF,26,2,0.483,13.4,0.5,0.8771929824561403,0.07017543859649122,0.7192982456140351,1.6666666666666665
Bryant Reeves,1998,C,24,3,0.559,21.8,0.5,0.15517241379310345,0.7758620689655172,0.39655172413793105,1.3275862068965516
Bryon Russell,1998,SF,27,5,0.57,15.2,1.6,0.08771929824561403,0.12280701754385964,0.2982456140350877,0.5087719298245614
Buck Williams,1998,PF,37,17,0.56,13.9,0.2,0.24561403508771928,0.19298245614035087,0.5614035087719298,1
Calbert Cheaney,1998,SG,26,5,0.488,18.4,0,0.8043478260869565,0.391304347826087,0.7608695652173914,1.9565217391304348
Carl Herrera,1998,PF,31,7,0.437,21.1,-0.4,0.9824561403508771,0.6140350877192983,0.8421052631578947,2.43859649122807
Cedric Henderson,1998,SF,22,1,0.514,17.8,0.3,0.6491228070175439,0.22807017543859648,0.7368421052631579,1.6140350877192984
Charles Barkley,1998,PF,34,14,0.564,21.6,2.7,0.21052631578947367,0.6491228070175439,0.08771929824561403,0.9473684210526316
Charles Oakley,1998,PF,34,13,0.475,15,2.1,0.9122807017543859,0.24561403508771928,0.19298245614035087,1.3508771929824561
Charlie Ward,1998,PG,27,4,0.567,15,3.6,0.11538461538461539,0.11538461538461539,0.11538461538461539,0.34615384615384615
Cherokee Parks,1998,C,25,3,0.533,15.4,-0.1,0.3103448275862069,0.39655172413793105,0.5689655172413793,1.2758620689655173
Chris Anstey,1998,C,23,1,0.455,20.5,-0.1,0.8793103448275862,0.6896551724137931,0.5689655172413793,2.137931034482759
Chris Carr,1998,SG,23,3,0.509,21.5,-0.3,0.6739130434782609,0.6739130434782609,0.8478260869565217,2.1956521739130435
Chris Childs,1998,PG,30,4,0.524,15,0.7,0.4230769230769231,0.11538461538461539,0.5576923076923077,1.0961538461538463
Chris Dudley,1998,C,32,11,0.428,12.4,-0.2,0.9655172413793104,0.13793103448275862,0.6551724137931034,1.7586206896551724
Chris Gatling,1998,PF,30,7,0.496,24.3,0,0.7719298245614035,0.8771929824561403,0.6491228070175439,2.2982456140350873
Chris Mills,1998,SF,28,5,0.512,18.6,0.9,0.6666666666666666,0.3157894736842105,0.49122807017543857,1.4736842105263157
Chris Morris,1998,SF,32,10,0.498,23,0.1,0.7894736842105263,0.7543859649122807,0.7719298245614035,2.3157894736842106
Chris Mullin,1998,SF,34,13,0.607,19.3,3.5,0.017543859649122806,0.42105263157894735,0.03508771929824561,0.47368421052631576
Chris Webber,1998,C,24,5,0.523,26.5,4.7,0.41379310344827586,0.9310344827586207,0.017241379310344827,1.3620689655172413
Chris Whitney,1998,PG,26,5,0.512,19.7,0.6,0.5961538461538461,0.5961538461538461,0.5769230769230769,1.7692307692307692
Christian Laettner,1998,PF,28,6,0.576,21.7,2.5,0.03508771929824561,0.6666666666666666,0.10526315789473684,0.8070175438596491
Chuck Person,1998,PF,33,11,0.494,15.5,0.1,0.8070175438596491,0.2982456140350877,0.5964912280701754,1.7017543859649122
Chucky Brown,1998,SF,29,9,0.472,17.8,-0.4,0.9298245614035088,0.22807017543859648,0.9473684210526315,2.1052631578947367
Clifford Robinson,1998,SF,31,9,0.538,22.9,1.8,0.3333333333333333,0.7192982456140351,0.21052631578947367,1.263157894736842
Clyde Drexler,1998,SG,35,15,0.531,25.7,3.3,0.41304347826086957,0.9130434782608695,0.1956521739130435,1.5217391304347825
Corey Beck,1998,PG,26,2,0.516,16,-0.2,0.5384615384615384,0.23076923076923078,0.7884615384615384,1.5576923076923075
Corie Blount,1998,PF,29,5,0.572,11.7,0,0.12280701754385964,0.08771929824561403,0.6491228070175439,0.8596491228070176
Corliss Williamson,1998,SF,24,3,0.527,24.1,1.1,0.47368421052631576,0.8596491228070176,0.38596491228070173,1.719298245614035
Dale Davis,1998,C,28,7,0.546,14.2,1.8,0.1896551724137931,0.3275862068965517,0.1896551724137931,0.7068965517241379
Dale Ellis,1998,SF,37,15,0.612,20,1.8,0,0.47368421052631576,0.21052631578947367,0.6842105263157894
Dan Majerle,1998,SG,32,10,0.562,12.7,2.1,0.21739130434782608,0,0.2391304347826087,0.4565217391304348
Dana Barros,1998,PG,30,9,0.583,20,2.3,0.038461538461538464,0.6730769230769231,0.25,0.9615384615384616
Danny Ferry,1998,PF,31,8,0.479,15.9,-0.1,0.8771929824561403,0.3333333333333333,0.7017543859649122,1.912280701754386
Danny Fortson,1998,PF,21,1,0.537,23.1,-1.4,0.42105263157894735,0.7894736842105263,1,2.2105263157894735
Danny Manning,1998,PF,31,10,0.554,24.1,2.1,0.3157894736842105,0.8421052631578947,0.19298245614035087,1.3508771929824561
Danny Schayes,1998,C,38,17,0.479,17.5,-0.4,0.7586206896551724,0.5689655172413793,0.7758620689655172,2.103448275862069
Darrell Armstrong,1998,PG,29,4,0.509,20.2,1,0.6153846153846154,0.75,0.46153846153846156,1.826923076923077
Darrick Martin,1998,PG,26,4,0.509,18.9,-0.5,0.6153846153846154,0.46153846153846156,0.8846153846153846,1.9615384615384617
Darvin Ham,1998,SF,24,2,0.531,12.1,-0.3,0.42105263157894735,0.03508771929824561,0.8947368421052632,1.3508771929824561
David Robinson,1998,C,32,9,0.581,29.7,6.3,0.06896551724137931,0.9827586206896551,0,1.0517241379310345
David Wesley,1998,PG,27,5,0.532,19.8,1.9,0.34615384615384615,0.6153846153846154,0.3076923076923077,1.2692307692307692
David Wingate,1998,SG,34,12,0.491,16.1,-0.3,0.7391304347826086,0.17391304347826086,0.8478260869565217,1.7608695652173911
Dean Garrett,1998,C,31,2,0.465,12.6,-0.4,0.8103448275862069,0.15517241379310345,0.7758620689655172,1.7413793103448274
Dell Curry,1998,SG,33,12,0.536,24.3,0.5,0.3695652173913043,0.8478260869565217,0.5,1.7173913043478262
Dennis Rodman,1998,PF,36,12,0.459,8.7,1.3,0.9649122807017544,0,0.2807017543859649,1.2456140350877192
Derek Anderson,1998,SF,23,1,0.531,21.4,1.7,0.42105263157894735,0.5964912280701754,0.2631578947368421,1.280701754385965
Derek Fisher,1998,PG,23,2,0.533,14.1,0.9,0.3076923076923077,0.057692307692307696,0.4807692307692308,0.8461538461538463
Derek Harper,1998,SG,36,15,0.491,17.6,0.3,0.7391304347826086,0.30434782608695654,0.5869565217391305,1.6304347826086958
Derek Strong,1998,PF,29,7,0.497,22.8,0.4,0.7543859649122807,0.7719298245614035,0.47368421052631576,1.9999999999999998
Derrick Coleman,1998,PF,30,8,0.5,25.2,1.3,0.7192982456140351,0.8947368421052632,0.2807017543859649,1.8947368421052633
Derrick McKey,1998,SF,31,11,0.497,15.9,0.6,0.8070175438596491,0.15789473684210525,0.6491228070175439,1.6140350877192982
Detlef Schrempf,1998,SF,35,13,0.585,20.6,3.4,0.03508771929824561,0.543859649122807,0.05263157894736842,0.631578947368421
Dikembe Mutombo,1998,C,31,7,0.584,17.6,3.4,0.05172413793103448,0.603448275862069,0.06896551724137931,0.7241379310344828
Don Reid,1998,PF,24,3,0.574,11,0.2,0.08771929824561403,0.05263157894736842,0.5614035087719298,0.7017543859649122
Donyell Marshall,1998,SF,24,4,0.474,22.3,1.7,0.9122807017543859,0.6666666666666666,0.2631578947368421,1.8421052631578947
Doug Christie,1998,SG,27,6,0.53,21.5,1.7,0.43478260869565216,0.6739130434782609,0.30434782608695654,1.4130434782608696
Duane Ferrell,1998,SF,32,10,0.389,13.1,-0.3,1,0.05263157894736842,0.8947368421052632,1.9473684210526314
Eddie Johnson,1998,SF,38,16,0.524,20.3,0,0.5263157894736842,0.49122807017543857,0.7894736842105263,1.8070175438596492
Eddie Jones,1998,SG,26,4,0.592,19.5,4.4,0.043478260869565216,0.5434782608695652,0.06521739130434782,0.6521739130434782
Elden Campbell,1998,PF,29,8,0.527,22,0.3,0.49122807017543857,0.7017543859649122,0.5263157894736842,1.719298245614035
Eldridge Recasner,1998,SG,30,4,0.563,18.4,0.6,0.17391304347826086,0.391304347826087,0.4782608695652174,1.0434782608695654
Elliot Perry,1998,PG,28,6,0.485,19.2,-0.1,0.8269230769230769,0.5192307692307693,0.7692307692307693,2.1153846153846154
Emanual Davis,1998,PG,29,2,0.581,15.9,-0.3,0.057692307692307696,0.21153846153846154,0.8269230769230769,1.096153846153846
Eric Murdock,1998,PG,29,7,0.52,19.8,1.5,0.5,0.6153846153846154,0.34615384615384615,1.4615384615384617
Eric Piatkowski,1998,SG,27,4,0.591,18.4,0.9,0.06521739130434782,0.391304347826087,0.43478260869565216,0.8913043478260869
Eric Washington,1998,SG,23,1,0.478,17.9,-0.8,0.8478260869565217,0.34782608695652173,0.9347826086956522,2.130434782608696
Erick Dampier,1998,C,22,2,0.502,18.7,-0.3,0.4827586206896552,0.6206896551724138,0.7068965517241379,1.8103448275862069
Erick Strickland,1998,SG,24,2,0.429,21.3,-1.1,0.9782608695652174,0.6521739130434783,0.9565217391304348,2.586956521739131
Ervin Johnson,1998,C,30,5,0.564,14,1.3,0.10344827586206896,0.29310344827586204,0.25862068965517243,0.6551724137931034
Felton Spencer,1998,C,30,8,0.495,11.4,-0.8,0.5517241379310345,0.05172413793103448,0.9655172413793104,1.5689655172413794
Fred Hoiberg,1998,SG,25,3,0.517,14.9,0.5,0.5869565217391305,0.08695652173913043,0.5,1.173913043478261
Gary Payton,1998,PG,29,8,0.544,24.6,5.7,0.19230769230769232,0.9423076923076923,0,1.1346153846153846
George Lynch,1998,SF,27,5,0.526,20.5,0.7,0.49122807017543857,0.5263157894736842,0.5789473684210527,1.5964912280701755
George McCloud,1998,SF,30,8,0.507,19.2,0.6,0.6842105263157895,0.40350877192982454,0.6491228070175439,1.736842105263158
Gerald Wilkins,1998,SG,34,12,0.398,20.4,-1.5,1,0.5869565217391305,0.9782608695652174,2.5652173913043477
Glen Rice,1998,SF,30,9,0.568,25.1,2.4,0.10526315789473684,0.9122807017543859,0.14035087719298245,1.1578947368421053
Glenn Robinson,1998,SF,25,4,0.522,28.9,1.1,0.543859649122807,1,0.38596491228070173,1.9298245614035086
Grant Hill,1998,SF,25,4,0.52,27.3,5.6,0.5789473684210527,0.9649122807017544,0,1.543859649122807
Greg Anderson,1998,C,33,10,0.444,13.5,-0.1,0.9482758620689655,0.2413793103448276,0.5689655172413793,1.7586206896551726
Greg Anthony,1998,PG,30,7,0.545,21.6,1.2,0.17307692307692307,0.7692307692307693,0.4230769230769231,1.3653846153846154
Greg Foster,1998,C,29,8,0.483,16.8,-1.1,0.7241379310344828,0.5344827586206896,1,2.2586206896551726
Greg Minor,1998,SG,26,4,0.481,15.4,0.1,0.8260869565217391,0.10869565217391304,0.717391304347826,1.6521739130434783
Greg Ostertag,1998,C,24,3,0.494,13.5,0.3,0.5862068965517241,0.2413793103448276,0.4482758620689655,1.2758620689655173
Hakeem Olajuwon,1998,C,35,14,0.531,23.7,2.2,0.3448275862068966,0.8793103448275862,0.10344827586206896,1.3275862068965516
Harvey Grant,1998,SF,32,10,0.406,11.7,-0.4,0.9824561403508771,0.017543859649122806,0.9473684210526315,1.9473684210526314
Hersey Hawkins,1998,SG,31,10,0.594,14.8,3.4,0.021739130434782608,0.06521739130434782,0.17391304347826086,0.2608695652173913
Horace Grant,1998,C,32,11,0.488,16.9,2.2,0.6724137931034483,0.5517241379310345,0.10344827586206896,1.3275862068965516
Hot Rod Williams,1998,C,35,12,0.525,9.2,0.6,0.39655172413793105,0.017241379310344827,0.3793103448275862,0.7931034482758621
Howard Eisley,1998,PG,25,4,0.541,20,0.6,0.21153846153846154,0.6730769230769231,0.5769230769230769,1.4615384615384617
Hubert Davis,1998,SG,27,6,0.549,17.4,0,0.2391304347826087,0.2826086956521739,0.7608695652173914,1.2826086956521738
Isaiah Rider,1998,SG,26,5,0.514,26.1,1.5,0.6304347826086957,0.9347826086956522,0.34782608695652173,1.9130434782608696
J.R. Reid,1998,PF,29,8,0.517,18.2,-0.4,0.6140350877192983,0.42105263157894735,0.8421052631578947,1.8771929824561404
Jacque Vaughn,1998,PG,22,1,0.457,23,-0.6,0.8846153846153846,0.7884615384615384,0.9230769230769231,2.596153846153846
Jalen Rose,1998,SF,25,4,0.545,23.4,0.6,0.2807017543859649,0.7719298245614035,0.6491228070175439,1.7017543859649122
Jamal Mashburn,1998,SF,25,5,0.533,21.2,0.9,0.3684210526315789,0.5789473684210527,0.49122807017543857,1.4385964912280702
James Robinson,1998,PG,27,5,0.494,23.3,-0.3,0.7692307692307693,0.8269230769230769,0.8269230769230769,2.4230769230769234
Jamie Feick,1998,PF,23,2,0.472,13.1,0.1,0.9298245614035088,0.14035087719298245,0.5964912280701754,1.6666666666666665
Jaren Jackson,1998,SG,30,8,0.511,17.1,0.3,0.6521739130434783,0.2608695652173913,0.5869565217391305,1.5
Jason Kidd,1998,PG,24,4,0.502,17.6,4,0.6923076923076923,0.38461538461538464,0.057692307692307696,1.1346153846153846
Jayson Williams,1998,C,29,8,0.541,16.1,1.4,0.25862068965517243,0.46551724137931033,0.2413793103448276,0.9655172413793104
Jeff Hornacek,1998,SG,34,12,0.587,20.8,3.6,0.08695652173913043,0.6086956521739131,0.13043478260869565,0.8260869565217391
Jermaine O'Neal,1998,PF,19,2,0.498,18.2,-0.2,0.7368421052631579,0.42105263157894735,0.7192982456140351,1.8771929824561404
Jerome Williams,1998,PF,24,2,0.568,15,0.9,0.19298245614035087,0.24561403508771928,0.3508771929824561,0.7894736842105263
Jim McIlvaine,1998,C,25,4,0.477,12,-0.4,0.7758620689655172,0.1206896551724138,0.7758620689655172,1.6724137931034484
Joe Dumars,1998,SG,34,13,0.549,18.9,1.7,0.2391304347826087,0.5217391304347826,0.30434782608695654,1.065217391304348
Joe Kleine,1998,C,36,13,0.408,16,-0.5,1,0.43103448275862066,0.8275862068965517,2.258620689655172
Joe Wolf,1998,PF,33,10,0.347,10.8,-0.7,1,0.03508771929824561,0.9298245614035088,1.9649122807017545
John Starks,1998,SG,32,9,0.504,25.6,1.5,0.6956521739130435,0.8913043478260869,0.34782608695652173,1.934782608695652
John Stockton,1998,PG,35,14,0.628,19.3,3.6,0,0.5576923076923077,0.11538461538461539,0.6730769230769231
John Wallace,1998,SF,23,2,0.518,23.8,-0.6,0.6140350877192983,0.8070175438596491,0.9824561403508771,2.4035087719298245
Johnny Newman,1998,SF,34,12,0.547,23.9,-0.3,0.2631578947368421,0.8245614035087719,0.8947368421052632,1.9824561403508771
Jon Barry,1998,SG,28,6,0.518,16.4,0.2,0.5652173913043478,0.21739130434782608,0.6304347826086957,1.4130434782608696
Jud Buechler,1998,SF,29,8,0.554,14.7,0.7,0.21052631578947367,0.10526315789473684,0.5789473684210527,0.8947368421052632
Juwan Howard,1998,PF,24,4,0.515,23.2,0.7,0.6491228070175439,0.8070175438596491,0.40350877192982454,1.8596491228070176
Karl Malone,1998,PF,34,13,0.597,31.8,7.1,0,1,0,1
Keith Askins,1998,SF,30,8,0.426,10.7,0,0.9649122807017544,0,0.7894736842105263,1.7543859649122808
Keith Closs,1998,C,21,1,0.482,16.7,0,0.7413793103448276,0.5172413793103449,0.5344827586206896,1.793103448275862
Keith Van Horn,1998,PF,22,1,0.516,25.2,0.7,0.631578947368421,0.8947368421052632,0.40350877192982454,1.9298245614035086
Kelvin Cato,1998,C,23,1,0.496,14.7,0.4,0.5344827586206896,0.3448275862068966,0.43103448275862066,1.3103448275862069
Kendall Gill,1998,SF,29,8,0.486,19.8,2.3,0.8421052631578947,0.45614035087719296,0.15789473684210525,1.456140350877193
Kerry Kittles,1998,SG,23,2,0.525,21.2,3.7,0.4782608695652174,0.6304347826086957,0.08695652173913043,1.1956521739130435
Kevin Garnett,1998,PF,21,3,0.527,22.5,5,0.49122807017543857,0.7192982456140351,0.03508771929824561,1.2456140350877192
Kevin Johnson,1998,PG,31,11,0.555,18.6,0.8,0.15384615384615385,0.4230769230769231,0.5384615384615384,1.1153846153846154
Kevin Willis,1998,PF,35,13,0.555,24.1,0,0.2982456140350877,0.8421052631578947,0.6491228070175439,1.7894736842105263
Khalid Reeves,1998,PG,25,4,0.522,19.2,0,0.4807692307692308,0.5192307692307693,0.7307692307692307,1.7307692307692308
Kobe Bryant,1998,SF,19,2,0.548,27.2,1.8,0.22807017543859648,0.9473684210526315,0.21052631578947367,1.3859649122807016
Lamond Murray,1998,SF,24,4,0.548,22.1,1.6,0.22807017543859648,0.631578947368421,0.2982456140350877,1.1578947368421053
LaPhonso Ellis,1998,SF,27,6,0.484,22.9,-0.1,0.8596491228070176,0.7192982456140351,0.8771929824561403,2.456140350877193
Larry Johnson,1998,SF,28,7,0.539,22.1,1.6,0.2982456140350877,0.631578947368421,0.2982456140350877,1.2280701754385965
Lawrence Funderburke,1998,PF,27,1,0.534,21.3,0.4,0.43859649122807015,0.631578947368421,0.47368421052631576,1.543859649122807
Ledell Eackles,1998,SG,31,7,0.542,18.7,0,0.32608695652173914,0.4782608695652174,0.7608695652173914,1.565217391304348
Lee Mayberry,1998,PG,27,6,0.489,11.7,-0.8,0.8076923076923077,0,0.9807692307692307,1.7884615384615383
Lindsey Hunter,1998,PG,27,5,0.472,19,1.3,0.8461538461538461,0.4807692307692308,0.40384615384615385,1.7307692307692308
Lorenzen Wright,1998,C,22,2,0.49,15.4,-0.3,0.6379310344827587,0.39655172413793105,0.7068965517241379,1.7413793103448276
Luc Longley,1998,C,29,7,0.492,21.2,0.5,0.603448275862069,0.7241379310344828,0.39655172413793105,1.7241379310344827
Lucious Harris,1998,SG,27,5,0.475,14.4,0.1,0.8695652173913043,0.043478260869565216,0.717391304347826,1.6304347826086956
Malik Rose,1998,PF,23,2,0.485,22.6,-0.3,0.8245614035087719,0.7543859649122807,0.7719298245614035,2.3508771929824563
Malik Sealy,1998,SF,27,6,0.505,18.8,0.6,0.7017543859649122,0.3333333333333333,0.6491228070175439,1.6842105263157894
Marcus Camby,1998,C,23,2,0.448,21.6,0.2,0.9310344827586207,0.7586206896551724,0.5,2.189655172413793
Mario Bennett,1998,PF,24,2,0.573,21.8,0.3,0.10526315789473684,0.6842105263157895,0.5263157894736842,1.3157894736842106
Mario Elie,1998,SF,34,8,0.575,14.4,0.8,0.07017543859649122,0.08771929824561403,0.5263157894736842,0.6842105263157894
Mark Bryant,1998,C,32,10,0.545,13.3,-0.3,0.20689655172413793,0.20689655172413793,0.7068965517241379,1.1206896551724137
Mark Davis,1998,SF,24,3,0.489,18.8,0,0.8245614035087719,0.3333333333333333,0.7894736842105263,1.9473684210526316
Mark Hendrickson,1998,PF,23,2,0.468,12.4,-0.3,0.9473684210526315,0.12280701754385964,0.7719298245614035,1.8421052631578947
Mark Jackson,1998,PG,32,11,0.501,16.8,3.1,0.7115384615384616,0.34615384615384615,0.19230769230769232,1.25
Mark Price,1998,PG,33,12,0.518,23.7,0.6,0.5192307692307693,0.8653846153846154,0.5769230769230769,1.9615384615384615
Mark Strickland,1998,PF,27,3,0.572,19.4,0.5,0.12280701754385964,0.5614035087719298,0.43859649122807015,1.1228070175438596
Martin Müürsepp,1998,PF,23,2,0.528,18.9,0.1,0.47368421052631576,0.5263157894736842,0.5964912280701754,1.5964912280701755
Matt Bullard,1998,SF,30,7,0.581,16.8,1,0.05263157894736842,0.17543859649122806,0.45614035087719296,0.6842105263157894
Matt Geiger,1998,C,28,6,0.544,23.2,1.5,0.22413793103448276,0.8448275862068966,0.22413793103448276,1.293103448275862
Matt Maloney,1998,PG,26,2,0.539,14.9,0.1,0.25,0.09615384615384616,0.6730769230769231,1.0192307692307692
Maurice Taylor,1998,PF,21,1,0.521,26.1,-0.7,0.5789473684210527,0.9473684210526315,0.9298245614035088,2.4561403508771926
Michael Cage,1998,C,36,14,0.531,4.4,0.7,0.3448275862068966,0,0.3448275862068966,0.6896551724137931
Michael Curry,1998,SG,29,4,0.548,13.2,-0.5,0.2826086956521739,0.021739130434782608,0.8913043478260869,1.1956521739130435
Michael Finley,1998,SF,24,3,0.522,25.7,3.8,0.543859649122807,0.9298245614035088,0.017543859649122806,1.4912280701754388
Michael Jordan,1998,SG,34,13,0.533,33.7,7.1,0.391304347826087,1,0,1.391304347826087
Michael Stewart,1998,C,22,1,0.486,11.9,0.3,0.6896551724137931,0.08620689655172414,0.4482758620689655,1.2241379310344829
Mitch Richmond,1998,SG,32,10,0.569,27.8,3.7,0.15217391304347827,0.9782608695652174,0.08695652173913043,1.2173913043478262
Monty Williams,1998,SF,26,4,0.505,18.9,0,0.7017543859649122,0.3684210526315789,0.7894736842105263,1.8596491228070176
Mookie Blaylock,1998,PG,30,9,0.462,20.1,3.2,0.8653846153846154,0.7307692307692307,0.17307692307692307,1.7692307692307694
Nick Anderson,1998,SF,30,9,0.529,25,2.9,0.45614035087719296,0.8947368421052632,0.08771929824561403,1.4385964912280702
Nick Van Exel,1998,PG,26,5,0.538,19.8,2.4,0.2692307692307692,0.6153846153846154,0.23076923076923078,1.1153846153846154
Olden Polynice,1998,C,33,11,0.464,21.1,-0.2,0.8275862068965517,0.7068965517241379,0.6551724137931034,2.1896551724137927
Oliver Miller,1998,C,27,6,0.485,14.7,0.1,0.7068965517241379,0.3448275862068966,0.5172413793103449,1.5689655172413794
Othella Harrington,1998,PF,24,2,0.547,18.4,-0.3,0.3684210526315789,0.47368421052631576,0.7719298245614035,1.6140350877192982
P.J. Brown,1998,PF,28,5,0.522,15.3,1.7,0.5614035087719298,0.2807017543859649,0.24561403508771928,1.0877192982456139
Pete Chilcutt,1998,PF,29,7,0.526,14,0.5,0.5263157894736842,0.21052631578947367,0.43859649122807015,1.175438596491228
Pooh Richardson,1998,PG,31,9,0.411,14.4,-0.6,0.9807692307692307,0.07692307692307693,0.9230769230769231,1.9807692307692308
Randy Brown,1998,PG,29,7,0.428,15.6,0.1,0.9615384615384616,0.17307692307692307,0.6730769230769231,1.8076923076923077
Rasheed Wallace,1998,PF,23,3,0.564,18.2,2.4,0.21052631578947367,0.42105263157894735,0.15789473684210525,0.7894736842105263
Ray Allen,1998,SG,22,2,0.539,24.3,2.5,0.34782608695652173,0.8478260869565217,0.21739130434782608,1.4130434782608696
Reggie Geary,1998,PG,24,2,0.392,16.1,-0.2,1,0.2692307692307692,0.7884615384615384,2.0576923076923075
Reggie Jordan,1998,SG,30,4,0.515,15.9,0.4,0.6086956521739131,0.15217391304347827,0.5434782608695652,1.3043478260869565
Reggie Miller,1998,SG,32,11,0.619,23.9,4.8,0,0.8043478260869565,0.021739130434782608,0.8260869565217391
Reggie Slater,1998,PF,27,4,0.52,18.5,-1.1,0.5964912280701754,0.49122807017543857,0.9824561403508771,2.070175438596491
Rex Chapman,1998,SG,30,10,0.521,23.1,1.3,0.5217391304347826,0.782608695652174,0.391304347826087,1.6956521739130435
Rick Fox,1998,SF,28,7,0.564,17.5,1.1,0.12280701754385964,0.19298245614035087,0.38596491228070173,0.7017543859649122
Rick Mahorn,1998,C,39,17,0.49,11.9,-0.5,0.6379310344827587,0.08620689655172414,0.8275862068965517,1.5517241379310347
Rik Smits,1998,C,31,10,0.532,29.2,1.6,0.3275862068965517,0.9655172413793104,0.20689655172413793,1.5
Robert Horry,1998,PF,27,6,0.542,11.9,2.5,0.38596491228070173,0.10526315789473684,0.10526315789473684,0.5964912280701754
Rod Strickland,1998,PG,31,10,0.501,23.7,3.7,0.7115384615384616,0.8653846153846154,0.07692307692307693,1.653846153846154
Rodney Rogers,1998,SF,26,5,0.532,22.6,0.7,0.40350877192982454,0.6842105263157895,0.5789473684210527,1.6666666666666667
Rodrick Rhodes,1998,SF,24,1,0.439,20.4,-0.9,0.9473684210526315,0.5087719298245614,1,2.456140350877193
Ron Harper,1998,PG,34,12,0.503,16.7,2.3,0.6730769230769231,0.3076923076923077,0.25,1.2307692307692308
