player,season,pts_per_game,trb_per_game,ast_per_game,stl_per_game,blk_per_game,pts_as_percent_of_other_stats
Michael Curry,2002,4,2,1.5,0.6,0.1,0.48780487804878053
Michael Finley,2002,20.6,5.2,3.3,0.9,0.4,0.6776315789473685
Michael Jordan,2002,22.9,5.7,5.2,1.4,0.4,0.6432584269662922
Michael Olowokandi,2002,11.1,8.9,1.1,0.7,1.8,0.4703389830508474
Michael Redd,2002,11.4,3.3,1.4,0.6,0.1,0.6785714285714286
Mike Bibby,2002,13.7,2.8,5,1.1,0.2,0.6008771929824561
Mike Miller,2002,15.2,4.3,3.1,0.7,0.4,0.6413502109704641
Mitch Richmond,2002,4.1,1.5,0.9,0.3,0.1,0.5942028985507246
Monty Williams,2002,7.1,3.5,1.4,0.7,0.3,0.5461538461538461
Moochie Norris,2002,8.1,3,4.9,1,0,0.4764705882352941
Morris Peterson,2002,14,3.5,2.4,1.2,0.2,0.6572769953051644
Nazr Mohammed,2002,9.7,7.9,0.4,0.8,0.7,0.4974358974358974
Óscar Torres,2002,6,1.9,0.6,0.4,0.1,0.6666666666666666
Othella Harrington,2002,7.7,4.5,0.5,0.4,0.5,0.5661764705882353
P.J. Brown,2002,8.4,9.8,1.3,0.7,1,0.3962264150943396
Pat Garrity,2002,11.1,4.2,1.2,0.8,0.4,0.6271186440677966
Patrick Ewing,2002,6,4,0.5,0.3,0.7,0.5217391304347826
Pau Gasol,2002,17.6,8.9,2.7,0.5,2.1,0.5534591194968553
Paul Pierce,2002,26.1,6.9,3.2,1.9,1,0.6675191815856778
Peja Stojaković,2002,21.2,5.3,2.5,1.1,0.2,0.6996699669966996
Popeye Jones,2002,7,7.3,1.6,0.6,0.2,0.4191616766467066
Predrag Drobnjak,2002,6.8,3.4,0.8,0.3,0.5,0.5762711864406779
Quentin Richardson,2002,13.3,4.1,1.6,1,0.3,0.6551724137931034
Raja Bell,2002,3.4,1.5,1,0.3,0.1,0.5396825396825397
Rashard Lewis,2002,16.8,7,1.7,1.5,0.6,0.6086956521739131
Rasheed Wallace,2002,19.3,8.2,1.9,1.3,1.3,0.603125
Rasho Nesterović,2002,8.4,6.5,0.9,0.5,1.3,0.47727272727272724
Ray Allen,2002,21.8,4.5,3.9,1.3,0.3,0.6855345911949685
Reggie Miller,2002,16.5,2.8,3.2,1.1,0.1,0.6962025316455696
Richard Hamilton,2002,20,3.4,2.7,0.6,0.2,0.7434944237918216
Richard Jefferson,2002,9.4,3.7,1.8,0.8,0.6,0.5766871165644171
Rick Brunson,2002,2.1,1.2,1.9,0.4,0,0.37500000000000006
Rick Fox,2002,7.9,4.7,3.5,0.8,0.3,0.4593023255813953
Ricky Davis,2002,11.7,3,2.2,0.8,0.3,0.6499999999999999
Robert Horry,2002,6.8,5.9,2.9,1,1.1,0.3841807909604519
Robert Traylor,2002,3.7,3.1,0.6,0.4,0.6,0.44047619047619047
Rod Strickland,2002,10.4,3.1,6.1,1.1,0.1,0.4999999999999999
Rodney Buford,2002,9.4,4.3,1.1,0.7,0.2,0.5987261146496816
Ruben Patterson,2002,11.2,4,1.4,1.1,0.5,0.6153846153846154
Ryan Bowen,2002,4.9,4,0.7,1,0.5,0.4414414414414415
Sam Cassell,2002,19.7,4.2,6.7,1.2,0.2,0.6156250000000001
Sam Mitchell,2002,3.3,1.1,0.6,0.2,0.1,0.6226415094339622
Samaki Walker,2002,6.7,7,0.9,0.4,1.3,0.4110429447852761
Scot Pollard,2002,6.4,7.1,0.7,0.9,1,0.39751552795031053
Scott Padgett,2002,6.7,3.8,1.1,0.6,0.2,0.5403225806451614
Scottie Pippen,2002,10.6,5.2,5.9,1.6,0.6,0.4435146443514643
Sean Rooks,2002,3,2,0.4,0.2,0.3,0.5084745762711864
Shandon Anderson,2002,5,3,0.9,0.6,0.2,0.5154639175257733
Shane Battier,2002,14.4,5.4,2.8,1.6,1,0.5714285714285714
Shaquille O'Neal,2002,27.2,10.7,3,0.6,2,0.6252873563218391
Shareef Abdur-Rahim,2002,21.2,9,3.1,1.3,1.1,0.5938375350140056
Shawn Kemp,2002,6.1,3.8,0.7,0.6,0.4,0.5258620689655173
Shawn Marion,2002,19.1,9.9,2,1.8,1.1,0.5634218289085546
Speedy Claxton,2002,7.2,2.4,3,1.4,0.1,0.5106382978723405
Stacey Augmon,2002,4.6,2.9,1.3,0.7,0.2,0.4742268041237113
Stanislav Medvedenko,2002,4.7,2.2,0.6,0.4,0.2,0.5802469135802469
Stephon Marbury,2002,20.4,3.2,8.1,0.9,0.2,0.6219512195121951
Steve Kerr,2002,4.1,0.9,1,0.2,0,0.6612903225806451
Steve Nash,2002,17.9,3.1,7.7,0.6,0,0.6109215017064846
Steve Smith,2002,11.6,2.5,2,0.7,0.2,0.6823529411764706
Stromile Swift,2002,11.8,6.3,0.7,0.8,1.7,0.5539906103286385
Terence Morris,2002,3.8,3.1,0.9,0.3,0.4,0.4470588235294117
Terry Porter,2002,5.5,2.3,2.8,0.6,0.2,0.48245614035087725
Tim Duncan,2002,25.5,12.7,3.7,0.7,2.5,0.5654101995565409
Tim Thomas,2002,11.7,4.1,1.4,0.9,0.4,0.6324324324324325
Todd MacCulloch,2002,9.7,6.1,1.3,0.4,1.4,0.5132275132275134
Toni Kukoč,2002,9.9,3.7,3.6,0.8,0.3,0.540983606557377
Tony Battie,2002,6.9,6.5,0.5,0.8,0.9,0.4423076923076923
Tony Massenburg,2002,5.5,4.4,0.4,0.4,0.4,0.49549549549549543
Tony Parker,2002,9.2,2.6,4.3,1.2,0.1,0.5287356321839081
Tracy McGrady,2002,25.6,7.9,5.3,1.6,1,0.6183574879227054
Trenton Hassell,2002,8.7,3.3,2.2,0.7,0.6,0.5612903225806452
Troy Hudson,2002,11.7,1.8,3.1,0.7,0.1,0.6724137931034482
Troy Murphy,2002,5.9,3.9,0.9,0.4,0.3,0.5175438596491228
Tyrone Nesby,2002,6.3,4.5,1.3,0.9,0.3,0.4736842105263157
Tyronn Lue,2002,7.8,1.7,3.5,0.7,0,0.5693430656934306
Tyson Chandler,2002,6.1,4.8,0.8,0.4,1.3,0.4552238805970149
Vince Carter,2002,24.7,5.2,4,1.6,0.7,0.6823204419889503
Vitaly Potapenko,2002,4.6,4.4,0.4,0.5,0.2,0.4554455445544554
Vlade Divac,2002,11.1,8.4,3.7,1,1.2,0.43700787401574803
Vladimir Radmanović,2002,6.7,3.8,1.3,0.9,0.4,0.5114503816793893
Vladimir Stepania,2002,4.3,4,0.2,0.4,0.7,0.4479166666666667
Vonteego Cummings,2002,3.3,0.9,1,0.3,0.1,0.5892857142857143
Voshon Lenard,2002,11.5,2.6,1.8,0.8,0.4,0.6725146198830411
Wally Szczerbiak,2002,18.7,4.8,3.1,0.8,0.3,0.6750902527075812
Wesley Person,2002,15.1,3.8,2.2,1,0.5,0.668141592920354
Will Solomon,2002,5.2,1.1,1.5,0.6,0.1,0.611764705882353
Željko Rebrača,2002,6.9,3.9,0.5,0.4,1,0.5433070866141733
Zydrunas Ilgauskas,2002,11.1,5.4,1.1,0.3,1.4,0.5751295336787564
Aaron McKie,2003,9,4.4,3.5,1.6,0.1,0.48387096774193544
Aaron Williams,2003,6.2,4.1,1.1,0.3,0.7,0.5
Adonal Foyle,2003,5.4,6,0.5,0.5,2.5,0.36241610738255037
Adrian Griffin,2003,4.4,3.6,1.4,1,0.1,0.41904761904761906
Al Harrington,2003,12.2,6.2,1.5,0.9,0.4,0.5754716981132076
Alan Henderson,2003,4.8,4.9,0.5,0.4,0.4,0.43636363636363634
Allan Houston,2003,22.5,2.8,2.7,0.7,0.1,0.78125
Allen Iverson,2003,27.6,4.2,5.5,2.7,0.2,0.6865671641791045
Alvin Williams,2003,13.2,3.1,5.3,1.4,0.3,0.5665236051502145
Amar'e Stoudemire,2003,13.5,8.8,1,0.8,1.1,0.5357142857142857
Andre Miller,2003,13.6,4,6.7,1.2,0.1,0.53125
Andrei Kirilenko,2003,12,5.3,1.7,1.5,2.2,0.5286343612334802
Andrew DeClercq,2003,4.7,4.4,0.7,0.5,0.5,0.4351851851851852
Anfernee Hardaway,2003,10.6,4.4,4.1,1.1,0.4,0.5145631067961165
Antawn Jamison,2003,22.2,7,1.9,0.9,0.5,0.683076923076923
Anthony Johnson,2003,4.1,1.2,1.3,0.6,0.1,0.5616438356164384
Anthony Mason,2003,7.2,6.4,3.2,0.5,0.2,0.4114285714285714
Anthony Peeler,2003,7.7,2.9,3,0.9,0.2,0.5238095238095238
Antoine Walker,2003,20.1,7.2,4.8,1.5,0.4,0.5911764705882353
Antonio Daniels,2003,3.7,1.1,1.3,0.5,0.1,0.5522388059701493
Arvydas Sabonis,2003,6.1,4.3,1.8,0.8,0.6,0.44852941176470584
Ben Wallace,2003,6.9,15.4,1.6,1.4,3.2,0.24210526315789474
Bo Outlaw,2003,4.7,4.6,1.4,0.6,0.9,0.38524590163934425
Bobby Jackson,2003,15.2,3.7,3.1,1.2,0.1,0.6523605150214592
Bonzi Wells,2003,15.2,5.3,3.3,1.6,0.2,0.5937499999999999
Brad Miller,2003,13.1,8.3,2.6,0.9,0.6,0.5137254901960784
Brendan Haywood,2003,6.2,5,0.4,0.4,1.5,0.45925925925925926
Brent Barry,2003,10.3,4,5.1,1.5,0.2,0.4881516587677726
Brian Grant,2003,10.3,10.2,1.3,0.8,0.6,0.4439655172413793
Brian Scalabrine,2003,3.1,2.4,0.8,0.3,0.3,0.44927536231884063
Brian Shaw,2003,3.5,1.7,1.4,0.4,0.2,0.4861111111111111
Brian Skinner,2003,6,4.8,0.2,0.6,0.7,0.48780487804878053
Bruce Bowen,2003,7.1,2.9,1.4,0.8,0.5,0.5590551181102361
Bryon Russell,2003,4.5,3,1,1,0.1,0.46875
Calbert Cheaney,2003,8.6,3.5,2,0.8,0.2,0.5695364238410596
Carlos Boozer,2003,10,7.5,1.3,0.7,0.6,0.49751243781094523
Caron Butler,2003,15.4,5.1,2.7,1.8,0.4,0.6062992125984252
Casey Jacobsen,2003,5.1,1.2,1,0.5,0.1,0.6455696202531646
Charlie Ward,2003,7.2,2.7,4.6,1.2,0.2,0.45283018867924535
Chauncey Billups,2003,16.2,3.7,3.9,0.9,0.2,0.6506024096385543
Chris Andersen,2003,5.2,4.6,0.5,0.5,1,0.4406779661016949
Chris Webber,2003,23,10.5,5.4,1.6,1.3,0.5502392344497608
Christian Laettner,2003,8.3,6.6,3.1,1.1,0.5,0.42346938775510207
Chucky Atkins,2003,7.1,1.5,2.7,0.4,0.1,0.6016949152542372
Clarence Weatherspoon,2003,6.6,7.6,0.9,0.9,0.5,0.39999999999999997
Clifford Robinson,2003,12.2,3.9,3.3,1.1,1.1,0.5648148148148148
Corey Maggette,2003,16.8,5,1.9,0.9,0.3,0.674698795180723
Corliss Williamson,2003,12,4.4,1.3,0.5,0.3,0.6486486486486487
Courtney Alexander,2003,7.9,1.8,1.2,0.5,0.1,0.6869565217391305
Cuttino Mobley,2003,17.5,4.2,2.8,1.3,0.5,0.6653992395437263
Dale Davis,2003,7.4,7.2,1.2,0.7,0.9,0.4252873563218391
Damon Stoudamire,2003,6.9,2.6,3.5,0.7,0.1,0.5000000000000001
Dan Langhi,2003,3.1,1.5,0.4,0.3,0.1,0.5740740740740742
Danny Ferry,2003,1.9,1.2,0.3,0.1,0.1,0.5277777777777778
Darius Miles,2003,9.2,5.4,2.6,1,1,0.47916666666666663
Darrell Armstrong,2003,9.4,3.6,3.9,1.6,0.2,0.5026737967914439
Darvin Ham,2003,2.4,2,0.5,0.2,0.3,0.4444444444444444
David Robinson,2003,8.5,7.9,1,0.8,1.7,0.4271356783919598
David Wesley,2003,16.7,2.4,3.4,1.5,0.1,0.6929460580912863
Derek Anderson,2003,13.9,3.5,4.3,1.2,0.2,0.6017316017316018
Derek Fisher,2003,10.5,2.9,3.6,1.1,0.2,0.5737704918032787
Derrick Coleman,2003,9.4,7,1.4,0.8,1.1,0.4771573604060914
DeSagana Diop,2003,1.5,2.7,0.5,0.4,1,0.24590163934426226
DeShawn Stevenson,2003,4.6,1.4,0.7,0.4,0.1,0.6388888888888888
Devean George,2003,6.9,4,1.3,0.8,0.5,0.5111111111111111
Dion Glover,2003,9.7,3.7,1.9,0.9,0.2,0.5914634146341463
Dirk Nowitzki,2003,25.1,9.9,3,1.4,1,0.6212871287128714
Donnell Harvey,2003,7.9,5.3,1.3,0.6,0.4,0.5096774193548387
Donyell Marshall,2003,13.4,9,1.8,1.2,1.1,0.5056603773584906
Doug Christie,2003,9.4,4.3,4.7,2.3,0.5,0.44339622641509435
Earl Boykins,2003,8.8,1.3,3.3,0.6,0.1,0.624113475177305
Earl Watson,2003,5.5,2.1,2.8,1.1,0.2,0.4700854700854702
Eddie Griffin,2003,8.6,6,1.1,0.7,1.4,0.4831460674157304
Eddie Robinson,2003,5.7,3.1,1,1,0.2,0.5181818181818182
Eddy Curry,2003,10.5,4.4,0.5,0.2,0.8,0.6402439024390244
Elton Brand,2003,18.5,11.3,2.5,1.1,2.5,0.5153203342618384
Eric Piatkowski,2003,9.7,2.5,1.1,0.5,0.1,0.697841726618705
Eric Snow,2003,12.9,3.7,6.6,1.6,0.1,0.5180722891566264
Eric Williams,2003,9.1,4.7,1.7,1,0.2,0.5449101796407185
Erick Dampier,2003,8.2,6.6,0.7,0.3,1.9,0.4632768361581921
Erick Strickland,2003,6.5,2,2.9,0.5,0.1,0.5416666666666666
Ervin Johnson,2003,2.2,4.3,0.3,0.5,0.9,0.26829268292682934
Fred Hoiberg,2003,2.3,2.2,1.1,0.6,0.1,0.3650793650793651
Gary Trent,2003,6,3.6,1,0.4,0.3,0.5309734513274336
George Lynch,2003,4.5,4.4,1.3,0.8,0.2,0.40178571428571425
Gilbert Arenas,2003,18.3,4.7,6.3,1.5,0.2,0.5903225806451613
Glen Rice,2003,9,2.5,1,0.4,0.1,0.6923076923076923
Glenn Robinson,2003,20.8,6.6,3,1.3,0.4,0.6479750778816199
Greg Buckner,2003,6,2.9,1.3,1,0.2,0.5263157894736842
Greg Ostertag,2003,5.4,6.2,0.7,0.2,1.8,0.3776223776223776
Hedo Türkoğlu,2003,6.7,2.8,1.3,0.4,0.2,0.5877192982456141
Howard Eisley,2003,9.1,2.3,5.4,0.9,0.1,0.5112359550561798
Ira Newble,2003,7.7,3.7,1.4,0.7,0.4,0.5539568345323741
J.R. Bremer,2003,8.3,2.3,2.6,0.6,0,0.6014492753623188
Jacque Vaughn,2003,5.9,1.5,2.9,0.8,0,0.5315315315315315
Jake Voskuhl,2003,3.8,3.5,0.6,0.3,0.4,0.4418604651162791
Jalen Rose,2003,22.1,4.3,4.8,0.9,0.3,0.6820987654320988
Jamaal Magloire,2003,10.3,8.8,1.1,0.6,1.4,0.46396396396396394
Jamaal Tinsley,2003,7.8,3.6,7.5,1.7,0.2,0.37500000000000006
Jamal Crawford,2003,10.7,2.3,4.2,1,0.3,0.5783783783783784
Jamal Mashburn,2003,21.6,6.1,5.6,1,0.2,0.6260869565217391
Jason Collins,2003,5.7,4.5,1.1,0.6,0.5,0.4596774193548388
Jason Kidd,2003,18.7,6.3,8.9,2.2,0.3,0.5137362637362637
Jason Richardson,2003,15.6,4.6,3,1.1,0.3,0.6341463414634145
Jason Terry,2003,17.2,3.4,7.4,1.6,0.2,0.5771812080536912
Jason Williams,2003,12.1,2.8,8.3,1.2,0.1,0.49387755102040815
Jay Williams,2003,9.5,2.6,4.7,1.1,0.2,0.5248618784530387
Jeff Foster,2003,2.1,3.6,0.7,0.4,0.3,0.29577464788732394
Jeff McInnis,2003,5.8,1.3,2.3,0.3,0,0.5979381443298969
Jelani McCoy,2003,6.8,5.3,0.6,0.4,0.9,0.4857142857142857
Jermaine O'Neal,2003,20.8,10.3,2,0.9,2.3,0.5730027548209367
Jerome Williams,2003,9.7,9.2,1.3,1.6,0.4,0.4369369369369369
Jerry Stackhouse,2003,21.5,3.7,4.5,0.9,0.4,0.6935483870967742
Jeryl Sasser,2003,2.6,2.5,0.9,0.6,0.2,0.3823529411764706
Jim Jackson,2003,7.7,4.2,1.9,0.5,0.1,0.5347222222222222
Joe Johnson,2003,9.8,3.2,2.6,0.8,0.2,0.5903614457831327
John Salmons,2003,2.1,0.9,0.7,0.3,0.1,0.5121951219512195
John Stockton,2003,10.8,2.5,7.7,1.7,0.2,0.4716157205240175
Jon Barry,2003,6.9,2.3,2.6,0.8,0.2,0.5390625000000001
Juaquin Hawkins,2003,2.3,1.3,0.8,0.5,0.1,0.46
Jumaine Jones,2003,9.8,5.1,1.4,0.8,0.3,0.5632183908045977
Junior Harrington,2003,5.1,3,3.4,1,0.2,0.4015748031496063
Juwan Howard,2003,18.4,7.6,3,1,0.4,0.6052631578947368
Kareem Rush,2003,3,1.2,0.9,0.1,0.1,0.5660377358490566
Karl Malone,2003,20.6,7.8,4.7,1.7,0.4,0.5852272727272727
Keith Van Horn,2003,15.9,7.1,1.3,0.9,0.4,0.6210937500000001
Kelvin Cato,2003,4.5,5.9,0.3,0.5,1.2,0.3629032258064516
Kendall Gill,2003,8.7,3,1.9,1,0.2,0.5878378378378378
Kenyon Martin,2003,16.7,8.3,2.4,1.3,0.9,0.5641891891891893
Keon Clark,2003,6.7,5.6,1,0.5,1.9,0.42675159235668786
Kerry Kittles,2003,13,3.9,2.6,1.6,0.5,0.6018518518518519
Kevin Garnett,2003,23,13.4,6,1.4,1.6,0.5066079295154186
Kevin Willis,2003,4.2,3.2,0.3,0.3,0.3,0.5060240963855421
Kobe Bryant,2003,30,6.9,5.9,2.2,0.8,0.6550218340611355
Kurt Thomas,2003,14,7.9,2,1,1.2,0.5363984674329503
Kwame Brown,2003,7.4,5.3,0.7,0.6,1,0.4933333333333334
Larry Hughes,2003,12.8,4.6,3.1,1.3,0.4,0.5765765765765766
Latrell Sprewell,2003,16.4,3.9,4.5,1.4,0.3,0.618867924528302
Lorenzen Wright,2003,11.4,7.5,1.1,0.7,0.8,0.5302325581395348
Lucious Harris,2003,10.3,3,2,0.7,0.1,0.639751552795031
Malik Allen,2003,9.6,5.3,0.7,0.5,1,0.5614035087719299
Malik Rose,2003,10.4,6.4,1.6,0.7,0.5,0.5306122448979592
Manu Ginóbili,2003,7.6,2.3,2,1.4,0.2,0.562962962962963
Marc Jackson,2003,5.5,2.9,0.5,0.3,0.4,0.5729166666666666
Mark Jackson,2003,4.7,2.1,4.6,0.6,0,0.39166666666666666
Marko Jarić,2003,7.4,2.4,2.9,1.5,0.2,0.513888888888889
Matt Harpring,2003,17.6,6.6,1.7,0.9,0.2,0.6518518518518519
Maurice Taylor,2003,8.4,3.6,1,0.3,0.3,0.6176470588235293
Mehmet Okur,2003,6.9,4.7,1,0.3,0.5,0.5149253731343283
Metta World Peace,2003,15.5,5.2,2.9,2.3,0.7,0.5827067669172933
Michael Bradley,2003,5,6.1,1,0.2,0.5,0.39062500000000006
Michael Curry,2003,3,1.6,1.3,0.6,0.1,0.45454545454545464
Michael Doleac,2003,4.4,2.9,0.6,0.2,0.2,0.530120481927711
Michael Finley,2003,19.3,5.8,3,1.1,0.3,0.6542372881355931
Michael Jordan,2003,20,6.1,3.8,1.5,0.5,0.6269592476489028
Michael Redd,2003,15.1,4.5,1.4,1.2,0.2,0.6741071428571429
Mike Batiste,2003,6.4,3.4,0.7,0.6,0.2,0.5663716814159293
Mike Dunleavy,2003,5.7,2.6,1.3,0.6,0.2,0.5480769230769231
Mike James,2003,7.8,1.9,3.2,0.8,0.1,0.5652173913043479
Milt Palacio,2003,5,2.9,3.2,0.9,0.2,0.40983606557377045
Moochie Norris,2003,4.4,1.9,2.4,0.7,0,0.46808510638297873
Morris Peterson,2003,14.1,4.4,2.3,1.1,0.4,0.632286995515695
Nenê,2003,10.5,6.1,1.9,1.6,0.8,0.5023923444976076
Nick Van Exel,2003,12.5,2.8,4.3,0.6,0.1,0.6157635467980295
Nikoloz Tskitishvili,2003,3.9,2.2,1.1,0.4,0.4,0.4875
Othella Harrington,2003,7.7,6.4,0.8,0.2,0.3,0.49999999999999994
P.J. Brown,2003,10.7,9,1.9,0.9,1,0.45531914893617026
Pat Burke,2003,4.3,2.4,0.4,0.3,0.4,0.5512820512820513
Pat Garrity,2003,10.7,3.8,1.5,0.8,0.2,0.6294117647058823
Pau Gasol,2003,19,8.8,2.8,0.4,1.8,0.5792682926829269
Paul Pierce,2003,25.9,7.3,4.4,1.8,0.8,0.6442786069651742
Peja Stojaković,2003,19.2,5.5,2,1,0.1,0.6906474820143884
Predrag Drobnjak,2003,9.4,3.9,1,0.6,0.5,0.6103896103896104
Quentin Richardson,2003,9.4,4.8,0.9,0.6,0.2,0.5911949685534592
Raef LaFrentz,2003,9.3,4.8,0.8,0.5,1.3,0.5568862275449101
Raja Bell,2003,3.1,1.9,0.8,0.7,0.1,0.4696969696969697
Rashard Lewis,2003,18.1,6.5,1.7,1.3,0.5,0.6441281138790036
Rasheed Wallace,2003,18.1,7.4,2.1,0.9,1,0.6135593220338984
Rasho Nesterović,2003,11.2,6.5,1.5,0.5,1.5,0.5283018867924528
Rasual Butler,2003,7.5,2.6,1.3,0.3,0.6,0.6097560975609756
Reggie Evans,2003,3.2,6.6,0.5,0.6,0.2,0.2882882882882883
Reggie Miller,2003,12.6,2.5,2.4,0.9,0.1,0.681081081081081
Richard Hamilton,2003,19.7,3.9,2.5,0.8,0.2,0.7269372693726938
Richard Jefferson,2003,15.5,6.4,2.5,1,0.6,0.5961538461538461
Rick Fox,2003,9,4.3,3.3,0.9,0.2,0.5084745762711864
Ricky Davis,2003,20.6,4.9,5.5,1.6,0.5,0.622356495468278
Robert Horry,2003,6.5,6.4,2.9,1.2,0.8,0.3651685393258427
Robert Traylor,2003,3.9,3.8,0.7,0.7,0.5,0.40625000000000006
Rodney Rogers,2003,7,3.9,1.6,0.7,0.5,0.5109489051094891
Rodney White,2003,9,3,1.7,0.6,0.4,0.6122448979591837
Ron Mercer,2003,7.7,2.1,1.6,0.7,0.2,0.6260162601626017
Ruben Patterson,2003,8.3,3.4,1.3,0.9,0.4,0.5804195804195804
Ryan Bowen,2003,3.6,2.5,0.9,1,0.5,0.4235294117647059
Sam Cassell,2003,19.7,4.4,5.8,1.1,0.2,0.6314102564102563
Samaki Walker,2003,4.4,5.5,1,0.3,0.8,0.36666666666666664
Scott Padgett,2003,5.7,3.3,1,0.5,0.3,0.5277777777777778
Scott Williams,2003,4,2.8,0.3,0.4,0.3,0.5128205128205129
Scottie Pippen,2003,10.8,4.3,4.5,1.6,0.4,0.5
Sean Rooks,2003,4.2,3.1,1,0.5,0.6,0.44680851063829785
Shandon Anderson,2003,8.4,3.1,1.1,0.9,0.2,0.6131386861313869
Shane Battier,2003,9.7,4.4,1.3,1.3,1.1,0.544943820224719
Shaquille O'Neal,2003,27.5,11.1,3.1,0.6,2.4,0.6152125279642058
Shareef Abdur-Rahim,2003,19.9,8.4,3,1.1,0.5,0.6048632218844985
Shawn Bradley,2003,6.7,5.9,0.7,0.8,2.1,0.4135802469135802
Shawn Kemp,2003,6.8,5.7,0.7,0.8,0.4,0.4722222222222222
Shawn Marion,2003,21.2,9.5,2.4,2.3,1.2,0.5792349726775956
Smush Parker,2003,6.2,1.8,2.5,0.7,0.2,0.5438596491228072
Stacey Augmon,2003,3,1.7,1,0.4,0.1,0.48387096774193544
Stanislav Medvedenko,2003,4.4,2.4,0.3,0.2,0.1,0.5945945945945946
Stephen Jackson,2003,11.8,3.6,2.3,1.6,0.4,0.5989847715736041
Stephon Marbury,2003,22.3,3.2,8.1,1.3,0.2,0.6353276353276354
Steve Francis,2003,21,6.2,6.2,1.7,0.5,0.5898876404494382
Steve Kerr,2003,4,0.8,0.9,0.4,0,0.6557377049180327
Steve Nash,2003,17.7,2.9,7.3,1,0.1,0.6103448275862069
Stromile Swift,2003,9.7,5.7,0.7,0.8,1.6,0.5243243243243243
Theo Ratliff,2003,8.7,7.5,0.9,0.7,3.2,0.4142857142857143
Tim Duncan,2003,23.3,12.9,3.9,0.7,2.9,0.5331807780320366
Tim Thomas,2003,13.3,4.9,1.3,0.9,0.6,0.6333333333333333
Toni Kukoč,2003,11.6,4.2,3.7,1.3,0.5,0.5446009389671361
Tony Battie,2003,7.3,6.5,0.7,0.5,1.2,0.4506172839506173
Tony Delk,2003,9.8,3.5,2.2,1.1,0.1,0.5868263473053892
Tony Massenburg,2003,4.7,2.7,0.3,0.3,0.3,0.5662650602409638
Tony Parker,2003,15.5,2.6,5.3,0.9,0,0.6378600823045267
Tracy McGrady,2003,32.1,6.5,5.5,1.7,0.8,0.6888412017167382
Travis Best,2003,8.4,2,3.5,0.6,0.1,0.5753424657534247
Trenton Hassell,2003,4.2,3.1,1.8,0.5,0.7,0.4077669902912621
Troy Hudson,2003,14.2,2.3,5.7,0.8,0.1,0.6147186147186147
Troy Murphy,2003,11.7,10.2,1.3,0.8,0.4,0.47950819672131145
Tyronn Lue,2003,8.6,2,3.5,0.6,0,0.5850340136054422
Tyson Chandler,2003,9.2,6.9,1,0.5,1.4,0.4842105263157894
Vincent Yarbrough,2003,6.9,2.7,2.2,1,0.6,0.5149253731343284
Vlade Divac,2003,9.9,7.2,3.4,1,1.3,0.4342105263157895
Vladimir Radmanović,2003,10.1,4.5,1.3,0.9,0.3,0.5906432748538011
Vladimir Stepania,2003,5.6,7,0.3,0.6,0.5,0.39999999999999997
Voshon Lenard,2003,14.3,3.4,2.3,0.9,0.3,0.6745283018867925
Walt Williams,2003,5.5,3.1,0.9,0.6,0.4,0.5238095238095238
Walter McCarty,2003,6.1,3.5,1.3,1,0.3,0.49999999999999994
Wesley Person,2003,11,2.9,1.7,0.6,0.3,0.6666666666666666
Yao Ming,2003,13.5,8.2,1.7,0.4,1.8,0.52734375
Zach Randolph,2003,8.4,4.5,0.5,0.5,0.2,0.5957446808510639
Zydrunas Ilgauskas,2003,17.2,7.5,1.6,0.7,1.9,0.5951557093425606
Aaron McKie,2004,9.2,3.4,2.6,1.1,0.3,0.5542168674698794
Aaron Williams,2004,6.3,4.1,1.1,0.5,0.6,0.5000000000000001
Al Harrington,2004,13.3,6.4,1.7,1,0.3,0.5859030837004405
Amal McCaskill,2004,1.9,2.3,0.3,0.2,0.3,0.38000000000000006
Andre Miller,2004,14.8,4.5,6.1,1.7,0.3,0.5401459854014599
Andrei Kirilenko,2004,16.5,8.1,3.1,1.9,2.8,0.5092592592592593
Andrew DeClercq,2004,3.2,4.5,0.6,0.7,0.5,0.3368421052631579
Antawn Jamison,2004,14.8,6.3,0.9,1,0.4,0.6324786324786326
Anthony Johnson,2004,6.2,1.8,2.8,0.9,0.1,0.5254237288135593
Anthony Peeler,2004,5.7,2,1.6,0.7,0.1,0.5643564356435644
Antoine Walker,2004,14,8.3,4.5,0.8,0.8,0.4929577464788732
Antonio Daniels,2004,8,2,4.2,0.6,0.1,0.5369127516778524
Austin Croshere,2004,5,3.2,0.7,0.3,0.2,0.5319148936170214
Baron Davis,2004,22.9,4.3,7.5,2.4,0.4,0.6106666666666666
Ben Wallace,2004,9.5,12.4,1.7,1.8,3,0.3345070422535211
Bo Outlaw,2004,4.6,4.2,1.1,0.9,0.9,0.3931623931623931
Boris Diaw,2004,4.5,4.5,2.4,0.8,0.5,0.3543307086614173
Brad Miller,2004,14.1,10.3,4.3,0.9,1.2,0.4577922077922078
Brendan Haywood,2004,7,5,0.6,0.4,1.3,0.4895104895104895
Brent Barry,2004,10.8,3.5,5.8,1.4,0.3,0.4954128440366973
Brian Cardinal,2004,9.6,4.2,1.4,0.9,0.3,0.5853658536585364
Brian Grant,2004,8.7,6.9,0.9,0.7,0.5,0.4915254237288135
Brian Scalabrine,2004,3.5,2.5,0.9,0.3,0.2,0.47297297297297297
Bruce Bowen,2004,6.9,3.1,1.4,1,0.4,0.5390625
