season,player,tm,g,mp,net_plus_minus_per_100_poss,g_percent,median,npm_diff
2007,Hakim Warrick,MEM,82,2152,-7.9,1,-0.75,-7.15
2008,Hakim Warrick,MEM,75,1754,-12.1,0.9146341463414634,-3,-9.1
2009,Rudy Gay,MEM,79,2945,-7.6,0.9634146341463414,-1.6999999999999997,-5.9
2010,Sam Young,MEM,80,1321,-9.1,0.975609756097561,1.05,-10.15
2011,Greivis Vásquez,MEM,70,860,-9.4,0.8536585365853658,-0.5,-8.9
2012,Marreese Speights,MEM,60,1345,-7.5,0.9090909090909091,-0.2,-7.3
2013,Darrell Arthur,MEM,59,970,-13.7,0.7195121951219512,1.5,-15.2
2014,Mike Miller,MEM,82,1707,-7.7,1,0.8,-8.5
2015,Jeff Green,MEM,45,1361,-7,0.5487804878048781,-1.25,-5.75
2016,Matt Barnes,MEM,76,2190,-5.5,0.926829268292683,2.9,-8.4
2017,Jarell Martin,MEM,42,558,-6.1,0.5121951219512195,0.5,-6.6
2018,Ben McLemore,MEM,56,1091,-9.9,0.6829268292682927,-1.1,-8.8
2019,JaMychal Green,MEM,41,900,-11.6,0.5,-0.7,-10.9
2020,Grayson Allen,MEM,38,718,-6.3,0.5205479452054794,-2.1,-4.199999999999999
2021,Tyus Jones,MEM,70,1222,-6.6,0.9722222222222222,0.5,-7.1
2022,Xavier Tillman Sr.,MEM,53,701,-7.4,0.6463414634146342,-0.15000000000000002,-7.25
1997,John Crotty,MIA,48,659,-9.5,0.5853658536585366,-0.9,-8.6
1998,Mark Strickland,MIA,51,847,-6.9,0.6219512195121951,-2.45,-4.45
1999,Mark Strickland,MIA,32,357,-7.1,0.64,-0.24999999999999978,-6.85
2000,Mark Strickland,MIA,58,663,-12.3,0.7073170731707317,1,-13.3
2001,Anthony Mason,MIA,80,3254,-4.5,0.975609756097561,0.75,-5.25
2002,Anthony Carter,MIA,46,1050,-10.6,0.5609756097560976,-1.9,-8.7
2003,Malik Allen,MIA,80,2318,-5.8,0.975609756097561,-1.9500000000000002,-3.8499999999999996
2004,Malik Allen,MIA,45,616,-5.7,0.5487804878048781,1.5,-7.2
2005,Michael Doleac,MIA,80,1175,-6.7,0.975609756097561,3.2,-9.9
2006,Jason Kapono,MIA,51,665,-13.7,0.6219512195121951,2.8,-16.5
2007,Gary Payton,MIA,68,1503,-8.5,0.8292682926829268,-0.3,-8.2
2008,Ricky Davis,MIA,82,2963,-5.1,1,-3.3,-1.7999999999999998
2009,Joel Anthony,MIA,65,1048,-5.1,0.7926829268292683,-0.5,-4.6
2010,Michael Beasley,MIA,78,2328,-6.7,0.9512195121951219,-1.4,-5.300000000000001
2011,Mike Miller,MIA,41,838,-12.3,0.5,-1.6,-10.700000000000001
2012,Norris Cole,MIA,65,1260,-12.4,0.9848484848484849,4.7,-17.1
2013,Rashard Lewis,MIA,55,792,-12,0.6707317073170732,1.0499999999999998,-13.05
2014,Udonis Haslem,MIA,46,653,-10.9,0.5609756097560976,-2.3499999999999996,-8.55
2015,Udonis Haslem,MIA,62,995,-5.8,0.7560975609756098,-0.14999999999999997,-5.6499999999999995
2016,Dwyane Wade,MIA,74,2258,-4.8,0.9024390243902439,-0.9,-3.9
2017,Rodney McGruder,MIA,78,1966,-1.5,0.9512195121951219,0.2,-1.7
2018,Hassan Whiteside,MIA,54,1364,-5,0.6585365853658537,-0.04999999999999999,-4.95
2019,James Johnson,MIA,55,1164,-5.7,0.6707317073170732,-0.5,-5.2
2020,Tyler Herro,MIA,55,1508,-8.4,0.7534246575342466,-0.85,-7.550000000000001
2021,KZ Okpala,MIA,37,447,-8.6,0.5138888888888888,-2.7,-5.8999999999999995
2022,Duncan Robinson,MIA,79,2043,-4.7,0.9634146341463414,1.4,-6.1
1997,Chucky Brown,MIL,60,674,-5,0.7317073170731707,-0.5,-4.5
1998,Andrew Lang,MIL,57,692,-13.4,0.6951219512195121,2,-15.4
1999,Vinny Del Negro,MIL,48,1093,-7.4,0.96,-3.45,-3.95
2000,Vinny Del Negro,MIL,67,1211,-10,0.8170731707317073,-1.6,-8.4
2001,Jason Caffey,MIL,70,1460,-9.4,0.8536585365853658,1.15,-10.55
2002,Glenn Robinson,MIL,66,2346,-4.7,0.8048780487804879,1.4,-6.1
2003,Anthony Mason,MIL,65,2119,-8.2,0.7926829268292683,-3.3,-4.8999999999999995
2004,Michael Redd,MIL,82,3021,-10.4,1,0.4,-10.8
2005,Marcus Fizer,MIL,54,903,-7.6,0.6585365853658537,1.2,-8.799999999999999
2006,Jiří Welsch,MIL,58,866,-11.9,0.7073170731707317,-0.3,-11.6
2007,Ersan İlyasova,MIL,66,973,-8,0.8048780487804879,1.5,-9.5
2008,Charlie Villanueva,MIL,76,1829,-4.5,0.926829268292683,-0.09999999999999999,-4.4
2009,Charlie Bell,MIL,70,1783,-3.7,0.8536585365853658,-1.5,-2.2
2010,Hakim Warrick,MIL,48,1024,-9.3,0.5853658536585366,-0.5,-8.8
2011,Larry Sanders,MIL,60,872,-10.1,0.7317073170731707,-0.6,-9.5
2012,Carlos Delfino,MIL,54,1537,-12,0.8181818181818182,0.5,-12.5
2013,Brandon Jennings,MIL,80,2897,-12.8,0.975609756097561,-0.5,-12.3
2014,O.J. Mayo,MIL,52,1346,-7.9,0.6341463414634146,-0.85,-7.050000000000001
2015,John Henson,MIL,67,1228,-4.6,0.8170731707317073,-1.05,-3.55
2016,John Henson,MIL,57,960,-3.4,0.6951219512195121,-1.5,-1.9
2017,Rashad Vaughn,MIL,41,458,-8.6,0.5,-2.8,-5.8
2018,Thon Maker,MIL,74,1238,-8.3,0.9024390243902439,-0.10000000000000009,-8.200000000000001
2019,Sterling Brown,MIL,58,1034,-10.8,0.7073170731707317,1.85,-12.65
2020,Robin Lopez,MIL,66,958,-10,0.9041095890410958,2.7,-12.7
2021,Bryn Forbes,MIL,70,1354,-5.5,0.9722222222222222,1.55,-7.05
2022,Jordan Nwora,MIL,62,1185,-9,0.7560975609756098,6,-15
1997,Stojko Vranković,MIN,53,766,-7.5,0.6463414634146342,-3.8,-3.7
1998,Tom Hammonds,MIN,57,1140,-5.4,0.6951219512195121,-1.6,-3.8000000000000003
1999,Dean Garrett,MIN,49,1054,-6.6,0.98,-2.9,-3.6999999999999997
2000,Anthony Peeler,MIN,82,2073,-9.3,1,1,-10.3
2001,Sam Mitchell,MIN,82,983,-9.3,1,-0.6,-8.700000000000001
2002,Gary Trent,MIN,64,1140,-9,0.7804878048780488,2.1500000000000004,-11.15
2003,Gary Trent,MIN,80,1222,-7.9,0.975609756097561,-1.3,-6.6000000000000005
2004,Gary Trent,MIN,68,1025,-14.4,0.8292682926829268,0.9,-15.3
2005,Latrell Sprewell,MIN,80,2450,-6,0.975609756097561,0.7,-6.7
2006,Mark Blount,MIN,42,1157,-5.7,0.5121951219512195,-1,-4.7
2007,Mark Blount,MIN,82,2544,-5.5,1,-1.3,-4.2
2008,Al Jefferson,MIN,82,2919,-10.9,1,-0.8,-10.1
2009,Ryan Gomes,MIN,82,2614,-5.1,1,-1.2,-3.8999999999999995
2010,Ryan Hollins,MIN,73,1223,-9.3,0.8902439024390244,0.04999999999999999,-9.350000000000001
2011,Martell Webster,MIN,46,1094,-6.3,0.5609756097560976,0.7,-7
2012,Wesley Johnson,MIN,65,1469,-5.5,0.9848484848484849,-1.4,-4.1
2013,Derrick Williams,MIN,78,1916,-4.7,0.9512195121951219,0.35,-5.05
2014,Luc Mbah a Moute,MIN,55,807,-11.7,0.6707317073170732,-3.9,-7.799999999999999
2015,Zach LaVine,MIN,77,1902,-9.6,0.9390243902439024,-1.4,-8.2
2016,Zach LaVine,MIN,82,2294,-6.7,1,0.9,-7.6000000000000005
2017,Zach LaVine,MIN,47,1749,-4.4,0.573170731707317,0.4,-4.800000000000001
2018,Gorgui Dieng,MIN,79,1333,-13.3,0.9634146341463414,2.3499999999999996,-15.65
2019,Gorgui Dieng,MIN,76,1031,-3.5,0.926829268292683,1.6,-5.1
2020,Keita Bates-Diop,MIN,37,646,-9,0.578125,0.6,-9.6
2021,Naz Reid,MIN,70,1347,-8.7,0.9722222222222222,-0.9,-7.799999999999999
2022,Naz Reid,MIN,77,1215,-8.7,0.9390243902439024,0.6,-9.299999999999999
1997,Jayson Williams,NJN,41,1432,-5.5,0.5,-1.85,-3.65
1998,Chris Gatling,NJN,57,1359,-3.7,0.6951219512195121,0.3,-4
1999,Kerry Kittles,NJN,46,1570,-12.3,0.92,-0.05000000000000002,-12.25
2000,Keith Van Horn,NJN,80,2782,-13,0.975609756097561,0.8,-13.8
2001,Aaron Williams,NJN,82,2336,-7,1,0.29999999999999993,-7.3
2002,Richard Jefferson,NJN,79,1917,-3,0.9634146341463414,-0.25,-2.75
2003,Aaron Williams,NJN,81,1597,-7.2,0.9878048780487805,-2.9,-4.300000000000001
2004,Aaron Williams,NJN,72,1337,-7.3,0.8780487804878049,2.4,-9.7
2005,Rodney Buford,NJN,64,1313,-11.9,0.7804878048780488,-3.8,-8.100000000000001
2006,Jacque Vaughn,NJN,80,1234,-12.1,0.975609756097561,-2.5,-9.6
2007,Clifford Robinson,NJN,50,955,-14.8,0.6097560975609756,0.5,-15.3
2008,Marcus Williams,NJN,53,854,-8.9,0.6463414634146342,-1.3,-7.6000000000000005
2009,Trenton Hassell,NJN,53,1094,-7.9,0.6463414634146342,1.45,-9.35
2010,Trenton Hassell,NJN,52,1106,-8.4,0.6341463414634146,0,-8.4
2011,Stephen Graham,NJN,59,959,-7.9,0.7195121951219512,-0.3,-7.6000000000000005
2012,MarShon Brooks,NJN,56,1648,-8.7,0.8484848484848485,0.2,-8.899999999999999
2003,Courtney Alexander,NOH,66,1360,-3.9,0.8048780487804879,0,-3.9
2004,David West,NOH,71,930,-5.5,0.8658536585365854,-2.6,-2.9
2005,J.R. Smith,NOH,76,1859,-6.9,0.926829268292683,0.6,-7.5
2008,Hilton Armstrong,NOH,65,732,-9.6,0.7926829268292683,-3.8,-5.8
2009,Antonio Daniels,NOH,61,733,-17.2,0.7439024390243902,-1.3,-15.899999999999999
2010,Morris Peterson,NOH,46,973,-5.1,0.5609756097560976,-0.1,-5
2011,Jarrett Jack,NOH,70,1375,-8.8,0.8536585365853658,-0.25,-8.55
2012,Jarrett Jack,NOH,45,1530,-10,0.6818181818181818,0.7999999999999999,-10.8
2013,Xavier Henry,NOH,50,625,-9.7,0.6097560975609756,0.35000000000000003,-10.049999999999999
2006,Desmond Mason,NOK,70,2102,-7.4,0.8536585365853658,-0.6,-6.800000000000001
2007,Cedric Simmons,NOK,43,534,-8.6,0.524390243902439,1.1,-9.7
2014,Greg Stiemsma,NOP,55,1007,-8.3,0.6707317073170732,-3.85,-4.450000000000001
2015,Luke Babbitt,NOP,63,830,-9.2,0.7682926829268293,-0.2,-9
2016,Ömer Aşık,NOP,68,1178,-6.7,0.8292682926829268,-1.15,-5.550000000000001
2017,Buddy Hield,NOP,57,1161,-7.4,0.6951219512195121,-0.35000000000000003,-7.050000000000001
2018,Cheick Diallo,NOP,52,581,-10.6,0.6341463414634146,-1.8,-8.799999999999999
2019,Solomon Hill,NOP,44,878,-6.7,0.5365853658536586,-1.95,-4.75
2020,Nicolò Melli,NOP,60,1042,-4.6,0.8333333333333334,-1.3,-3.3
2021,Nickeil Alexander-Walker,NOP,46,1007,-2.7,0.6388888888888888,0.8,-3.5
2022,Garrett Temple,NOP,59,1098,-17.9,0.7195121951219512,-0.2,-17.7
1997,Allan Houston,NYK,81,2681,-5.7,0.9878048780487805,-1,-4.7
1998,Chris Childs,NYK,68,1599,-5.8,0.8292682926829268,-2,-3.8
1999,Latrell Sprewell,NYK,37,1233,-7.1,0.74,-0.3,-6.8
2000,John Wallace,NYK,60,798,-9.3,0.7317073170731707,2.05,-11.350000000000001
2001,Larry Johnson,NYK,65,2105,-7.9,0.7926829268292683,-3.1,-4.800000000000001
2002,Allan Houston,NYK,77,2914,-8.1,0.9390243902439024,-3.4,-4.699999999999999
2003,Michael Doleac,NYK,75,1041,-4.7,0.9146341463414634,0.39999999999999997,-5.1000000000000005
2004,Shandon Anderson,NYK,80,1974,-6,0.975609756097561,1.25,-7.25
2005,Tim Thomas,NYK,71,1940,-4.5,0.8658536585365854,-0.6,-3.9
2006,Eddy Curry,NYK,72,1865,-8.8,0.8780487804878049,0.8500000000000001,-9.65
2007,Eddy Curry,NYK,81,2849,-8,0.9878048780487805,-1.7,-6.3
2008,Eddy Curry,NYK,59,1530,-11.9,0.7195121951219512,1.5,-13.4
2009,Wilson Chandler,NYK,82,2735,-4,1,-1.5,-2.5
2010,Al Harrington,NYK,72,2195,-2.1,0.8780487804878049,-0.15000000000000002,-1.9500000000000002
2011,Raymond Felton,NYK,54,2074,-3.6,0.6585365853658537,-0.35,-3.25
2012,Amar'e Stoudemire,NYK,47,1543,-10.5,0.7121212121212122,-0.8,-9.7
2013,Iman Shumpert,NYK,45,996,-5.2,0.5487804878048781,2.1,-7.300000000000001
2014,Tim Hardaway Jr.,NYK,81,1875,-9.6,0.9878048780487805,1.4500000000000002,-11.05
2015,Cole Aldrich,NYK,61,976,-7.3,0.7439024390243902,-2,-5.3
2016,Derrick Williams,NYK,80,1435,-7.6,0.975609756097561,0.4,-8
2017,Lance Thomas,NYK,46,968,-8,0.5609756097560976,-0.6,-7.4
2018,Courtney Lee,NYK,76,2310,-3.7,0.926829268292683,-0.35000000000000003,-3.35
2018,Lance Thomas,NYK,73,1353,-3.7,0.8902439024390244,-0.35000000000000003,-3.35
2019,Kevin Knox,NYK,75,2158,-11.3,0.9146341463414634,-1.2,-10.100000000000001
2020,Dennis Smith Jr.,NYK,34,537,-12.5,0.5151515151515151,2.4,-14.9
2021,Elfrid Payton,NYK,63,1484,-9.4,0.875,0.2,-9.6
2022,Julius Randle,NYK,72,2544,-9.5,0.8780487804878049,-1.7,-7.8
2009,Kevin Durant,OKC,74,2885,-8.5,0.9024390243902439,-1.7,-6.8
2010,Jeff Green,OKC,82,3043,-8.9,1,-1.3,-7.6000000000000005
2011,Russell Westbrook,OKC,82,2847,-8.5,1,-1.3,-7.2
2012,Kendrick Perkins,OKC,65,1744,-7.9,0.9848484848484849,-0.6499999999999999,-7.25
2013,Reggie Jackson,OKC,70,993,-3.5,0.8536585365853658,1.35,-4.85
2014,Kendrick Perkins,OKC,62,1207,-7,0.7560975609756098,1.65,-8.65
2015,Perry Jones,OKC,43,631,-14.6,0.524390243902439,2.25,-16.85
2016,Cameron Payne,OKC,57,698,-10.4,0.6951219512195121,-5.1,-5.300000000000001
2017,Semaj Christon,OKC,64,973,-9.2,0.7804878048780488,-0.4,-8.799999999999999
2018,Terrance Ferguson,OKC,61,763,-12.7,0.7439024390243902,-4.1,-8.6
2019,Abdel Nader,OKC,61,694,-15.2,0.7439024390243902,-0.3,-14.899999999999999
2020,Terrance Ferguson,OKC,56,1257,-9.4,0.7777777777777778,-1,-8.4
2021,Théo Maledon,OKC,65,1778,-12.8,0.9027777777777778,-7.85,-4.950000000000001
2022,Darius Bazley,OKC,69,1924,-6.4,0.8414634146341463,-0.3,-6.1000000000000005
1997,Brian Shaw,ORL,77,1867,-17,0.9390243902439024,-0.4,-16.6
1998,Gerald Wilkins,ORL,72,1252,-8.7,0.8780487804878049,-0.20000000000000007,-8.5
1999,Isaac Austin,ORL,49,1259,-6,0.98,-0.75,-5.25
2000,Monty Williams,ORL,75,1501,-6.9,0.9146341463414634,-1.75,-5.15
2001,John Amaechi,ORL,82,1710,-11.9,1,1,-12.9
2002,Jud Buechler,ORL,60,630,-11.3,0.7317073170731707,-3.1,-8.200000000000001
2003,Pat Burke,ORL,62,783,-16.4,0.7560975609756098,0.25000000000000006,-16.65
2004,Drew Gooden,ORL,79,2134,-11.1,0.9634146341463414,3,-14.1
2005,DeShawn Stevenson,ORL,55,1089,-7,0.6707317073170732,-2.1,-4.9
2006,DeShawn Stevenson,ORL,82,2648,-10.2,1,-2,-8.2
2007,Grant Hill,ORL,65,2009,-4.2,0.7926829268292683,-0.8,-3.4000000000000004
2008,Brian Cook,ORL,45,559,-4.4,0.5487804878048781,0.05,-4.45
2009,Marcin Gortat,ORL,63,794,-12.4,0.7682926829268293,-2.5,-9.9
2010,Marcin Gortat,ORL,81,1088,-7.1,0.9878048780487805,-1.5,-5.6
2011,Chris Duhon,ORL,51,774,-5.3,0.6219512195121951,-1.2,-4.1
2012,Earl Clark,ORL,45,559,-18.7,0.6818181818181818,-0.35,-18.349999999999998
2013,Maurice Harkless,ORL,76,1974,-8.5,0.926829268292683,0.6000000000000001,-9.1
2014,Arron Afflalo,ORL,73,2552,-5,0.8902439024390244,-0.25,-4.75
2015,Luke Ridnour,ORL,47,683,-5.5,0.573170731707317,-0.9,-4.6
2016,Evan Fournier,ORL,79,2566,-4.2,0.9634146341463414,0.4,-4.6000000000000005
2017,D.J. Augustin,ORL,78,1538,-13.1,0.9512195121951219,-2.9,-10.2
2018,Bismack Biyombo,ORL,82,1495,-12.3,1,1,-13.3
2019,Mo Bamba,ORL,47,766,-18.8,0.573170731707317,1.4500000000000002,-20.25
2020,Khem Birch,ORL,48,922,-8,0.6575342465753424,-0.4,-7.6
2021,Chasson Randle,ORL,41,837,-6.9,0.5694444444444444,-1.9000000000000001,-5
2022,R.J. Hampton,ORL,64,1402,-9.5,0.7804878048780488,-0.7,-8.8
1997,Michael Cage,PHI,82,1247,-7.3,1,-0.9,-6.3999999999999995
1998,Tim Thomas,PHI,77,1779,-4.1,0.9390243902439024,0.6,-4.699999999999999
1999,Aaron McKie,PHI,50,959,-6.4,1,1.6,-8
2000,Larry Hughes,PHI,50,1018,-5.4,0.6097560975609756,-1.15,-4.25
2001,Jumaine Jones,PHI,65,866,-6.4,0.7926829268292683,-1.4,-5
2002,Raja Bell,PHI,74,890,-8.8,0.9024390243902439,0,-8.8
2003,Todd MacCulloch,PHI,42,812,-7.4,0.5121951219512195,-0.75,-6.65
2004,Zendon Hamilton,PHI,46,473,-4.1,0.5609756097560976,-0.7,-3.3999999999999995
2005,Willie Green,PHI,57,1066,-7.2,0.6951219512195121,0.5,-7.7
2006,Kevin Ollie,PHI,70,1069,-9,0.8536585365853658,-0.8,-8.2
2007,Steven Hunter,PHI,70,1605,-8.3,0.8536585365853658,-3.1,-5.200000000000001
2008,Andre Miller,PHI,82,3016,-7,1,-1.65,-5.35
2009,Royal Ivey,PHI,71,861,-9.8,0.8658536585365854,-2.3,-7.500000000000001
2010,Marreese Speights,PHI,62,1016,-7.3,0.7560975609756098,-0.4,-6.8999999999999995
2011,Andrés Nocioni,PHI,54,931,-11.8,0.6585365853658537,1.2,-13
2012,Evan Turner,PHI,65,1713,-5.1,0.9848484848484849,1.2,-6.3
2013,Dorell Wright,PHI,79,1783,-4.1,0.9634146341463414,-1.1,-2.9999999999999996
2014,Elliot Williams,PHI,67,1157,-6.1,0.8170731707317073,-1.3,-4.8
2015,Henry Sims,PHI,73,1399,-4.3,0.8902439024390244,-0.4,-3.9
2016,Jahlil Okafor,PHI,53,1591,-9.4,0.6463414634146342,1.05,-10.450000000000001
2017,Jahlil Okafor,PHI,50,1134,-12.1,0.6097560975609756,-1.3,-10.799999999999999
2018,T.J. McConnell,PHI,76,1706,-11.1,0.926829268292683,-0.9500000000000002,-10.149999999999999
2019,Amir Johnson,PHI,51,529,-7.5,0.6219512195121951,-2.4,-5.1
2020,Shake Milton,PHI,40,805,-3.2,0.547945205479452,0.2,-3.4000000000000004
2021,Dwight Howard,PHI,69,1196,-11.9,0.9583333333333334,1.7000000000000002,-13.600000000000001
2022,Shake Milton,PHI,55,1179,-5.7,0.6707317073170732,-0.55,-5.15
1997,Steve Nash,PHO,65,684,-12.5,0.7926829268292683,2.45,-14.95
1998,Rex Chapman,PHO,68,2263,-6.5,0.8292682926829268,-1.4,-5.1
1999,Joe Kleine,PHO,31,374,-11.4,0.62,-1.4,-10
2000,Rex Chapman,PHO,53,957,-9.3,0.6463414634146342,-0.7,-8.600000000000001
2001,Jake Tsakalidis,PHO,57,947,-6.8,0.6951219512195121,-0.04999999999999999,-6.75
2002,John Wallace,PHO,46,490,-7.5,0.5609756097560976,0.5,-8
2003,Scott Williams,PHO,69,872,-7.6,0.8414634146341463,-0.4,-7.199999999999999
2004,Žarko Čabarkapa,PHO,49,570,-10.1,0.5975609756097561,0.9,-11
2005,Leandro Barbosa,PHO,63,1087,-12.1,0.7682926829268293,5.300000000000001,-17.4
2006,Eddie House,PHO,81,1421,-5,0.9878048780487805,3.6,-8.6
2007,Marcus Banks,PHO,45,503,-23.8,0.5487804878048781,2.65,-26.45
2008,Brian Skinner,PHO,66,844,-11.1,0.8048780487804879,4.1,-15.2
2009,Robin Lopez,PHO,60,614,-6.8,0.7317073170731707,-0.6499999999999999,-6.15
2010,Grant Hill,PHO,81,2430,-4.5,0.9878048780487805,-0.3,-4.2
2011,Goran Dragić,PHO,48,856,-12.4,0.5853658536585366,0,-12.4
2012,Hakim Warrick,PHO,35,503,-16.1,0.5303030303030303,-3.5999999999999996,-12.500000000000002
2013,Kendall Marshall,PHO,48,702,-8,0.5853658536585366,0.4,-8.4
2014,Archie Goodwin,PHO,52,533,-12.3,0.6341463414634146,-1.2,-11.100000000000001
2015,Archie Goodwin,PHO,41,535,-17.1,0.5,1.4,-18.5
2016,Tyson Chandler,PHO,66,1618,-7.5,0.8048780487804879,0.2,-7.7
2017,Brandon Knight,PHO,54,1140,-10.2,0.6585365853658537,2.75,-12.95
2018,Josh Jackson,PHO,77,1959,-5.6,0.9390243902439024,-0.8,-4.8
2019,Jamal Crawford,PHO,64,1211,-8.7,0.7804878048780488,1.05,-9.75
2020,Cheick Diallo,PHO,47,479,-7,0.6438356164383562,-1.1,-5.9
2021,Langston Galloway,PHO,40,438,-3.7,0.5555555555555556,0.8,-4.5
2022,Elfrid Payton,PHO,50,549,-12.3,0.6097560975609756,-1.5,-10.8
1997,Chris Dudley,POR,81,1840,-7.5,0.9878048780487805,-2.6,-4.9
1998,Kelvin Cato,POR,74,1007,-4.9,0.9024390243902439,-1.1,-3.8000000000000003
1999,Damon Stoudamire,POR,50,1673,-15,1,4,-19
2000,Stacey Augmon,POR,59,692,-14.3,0.7195121951219512,-0.5,-13.8
2001,Shawn Kemp,POR,68,1083,-8.5,0.8292682926829268,0.7,-9.2
2002,Shawn Kemp,POR,75,1232,-7.2,0.9146341463414634,0.19999999999999996,-7.4
2003,Jeff McInnis,POR,75,1311,-13.3,0.9146341463414634,0.35,-13.65
2004,Dale Davis,POR,76,1682,-6,0.926829268292683,0.45000000000000007,-6.45
2005,Sebastian Telfair,POR,68,1330,-5.4,0.8292682926829268,0.2,-5.6000000000000005
2006,Martell Webster,POR,61,1070,-5.6,0.7439024390243902,0.04999999999999999,-5.6499999999999995
2007,Jamaal Magloire,POR,81,1703,-4.8,0.9878048780487805,0,-4.8
2008,Jarrett Jack,POR,82,2229,-6.9,1,1.25,-8.15
2009,Channing Frye,POR,63,746,-17.6,0.7682926829268293,0.35,-17.950000000000003
2010,Juwan Howard,POR,73,1632,-9.6,0.8902439024390244,-1.15,-8.45
2011,Patty Mills,POR,64,783,-11.9,0.7804878048780488,0.65,-12.55
2012,Nolan Smith,POR,44,541,-15.9,0.6666666666666666,0.6,-16.5
2013,Will Barton,POR,73,894,-11.2,0.8902439024390244,-1.5999999999999999,-9.6
2014,Thomas Robinson,POR,70,873,-10.3,0.8536585365853658,1.1500000000000001,-11.450000000000001
2015,Allen Crabbe,POR,51,683,-7.4,0.6219512195121951,1.6,-9
2016,Noah Vonleh,POR,78,1174,-3.9,0.9512195121951219,0.9,-4.8
2017,Ed Davis,POR,46,789,-7.6,0.5609756097560976,-2.7,-4.8999999999999995
2018,Evan Turner,POR,79,2034,-7.5,0.9634146341463414,0.7,-8.2
2019,Nik Stauskas,POR,44,673,-20.5,0.5365853658536586,-1.5,-19
2020,Anfernee Simons,POR,70,1449,-11.9,0.9459459459459459,0.44999999999999996,-12.35
2021,Rodney Hood,POR,38,726,-9.6,0.5277777777777778,-2.75,-6.85
2022,Trendon Watford,POR,48,869,-12.6,0.5853658536585366,-6.7,-5.8999999999999995
1997,Duane Causwell,SAC,46,581,-8.8,0.5609756097560976,0.25,-9.05
1998,Anthony Johnson,SAC,77,2266,-4,0.9390243902439024,-2.2,-1.7999999999999998
1999,Lawrence Funderburke,SAC,47,936,-9.5,0.94,-0.1499999999999999,-9.35
2000,Corliss Williamson,SAC,76,1707,-5.4,0.926829268292683,-1.4,-4
2001,Lawrence Funderburke,SAC,59,698,-6.7,0.7195121951219512,-0.4,-6.3
2002,Lawrence Funderburke,SAC,56,722,-3.7,0.6829268292682927,0.7,-4.4
2003,Hedo Türkoğlu,SAC,67,1175,-11.9,0.8170731707317073,-2.55,-9.350000000000001
2004,Tony Massenburg,SAC,59,789,-17,0.7195121951219512,1.65,-18.65
2005,Maurice Evans,SAC,65,1233,-4.7,0.7926829268292683,0.4,-5.1000000000000005
2006,Kenny Thomas,SAC,82,2293,-5.4,1,-1.6,-3.8000000000000003
2007,Kenny Thomas,SAC,62,1412,-6.3,0.7560975609756098,-1.1500000000000001,-5.1499999999999995
2008,John Salmons,SAC,81,2517,-7.9,0.9878048780487805,-0.7,-7.2
2009,Bobby Brown,SAC,47,675,-6.2,0.573170731707317,-2,-4.2
2010,Tyreke Evans,SAC,72,2677,-6.2,0.8780487804878049,-0.9,-5.3
2011,DeMarcus Cousins,SAC,81,2309,-2.8,0.9878048780487805,0.3,-3.0999999999999996
2012,Jimmer Fredette,SAC,61,1135,-6.7,0.9242424242424242,-1.8,-4.9
2013,James Johnson,SAC,54,878,-13,0.6585365853658537,-1.9,-11.1
2014,Ben McLemore,SAC,82,2187,-5.6,1,-1.75,-3.8499999999999996
2015,Carl Landry,SAC,70,1192,-6.9,0.8536585365853658,-2.45,-4.45
2016,Kosta Koufos,SAC,78,1482,-6.6,0.9512195121951219,0.1,-6.699999999999999
2017,Arron Afflalo,SAC,61,1580,-5.9,0.7439024390243902,-0.8,-5.1000000000000005
2018,Zach Randolph,SAC,59,1508,-7.9,0.7195121951219512,-0.8,-7.1000000000000005
2019,Harry Giles,SAC,58,820,-4.4,0.7073170731707317,-0.09999999999999998,-4.300000000000001
2020,Harry Giles,SAC,46,667,-8.2,0.6388888888888888,-1,-7.199999999999999
2021,Cory Joseph,SAC,44,944,-7.1,0.6111111111111112,-2.2,-4.8999999999999995
2022,Damian Jones,SAC,56,1017,-4.2,0.6829268292682927,-0.6,-3.6
1997,Greg Anderson,SAS,82,1659,-9.4,1,0.10000000000000003,-9.5
1998,Monty Williams,SAS,72,1314,-7.1,0.8780487804878049,1.75,-8.85
1999,Sean Elliott,SAS,50,1509,-8.6,1,-0.5499999999999999,-8.049999999999999
2000,Samaki Walker,SAS,71,980,-6.2,0.8658536585365854,-1.9,-4.300000000000001
2001,Samaki Walker,SAS,61,963,-14.3,0.7439024390243902,-1.5999999999999999,-12.700000000000001
2002,Charles Smith,SAS,60,1141,-10.5,0.7317073170731707,1.8,-12.3
2003,Kevin Willis,SAS,71,840,-16.4,0.8658536585365854,0,-16.4
2004,Devin Brown,SAS,58,627,-6.2,0.7073170731707317,1.3,-7.5
2005,Tony Massenburg,SAS,61,699,-15.5,0.7439024390243902,-0.75,-14.75
2006,Nick Van Exel,SAS,65,986,-10.8,0.7926829268292683,1.7999999999999998,-12.600000000000001
2007,Beno Udrih,SAS,73,948,-9.4,0.8902439024390244,-1.4,-8
2008,Fabricio Oberto,SAS,82,1644,-6.6,1,-0.55,-6.05
2009,Fabricio Oberto,SAS,54,677,-7.5,0.6585365853658537,0.04999999999999999,-7.55
2010,Roger Mason,SAS,79,1515,-5.5,0.9634146341463414,0.9,-6.4
