player,pts_per_game,trb_per_game,ast_per_game,stl_per_game,blk_per_game,pts_as_percent_of_other_stats
Deni Avdija,9.2,6.4,2.8,0.9,0.4,0.46700507614213205
Dennis Schröder,12.6,2.5,4.5,0.8,0.2,0.6116504854368932
Derrick Jones Jr.,5,2.4,0.5,0.5,0.6,0.5555555555555556
Derrick White,12.4,3.6,3.9,0.7,0.9,0.5767441860465118
Desmond Bane,21.5,5,4.4,1,0.4,0.6656346749226006
Devonte' Graham,7.4,1.7,2.7,0.6,0.2,0.5873015873015873
Dillon Brooks,14.3,3.3,2.6,0.9,0.2,0.6713615023474179
Domantas Sabonis,19.1,12.3,7.3,0.8,0.5,0.47750000000000004
Donovan Mitchell,28.3,4.3,4.4,1.5,0.4,0.7275064267352186
Donte DiVincenzo,9.4,4.5,3.5,1.3,0.1,0.5
Dorian Finney-Smith,8.3,4.8,1.5,0.8,0.5,0.5220125786163522
Doug McDermott,10.2,2.2,1.4,0.2,0.1,0.723404255319149
Draymond Green,8.5,7.2,6.8,1,0.8,0.34979423868312753
Drew Eubanks,6.6,5.4,1.3,0.5,1.3,0.43708609271523174
Dwight Powell,6.7,4.1,0.9,0.6,0.3,0.5317460317460317
Dyson Daniels,3.8,3.2,2.3,0.7,0.2,0.37254901960784315
Eric Gordon,12.4,1.9,2.7,0.6,0.4,0.6888888888888889
Evan Mobley,16.2,9,2.8,0.8,1.5,0.5346534653465346
Franz Wagner,18.6,4.1,3.5,1,0.2,0.6788321167883211
Fred VanVleet,19.3,4.1,7.2,1.8,0.6,0.5848484848484848
Gabe Vincent,9.4,2.1,2.5,0.9,0.1,0.6266666666666667
Gary Trent Jr.,17.4,2.6,1.6,1.6,0.2,0.7435897435897435
Georges Niang,8.2,2.4,1,0.4,0.2,0.6721311475409836
Giannis Antetokounmpo,31.1,11.8,5.7,0.8,0.8,0.6195219123505976
Goran Dragić,6.3,1.4,2.6,0.2,0.1,0.5943396226415095
Grant Williams,8.1,4.6,1.7,0.5,0.4,0.5294117647058824
Grayson Allen,10.4,3.3,2.3,0.9,0.2,0.608187134502924
Harrison Barnes,15,4.5,1.6,0.7,0.1,0.684931506849315
Herbert Jones,9.8,4.1,2.5,1.6,0.6,0.5268817204301075
Immanuel Quickley,14.9,4.2,3.4,1,0.2,0.6286919831223629
Isaac Okoro,6.4,2.5,1.1,0.7,0.4,0.5765765765765766
Isaiah Hartenstein,5,6.5,1.2,0.6,0.8,0.3546099290780142
Isaiah Jackson,7.2,4.5,0.8,0.5,1.5,0.496551724137931
Isaiah Joe,9.5,2.4,1.2,0.7,0.1,0.683453237410072
Ish Wainright,4.2,2.3,0.9,0.6,0.4,0.5
Ivica Zubac,10.8,9.9,1,0.4,1.3,0.4615384615384615
Ja Morant,26.2,5.9,8.1,1.1,0.3,0.6298076923076923
Jabari Smith Jr.,12.8,7.2,1.3,0.5,0.9,0.5638766519823789
Jaden Ivey,16.3,3.9,5.2,0.8,0.2,0.6174242424242424
Jaden McDaniels,12.1,3.9,1.9,0.9,1,0.6111111111111112
Jakob Poeltl,12.5,9.1,2.7,0.9,1.2,0.4734848484848485
Jalen Brunson,24,3.5,6.2,0.9,0.2,0.689655172413793
Jalen Duren,9.1,8.9,1.1,0.7,0.9,0.4396135265700483
Jalen Green,22.1,3.7,3.7,0.8,0.2,0.7245901639344263
Jalen Johnson,5.6,4,1.2,0.5,0.5,0.4745762711864407
Jalen McDaniels,9.4,4.3,1.6,1,0.4,0.5628742514970062
Jalen Smith,9.4,5.8,1,0.3,0.9,0.5402298850574714
Jalen Williams,14.1,4.5,3.3,1.4,0.5,0.592436974789916
Jamal Murray,20,4,6.2,1,0.2,0.6369426751592357
James Harden,21,6.1,10.7,1.2,0.5,0.5316455696202531
Jaren Jackson Jr.,18.6,6.8,1,1,3,0.6118421052631579
Jarred Vanderbilt,7.9,7.5,2.4,1.1,0.3,0.4114583333333333
Jarrett Allen,14.3,9.8,1.7,0.8,1.2,0.5143884892086331
Jaylen Brown,26.6,6.9,3.5,1.1,0.4,0.6909090909090909
Jaylen Nowell,10.8,2.6,2,0.6,0.1,0.670807453416149
Jayson Tatum,30.1,8.8,4.6,1.1,0.7,0.6644591611479027
Jerami Grant,20.5,4.5,2.4,0.8,0.8,0.7068965517241379
Jevon Carter,8,2.5,2.4,0.8,0.4,0.5673758865248226
Jimmy Butler,22.9,5.9,5.3,1.8,0.3,0.632596685082873
Jock Landale,6.6,4.1,1,0.2,0.4,0.5365853658536586
Joe Harris,7.6,2.2,1.4,0.5,0.2,0.6386554621848739
Joel Embiid,33.1,10.2,4.2,1,1.7,0.6593625498007968
John Collins,13.1,6.5,1.2,0.6,1,0.5848214285714285
John Konchar,5.1,4.3,1.4,1.1,0.3,0.4180327868852459
Jonas Valančiūnas,14.1,10.2,1.8,0.3,0.7,0.5202952029520296
Jonathan Kuminga,9.9,3.4,1.9,0.6,0.5,0.6073619631901841
Jordan Clarkson,20.8,4,4.4,0.5,0.2,0.6956521739130435
Jordan Goodwin,6.6,3.3,2.7,0.9,0.4,0.47482014388489213
Jordan Nwora,8.7,3.7,1.4,0.4,0.2,0.6041666666666666
Jordan Poole,20.4,2.7,4.5,0.8,0.3,0.7108013937282229
Jose Alvarado,9,2.3,3,1.1,0.2,0.576923076923077
Josh Christopher,5.8,1.1,1.1,0.5,0.2,0.6666666666666667
Josh Giddey,16.6,7.9,6.2,0.8,0.4,0.5203761755485894
Josh Green,9.1,3,1.7,0.7,0.1,0.6232876712328768
Josh Hart,9.8,7.8,3.8,1.2,0.3,0.4279475982532751
Josh Okogie,7.3,3.5,1.5,0.8,0.5,0.5367647058823529
Josh Richardson,10.1,2.7,2.7,1.1,0.3,0.5976331360946745
Jrue Holiday,19.3,5.1,7.4,1.2,0.4,0.5778443113772456
JT Thor,3.8,2.2,0.5,0.3,0.3,0.5352112676056338
Julius Randle,25.1,10,4.1,0.6,0.3,0.6259351620947631
Keegan Murray,12.2,4.6,1.2,0.8,0.5,0.6321243523316062
Keita Bates-Diop,9.7,3.7,1.5,0.7,0.3,0.610062893081761
Keldon Johnson,22,5,2.9,0.7,0.2,0.7142857142857143
Kelly Olynyk,12.5,6.2,3.7,0.9,0.5,0.5252100840336135
Kendrick Nunn,7.1,1.6,1.3,0.4,0.1,0.6761904761904761
Kentavious Caldwell-Pope,10.8,2.7,2.4,1.5,0.5,0.6033519553072627
Kenyon Martin Jr.,12.7,5.5,1.5,0.5,0.4,0.6165048543689321
Kevin Huerter,15.2,3.3,2.9,1.1,0.3,0.6666666666666666
Kevin Knox,6.6,2.8,0.5,0.4,0.2,0.6285714285714287
Kevin Love,8.2,6.4,1.9,0.3,0.2,0.48235294117647054
Kevin Porter Jr.,19.2,5.3,5.7,1.4,0.3,0.6018808777429467
Kevon Looney,7,9.3,2.5,0.6,0.6,0.3499999999999999
Killian Hayes,10.3,2.9,6.2,1.4,0.4,0.48584905660377364
Klay Thompson,21.9,4.1,2.4,0.7,0.4,0.7423728813559323
Kristaps Porziņģis,23.2,8.4,2.7,0.9,1.5,0.6321525885558582
Kyle Anderson,9.4,5.3,4.9,1.1,0.9,0.4351851851851852
Kyle Kuzma,21.2,7.2,3.7,0.6,0.5,0.6385542168674698
Kyrie Irving,27.1,5.1,5.5,1.1,0.8,0.6843434343434344
Lamar Stevens,5.3,3.3,0.5,0.4,0.3,0.5408163265306122
Larry Nance Jr.,6.8,5.4,1.8,0.9,0.6,0.43870967741935485
Lauri Markkanen,25.6,8.6,1.9,0.6,0.6,0.6863270777479893
Luguentz Dort,13.7,4.6,2.1,1,0.3,0.631336405529954
Luka Dončić,32.4,8.6,8,1.4,0.5,0.6365422396856582
Luke Kennard,9.3,2.7,1.5,0.5,0.1,0.6595744680851064
Luke Kornet,3.8,2.9,0.8,0.2,0.7,0.45238095238095244
Malaki Branham,10.2,2.7,1.9,0.5,0.1,0.6623376623376623
Malcolm Brogdon,14.9,4.2,3.7,0.7,0.3,0.6260504201680672
Malik Beasley,12.7,3.5,1.5,0.8,0.1,0.6827956989247311
Malik Monk,13.5,2.6,3.9,0.6,0.3,0.6459330143540669
Marcus Morris,11.2,4,1.8,0.6,0.3,0.6256983240223463
Marcus Smart,11.5,3.1,6.3,1.5,0.4,0.5043859649122807
Markelle Fultz,14,3.9,5.7,1.5,0.4,0.5490196078431373
Mason Plumlee,10.8,8.9,3.1,0.6,0.6,0.4499999999999999
Matisse Thybulle,4.1,2,0.7,1.2,0.5,0.48235294117647054
Max Strus,11.5,3.2,2.1,0.5,0.2,0.6571428571428571
Michael Porter Jr.,17.4,5.5,1,0.6,0.5,0.696
Mikal Bridges,20.1,4.4,3.3,1.1,0.7,0.6790540540540541
Mike Conley,11.9,2.7,6.7,1.1,0.2,0.5265486725663716
Mike Muscala,6.1,3.2,0.8,0.2,0.4,0.5700934579439252
Miles McBride,3.5,0.8,1.1,0.6,0.1,0.5737704918032788
Mitchell Robinson,7.4,9.4,0.9,0.9,1.8,0.36274509803921573
Monte Morris,10.3,3.4,5.3,0.7,0.2,0.5175879396984925
Moses Moody,4.8,1.7,0.8,0.3,0.1,0.6233766233766234
Myles Turner,18,7.5,1.4,0.6,2.3,0.6040268456375839
Naji Marshall,9.1,3.6,2.5,0.7,0.2,0.5652173913043479
Naz Reid,11.5,4.9,1.1,0.6,0.8,0.6084656084656084
Nic Claxton,12.6,9.2,1.9,0.9,2.5,0.46494464944649455
Nick Richards,8.2,6.4,0.6,0.2,1.1,0.49696969696969695
Nickeil Alexander-Walker,6.2,1.7,1.8,0.5,0.4,0.5849056603773585
Nicolas Batum,6.1,3.8,1.6,0.7,0.6,0.47656250000000006
Nikola Jokić,24.5,11.8,9.8,1.3,0.7,0.5093555093555094
Nikola Vučević,17.6,11,3.2,0.7,0.7,0.5301204819277109
Norman Powell,17,2.9,1.8,0.8,0.3,0.7456140350877193
Obi Toppin,7.4,2.8,1,0.3,0.2,0.6324786324786326
Ochai Agbaji,7.9,2.1,1.1,0.3,0.3,0.6752136752136751
OG Anunoby,16.8,5,2,1.9,0.7,0.6363636363636365
Onyeka Okongwu,9.9,7.2,1,0.7,1.3,0.4925373134328358
Oshae Brissett,6.1,3.4,0.7,0.5,0.2,0.5596330275229359
P.J. Tucker,3.5,3.9,0.8,0.5,0.2,0.3932584269662921
P.J. Washington,15.7,4.9,2.4,0.9,1.1,0.628
Paolo Banchero,20,6.9,3.7,0.8,0.5,0.6269592476489029
Pascal Siakam,24.2,7.8,5.8,0.9,0.5,0.6173469387755103
Pat Connaughton,7.6,4.6,1.3,0.6,0.2,0.5314685314685315
Patrick Beverley,6.2,3.7,2.9,0.9,0.6,0.43356643356643354
Patrick Williams,10.2,4,1.2,0.9,0.9,0.5930232558139535
Paul Reed,4.2,3.8,0.4,0.7,0.7,0.42857142857142866
Quentin Grimes,11.3,3.2,2.1,0.7,0.4,0.6384180790960453
Reggie Bullock,7.2,3.6,1.4,0.7,0.2,0.549618320610687
Reggie Jackson,10.2,2.1,3.4,0.7,0.1,0.6181818181818182
RJ Barrett,19.6,5,2.8,0.4,0.2,0.7000000000000001
Royce O'Neale,8.8,5.1,3.7,0.9,0.6,0.4607329842931937
Rudy Gobert,13.4,11.6,1.2,0.8,1.4,0.471830985915493
Rui Hachimura,11.2,4.5,0.9,0.3,0.4,0.647398843930636
Russell Westbrook,15.9,5.8,7.5,1,0.5,0.5179153094462541
Saddiq Bey,13.8,4.7,1.5,0.9,0.2,0.6540284360189574
Sam Hauser,6.4,2.6,0.9,0.4,0.3,0.6037735849056604
Santi Aldama,9,4.8,1.3,0.6,0.6,0.5521472392638036
Scottie Barnes,15.3,6.6,4.8,1.1,0.8,0.534965034965035
Seth Curry,9.2,1.6,1.6,0.6,0.1,0.7022900763358779
Shaedon Sharpe,9.9,3,1.2,0.5,0.3,0.6644295302013423
Shai Gilgeous-Alexander,31.4,4.8,5.5,1.6,1,0.708803611738149
Shake Milton,8.4,2.5,3.2,0.3,0.2,0.5753424657534246
Spencer Dinwiddie,17.3,3.4,6.5,0.8,0.3,0.6113074204946997
T.J. McConnell,8.7,3.1,5.3,1.1,0.1,0.4754098360655737
Talen Horton-Tucker,10.7,3.2,3.8,0.6,0.4,0.5721925133689839
Tari Eason,9.3,6,1.1,1.2,0.6,0.510989010989011
Terance Mann,8.8,3.4,2.3,0.5,0.3,0.5751633986928105
Terence Davis,6.7,2.2,1,0.7,0.2,0.6203703703703705
Terrence Ross,8.3,2.4,1.5,0.6,0.2,0.6384615384615385
Terry Rozier,21.1,4.1,5.1,1.2,0.3,0.6635220125786163
Thomas Bryant,9.8,5.7,0.5,0.3,0.5,0.5833333333333334
Tim Hardaway Jr.,14.4,3.5,1.8,0.7,0.2,0.6990291262135924
Tobias Harris,14.7,5.7,2.5,0.9,0.5,0.6049382716049383
Torrey Craig,7.4,5.4,1.5,0.6,0.8,0.4713375796178344
Trae Young,26.2,3,10.2,1.1,0.1,0.645320197044335
Tre Jones,12.9,3.6,6.6,1.3,0.1,0.5265306122448979
Tre Mann,7.7,2.3,1.8,0.6,0.2,0.6111111111111112
Trendon Watford,7.4,3.8,2.1,0.5,0.2,0.5285714285714287
Trey Lyles,7.6,4.1,0.9,0.4,0.4,0.5671641791044776
Trey Murphy III,14.5,3.6,1.4,1.1,0.5,0.6872037914691943
Troy Brown Jr.,7.1,4.1,1.3,0.8,0.2,0.5259259259259259
Tyler Herro,20.1,5.4,4.2,0.8,0.2,0.6547231270358307
Tyrese Maxey,20.3,2.9,3.5,0.8,0.1,0.7355072463768115
Tyus Jones,10.3,2.5,5.2,1,0.1,0.5392670157068062
Usman Garuba,3,4.1,0.9,0.6,0.4,0.3333333333333333
Vlatko Čančar,5,2.1,1.3,0.4,0.2,0.5555555555555556
Walker Kessler,9.2,8.4,0.9,0.4,2.3,0.43396226415094336
Wenyen Gabriel,5.5,4.2,0.5,0.4,0.5,0.4954954954954955
Xavier Tillman Sr.,7,5,1.6,1,0.5,0.4635761589403974
Yuta Watanabe,5.6,2.4,0.8,0.4,0.3,0.5894736842105261
Zach Collins,11.6,6.4,2.9,0.6,0.8,0.5201793721973094
Zach LaVine,24.8,4.5,4.2,0.9,0.2,0.7167630057803468
